Genre,Date,Original,SorM,Director,AvgRating,dir1
 Crime,2017,0,Movie,Ridley Scott,6.8,Ridley Scott
 Crime,2017,0,Movie,Sydney Sibilia,6.8,Sydney Sibilia
 Crime,2017,0,Movie,Raúl Arévalo,6.8,Raúl Arévalo
 Crime,2017,0,Movie,Rahul Dholakia,6.8,Rahul Dholakia
 Crime,2017,1,Movie,Jae-rim Han,6.8,Jae-rim Han
 Crime,2017,0,Movie,Byung-gil Jung,6.7,Byung-gil Jung
 Crime,2017,0,Movie,Sung-hyun Byun,6.7,Sung-hyun Byun
 Crime,2017,0,Movie,F. Gary Gray,6.7,F. Gary Gray
 Crime,2017,0,Movie,Matthew Vaughn,6.7,Matthew Vaughn
 Crime,2017,0,Movie,"Petr Kazda, Tomás Weinreb",6.6,Petr Kazda
 Crime,2017,0,Movie,Zach Braff,6.6,Zach Braff
 Crime,2017,0,Movie,A.R. Murugadoss,6.6,A.R. Murugadoss
 Crime,2017,0,Movie,Chang Won Jang,6.6,Chang Won Jang
 Crime,2017,0,Movie,Arun Vaidyanathan,6.6,Arun Vaidyanathan
 Crime,2017,0,Movie,Fenar Ahmad,6.6,Fenar Ahmad
 Crime,2017,0,Movie,Chris Baugh,6.5,Chris Baugh
 Crime,2017,0,Movie,Manuel Martín Cuenca,6.5,Manuel Martín Cuenca
 Crime,2017,0,Movie,Hyeon Na,6.5,Hyeon Na
 Crime,2017,1,Movie,Jeremy Rush,6.4,Jeremy Rush
 Crime,2017,0,Movie,Ben Affleck,6.4,Ben Affleck
 Crime,2017,0,Movie,Fabrice du Welz,6.4,Fabrice du Welz
 Crime,2017,0,Movie,Ben Wheatley,6.4,Ben Wheatley
 Crime,2017,0,Movie,"Felix Herngren, Måns Herngren",6.3,Felix Herngren
 Crime,2017,0,Movie,Dylan Howitt,6.3,Dylan Howitt
 Crime,2017,0,Movie,B. Unnikrishnan,6.3,B. Unnikrishnan
 Crime,2017,0,Movie,Alain Desrochers,6.2,Alain Desrochers
 Crime,2017,0,Movie,Sydney Freeland,6.1,Sydney Freeland
 Crime,2017,0,Movie,Pat Healy,6.1,Pat Healy
 Crime,2017,0,Movie,Dax Shepard,6.0,Dax Shepard
 Crime,2017,0,Movie,Hyeong-ju Kim,6.0,Hyeong-ju Kim
 Crime,2017,1,Movie,Adam Randall,6.0,Adam Randall
 Crime,2017,0,Movie,Trent Haaga,6.0,Trent Haaga
 Crime,2017,0,Movie,Luis Prieto,5.9,Luis Prieto
 Crime,2017,0,Movie,Bong-han Kim,5.8,Bong-han Kim
 Crime,2017,0,Movie,John Michael McDonagh,5.8,John Michael McDonagh
 Crime,2017,1,Movie,David E. Talbert,5.7,David E. Talbert
 Crime,2017,0,Movie,Isaac Florentine,5.7,Isaac Florentine
 Crime,2017,0,Movie,Ricardo de Montreuil,5.7,Ricardo de Montreuil
 Crime,2017,0,Movie,Mohsin Ali,5.7,Mohsin Ali
 Crime,2017,0,Movie,Eran Creevy,5.7,Eran Creevy
 Crime,2017,0,Movie,George Clooney,5.7,George Clooney
 Crime,2017,0,Movie,An-kyu Lee,5.6,An-kyu Lee
 Crime,2017,0,Movie,Jakob Lass,5.6,Jakob Lass
 Crime,2017,0,Movie,Andrew Jay Cohen,5.6,Andrew Jay Cohen
 Crime,2017,0,Movie,Baran bo Odar,5.6,Baran bo Odar
 Crime,2017,0,Movie,Iñaki Dorronsoro,5.6,Iñaki Dorronsoro
 Crime,2017,0,Movie,Seth Gordon,5.5,Seth Gordon
 Crime,2017,0,Movie,Ole Bornedal,5.3,Ole Bornedal
 Crime,2017,0,Movie,Shôtarô Kobayashi,5.3,Shôtarô Kobayashi
 Crime,2017,0,Movie,Lucia Aniello,5.2,Lucia Aniello
 Crime,2017,0,Movie,Rasmus Heide,5.2,Rasmus Heide
 Crime,2017,0,Movie,Ernie Barbarash,4.9,Ernie Barbarash
 Crime,2017,0,Movie,B.N. Shajeer Sha,4.9,B.N. Shajeer Sha
 Crime,2017,0,Movie,Walter Hill,4.6,Walter Hill
 Crime,2017,0,Movie,Ron Shelton,4.5,Ron Shelton
 Crime,2017,0,Movie,Mohamed Samy,4.5,Mohamed Samy
 Crime,2017,1,Movie,Adam Wingard,4.5,Adam Wingard
 Crime,2017,0,Movie,Orçun Benli,4.2,Orçun Benli
 Crime,2017,0,Movie,Keoni Waxman,3.8,Keoni Waxman
 Crime,2017,0,Movie,Alexander Nevsky,2.5,Alexander Nevsky
 Crime,2018,1,Series,Ciara Boniface,8.2,Ciara Boniface
 Crime,2018,1,Series,"Chapman Way, Maclain Way",8.2,Chapman Way
 Crime,2018,0,Movie,Ali Atay,7.7,Ali Atay
 Crime,2018,0,Series,Stephen Frears,7.7,Stephen Frears
 Crime,2018,0,Movie,Álvaro Brechner,7.6,Álvaro Brechner
 Crime,2018,1,Movie,Madeleine Gavin,7.5,Madeleine Gavin
 Crime,2018,0,Movie,Spike Lee,7.5,Spike Lee
 Crime,2018,0,Movie,Aaron Sorkin,7.4,Aaron Sorkin
 Crime,2018,0,Movie,Tinu Pappachan,7.4,Tinu Pappachan
 Crime,2018,0,Movie,Carlos López Estrada,7.4,Carlos López Estrada
 Crime,2018,0,Movie,Michael Noer,7.2,Michael Noer
 Crime,2018,0,Movie,Ahsan Rahim,7.2,Ahsan Rahim
 Crime,2018,0,Movie,Stefano Sollima,7.1,Stefano Sollima
 Crime,2018,0,Movie,"Jathin Sanker Raj, Nishanth Ravindaran",7.0,Jathin Sanker Raj
 Crime,2018,0,Movie,Luis Ortega,7.0,Luis Ortega
 Crime,2018,1,Series,LowRes Wünderbred,7.0,LowRes Wünderbred
 Crime,2018,0,Movie,Bart Layton,7.0,Bart Layton
 Crime,2018,0,Movie,Christian Gudegast,7.0,Christian Gudegast
 Crime,2018,0,Movie,"John Francis Daley, Jonathan Goldstein",6.9,John Francis Daley
 Crime,2018,0,Movie,Jean-Stéphane Sauvaire,6.9,Jean-Stéphane Sauvaire
 Crime,2018,0,Movie,Warwick Thornton,6.9,Warwick Thornton
 Crime,2018,0,Movie,Gary Ross,6.8,Gary Ross
 Crime,2018,0,Movie,Paul Feig,6.8,Paul Feig
 Crime,2018,0,Movie,Jong-suk Lee,6.7,Jong-suk Lee
 Crime,2018,0,Movie,Cory Finley,6.7,Cory Finley
 Crime,2018,0,Movie,Antoine Fuqua,6.7,Antoine Fuqua
 Crime,2018,0,Movie,Tom Whitworth,6.6,Tom Whitworth
 Crime,2018,0,Movie,Kim Min-Ho,6.6,Kim Min-Ho
 Crime,2018,0,Movie,Woo-Ping Yuen,6.5,Woo-Ping Yuen
 Crime,2018,0,Movie,Eon-hie Lee,6.5,Eon-hie Lee
 Crime,2018,0,Movie,Hae-Young Lee,6.5,Hae-Young Lee
 Crime,2018,0,Movie,Brad Anderson,6.4,Brad Anderson
 Crime,2018,0,Movie,Eli Roth,6.4,Eli Roth
 Crime,2018,0,Movie,Romain Gavras,6.4,Romain Gavras
 Crime,2018,0,Movie,Dani de la Torre,6.3,Dani de la Torre
 Crime,2018,0,Movie,Fernando León de Aranoa,6.3,Fernando León de Aranoa
 Crime,2018,1,Movie,Martin Zandvliet,6.3,Martin Zandvliet
 Crime,2018,0,Movie,"Mitzi Vanessa Arreola, Amir Galván Cervera",6.2,Mitzi Vanessa Arreola
 Crime,2018,0,Movie,Min-ho Woo,6.2,Min-ho Woo
 Crime,2018,0,Movie,Masaharu Take,6.2,Masaharu Take
 Crime,2018,0,Movie,Julien Leclercq,6.2,Julien Leclercq
 Crime,2018,0,Movie,Suk-Yoon Kim,6.1,Suk-Yoon Kim
 Crime,2018,0,Movie,Nash Edgerton,6.1,Nash Edgerton
 Crime,2018,0,Movie,Manoj Beedha,6.1,Manoj Beedha
 Crime,2018,0,Movie,Miguel Ángel Vivas,6.1,Miguel Ángel Vivas
 Crime,2018,0,Movie,Drew Pearce,6.1,Drew Pearce
 Crime,2018,0,Movie,"Rodrigo Salomón, Pietro Scappini",6.0,Rodrigo Salomón
 Crime,2018,0,Movie,Joon-Hyeong Heo,6.0,Joon-Hyeong Heo
 Crime,2018,0,Movie,Sam Levinson,5.9,Sam Levinson
 Crime,2018,0,Movie,Daniel Calparsoro,5.9,Daniel Calparsoro
 Crime,2018,0,Movie,Erik Matti,5.8,Erik Matti
 Crime,2018,0,Movie,Craig William Macneill,5.8,Craig William Macneill
 Crime,2018,0,Movie,Jim Hosking,5.8,Jim Hosking
 Crime,2018,0,Movie,Julius R. Nasso,5.8,Julius R. Nasso
 Crime,2018,0,Movie,David Lam,5.8,David Lam
 Crime,2018,0,Movie,Hadi Hajaig,5.6,Hadi Hajaig
 Crime,2018,0,Movie,Gonzalo Bendala,5.4,Gonzalo Bendala
 Crime,2018,0,Movie,Brian Henson,5.4,Brian Henson
 Crime,2018,0,Movie,Brett Donowho,5.3,Brett Donowho
 Crime,2018,0,Movie,Patryk Vega,5.2,Patryk Vega
 Crime,2018,0,Series,John Woo,5.2,John Woo
 Crime,2018,0,Movie,Director X.,5.2,Director X.
 Crime,2018,0,Movie,John Woo,5.2,John Woo
 Crime,2018,0,Movie,Rob Cohen,5.1,Rob Cohen
 Crime,2018,0,Movie,Xinyun Li,5.1,Xinyun Li
 Crime,2018,0,Movie,Babak Najafi,5.0,Babak Najafi
 Crime,2018,0,Movie,Rachid Bouchareb,4.9,Rachid Bouchareb
 Crime,2018,0,Movie,Kevin Connolly,4.8,Kevin Connolly
 Crime,2018,0,Movie,Chase Dudley,4.8,Chase Dudley
 Crime,2018,0,Movie,Franck Gastambide,4.7,Franck Gastambide
 Crime,2018,0,Movie,Yû Irie,4.6,Yû Irie
 Crime,2018,0,Movie,Romain Lévy,4.5,Romain Lévy
 Crime,2018,0,Movie,York Alec Shackleton,4.4,York Alec Shackleton
 Crime,2018,0,Movie,John Pogue,4.4,John Pogue
 Crime,2018,0,Movie,Jodi Scurfield,4.2,Jodi Scurfield
 Crime,2018,0,Movie,Brian A. Miller,4.05,Brian A. Miller
 Crime,2018,0,Movie,James Oakley,4.0,James Oakley
 Crime,2018,0,Movie,Steven C. Miller,3.9,Steven C. Miller
 Crime,2018,0,Movie,Raja Gosnell,3.8,Raja Gosnell
 Crime,2019,1,Series,Ava DuVernay,8.9,Ava DuVernay
 Crime,2019,0,Series,Swaroop Rsj,8.4,Swaroop Rsj
 Crime,2019,0,Movie,Thiagarajan Kumararaja,8.3,Thiagarajan Kumararaja
 Crime,2019,0,Movie,Rian Johnson,7.9,Rian Johnson
 Crime,2019,1,Movie,Martin Scorsese,7.9,Martin Scorsese
 Crime,2019,0,Movie,Clint Eastwood,7.5,Clint Eastwood
 Crime,2019,0,Movie,Milorad Krstic,7.5,Milorad Krstic
 Crime,2019,0,Movie,Chad Stahelski,7.4,Chad Stahelski
 Crime,2019,1,Movie,Vince Gilligan,7.3,Vince Gilligan
 Crime,2019,0,Movie,Gavin Hood,7.3,Gavin Hood
 Crime,2019,0,Movie,Byeong-heon Lee,7.1,Byeong-heon Lee
 Crime,2019,0,Movie,Nancy Schwartzman,7.1,Nancy Schwartzman
 Crime,2019,1,Movie,Stuart Sender,7.0,Stuart Sender
 Crime,2019,1,Movie,John Lee Hancock,6.9,John Lee Hancock
 Crime,2019,0,Movie,Guy Nattiv,6.9,Guy Nattiv
 Crime,2019,0,Movie,Aris Nugraha,6.9,Aris Nugraha
 Crime,2019,0,Movie,S. Craig Zahler,6.9,S. Craig Zahler
 Crime,2019,0,Movie,Skye Borgman,6.8,Skye Borgman
 Crime,2019,1,Movie,Eva Orner,6.7,Eva Orner
 Crime,2019,0,Movie,Riley Stearns,6.7,Riley Stearns
 Crime,2019,0,Movie,Ali Atay,6.7,Ali Atay
 Crime,2019,0,Movie,Serdar Akar,6.6,Serdar Akar
 Crime,2019,0,Movie,Brian Kirk,6.6,Brian Kirk
 Crime,2019,0,Movie,Andrea Di Stefano,6.6,Andrea Di Stefano
 Crime,2019,0,Series,Naoyoshi Shiotani,6.6,Naoyoshi Shiotani
 Crime,2019,1,Movie,Joe Berlinger,6.6,Joe Berlinger
 Crime,2019,0,Movie,Jesse V. Johnson,6.5,Jesse V. Johnson
 Crime,2019,0,Movie,Deon Taylor,6.4,Deon Taylor
 Crime,2019,1,Movie,J.C. Chandor,6.4,J.C. Chandor
 Crime,2019,0,Movie,Tim Story,6.4,Tim Story
 Crime,2019,0,Movie,Jeong-beom Lee,6.3,Jeong-beom Lee
 Crime,2019,1,Movie,Jonas Åkerlund,6.3,Jonas Åkerlund
 Crime,2019,0,Movie,Lorene Scafaria,6.3,Lorene Scafaria
 Crime,2019,0,Movie,Corneliu Porumboiu,6.3,Corneliu Porumboiu
 Crime,2019,1,Movie,Steven Soderbergh,6.3,Steven Soderbergh
 Crime,2019,0,Movie,Allan Mauduit,6.2,Allan Mauduit
 Crime,2019,0,Movie,Hans Petter Moland,6.2,Hans Petter Moland
 Crime,2019,0,Movie,Yann Gozlan,6.2,Yann Gozlan
 Crime,2019,0,Movie,Jeff Chan,6.1,Jeff Chan
 Crime,2019,1,Movie,Kyle Newacheck,6.0,Kyle Newacheck
 Crime,2019,0,Movie,Catherine Hardwicke,5.8,Catherine Hardwicke
 Crime,2019,0,Movie,Yoon-Seong Kang,5.7,Yoon-Seong Kang
 Crime,2019,0,Movie,Peter Mimi,5.7,Peter Mimi
 Crime,2019,0,Movie,Seung-Won Lee,5.7,Seung-Won Lee
 Crime,2019,0,Movie,Jun-hee Han,5.7,Jun-hee Han
 Crime,2019,1,Movie,Joe Lynch,5.7,Joe Lynch
 Crime,2019,0,Movie,Katt Shea,5.7,Katt Shea
 Crime,2019,0,Movie,Renny Harlin,5.6,Renny Harlin
 Crime,2019,0,Movie,Ding-Lin Wang,5.6,Ding-Lin Wang
 Crime,2019,0,Movie,M.J. Bassett,5.6,M.J. Bassett
 Crime,2019,0,Movie,Ashok Nanda,5.5,Ashok Nanda
 Crime,2019,0,Movie,Andrea Berloff,5.5,Andrea Berloff
 Crime,2019,0,Movie,James Marsh,5.5,James Marsh
 Crime,2019,0,Series,Keinosuke Hara,5.5,Keinosuke Hara
 Crime,2019,0,Movie,Tom DeNucci,5.5,Tom DeNucci
 Crime,2019,0,Movie,Keinosuke Hara,5.5,Keinosuke Hara
 Crime,2019,0,Movie,Chris Addison,5.4,Chris Addison
 Crime,2019,0,Movie,Malik Bader,5.4,Malik Bader
 Crime,2019,0,Movie,Lior Geller,5.2,Lior Geller
 Crime,2019,0,Movie,Fabio Resinaro,5.2,Fabio Resinaro
 Crime,2019,1,Movie,Stefon Bristol,5.2,Stefon Bristol
 Crime,2019,1,Movie,Aleksandr Chernyaev,5.0,Aleksandr Chernyaev
 Crime,2019,0,Movie,Pedring Lopez,5.0,Pedring Lopez
 Crime,2019,0,Movie,Gonzalo López-Gallego,4.9,Gonzalo López-Gallego
 Crime,2019,0,Movie,Zackary Adler,4.8,Zackary Adler
 Crime,2019,0,Movie,Joe Sill,4.8,Joe Sill
 Crime,2019,0,Movie,Shawn Ku,4.6,Shawn Ku
 Crime,2019,0,Movie,Pia Sukanya,4.5,Pia Sukanya
 Crime,2019,0,Movie,Szymon Jakubowski,4.4,Szymon Jakubowski
 Crime,2019,0,Movie,Brian De Palma,4.4,Brian De Palma
 Crime,2019,0,Movie,John Herzfeld,4.4,John Herzfeld
 Crime,2019,0,Movie,Sanjiv Jaiswal,4.3,Sanjiv Jaiswal
 Crime,2019,0,Movie,Fruit Chan,4.2,Fruit Chan
 Crime,2019,0,Series,Patryk Vega,3.8,Patryk Vega
 Crime,2019,0,Movie,Patryk Vega,3.8,Patryk Vega
 Crime,2019,0,Movie,Vladimír Michálek,3.7,Vladimír Michálek
 Crime,2020,0,Movie,Carlos Perez Osorio,8.3,Carlos Perez Osorio
 Crime,2020,0,Movie,Guy Ritchie,7.8,Guy Ritchie
 Crime,2020,1,Movie,"Bonni Cohen, Jon Shenk",7.7,Bonni Cohen
 Crime,2020,0,Movie,Destin Daniel Cretton,7.6,Destin Daniel Cretton
 Crime,2020,0,Movie,Luke Lorentzen,7.4,Luke Lorentzen
 Crime,2020,1,Movie,Jenny Popplewell,7.2,Jenny Popplewell
 Crime,2020,1,Movie,Brian Welsh,7.1,Brian Welsh
 Crime,2020,0,Movie,Vikramaditya Motwane,7.0,Vikramaditya Motwane
 Crime,2020,0,Movie,Takashi Miike,6.8,Takashi Miike
 Crime,2020,1,Movie,Harry Bradbeer,6.6,Harry Bradbeer
 Crime,2020,0,Movie,"Bilall Fallah, Adil El Arbi",6.6,Bilall Fallah
 Crime,2020,0,Movie,Mohit Suri,6.5,Mohit Suri
 Crime,2020,1,Movie,David Lynch,6.5,David Lynch
 Crime,2020,0,Movie,"Yoshiyuki Okada, Takeru Nakajima",6.5,Yoshiyuki Okada
 Crime,2020,0,Movie,Jesús del Cerro,6.4,Jesús del Cerro
 Crime,2020,0,Movie,Lydia Dean Pilcher,6.3,Lydia Dean Pilcher
 Crime,2020,1,Movie,Sung-hyun Yoon,6.3,Sung-hyun Yoon
 Crime,2020,1,Movie,Guillaume Pierret,6.2,Guillaume Pierret
 Crime,2020,1,Movie,Peter Berg,6.2,Peter Berg
 Crime,2020,1,Movie,David Galán Galindo,6.1,David Galán Galindo
 Crime,2020,1,Movie,Olivier Marchal,6.1,Olivier Marchal
 Crime,2020,0,Movie,Cathy Yan,6.1,Cathy Yan
 Crime,2020,0,Movie,Joe Begos,6.1,Joe Begos
 Crime,2020,1,Movie,"Henry Joost, Ariel Schulman",6.0,Henry Joost
 Crime,2020,0,Movie,Justin Kurzel,6.0,Justin Kurzel
 Crime,2020,0,Movie,Eugene Kotlyarenko,5.9,Eugene Kotlyarenko
 Crime,2020,0,Movie,Christoph Waltz,5.8,Christoph Waltz
 Crime,2020,1,Movie,Carles Torras,5.6,Carles Torras
 Crime,2020,0,Movie,Phillip Noyce,5.5,Phillip Noyce
 Crime,2020,0,Movie,Tate Taylor,5.4,Tate Taylor
 Crime,2020,0,Movie,Stephen Reynolds,5.2,Stephen Reynolds
 Crime,2020,0,Movie,Daniel Calparsoro,5.2,Daniel Calparsoro
 Crime,2020,0,Movie,William Kaufman,5.1,William Kaufman
 Crime,2020,0,Movie,Bong-han Kim,5.1,Bong-han Kim
 Crime,2020,0,Movie,RZA,4.9,RZA
 Crime,2020,0,Movie,David Ayer,4.8,David Ayer
 Crime,2020,0,Movie,Detlev Buck,4.8,Detlev Buck
 Crime,2020,0,Movie,Marc Vigil,4.8,Marc Vigil
 Crime,2020,0,Movie,Josh Trank,4.7,Josh Trank
 Crime,2020,0,Movie,Michael Polish,4.5,Michael Polish
 Crime,2020,0,Movie,Jon Abrahams,4.2,Jon Abrahams
 Crime,2020,0,Movie,"Chris Roland, Maradona Dias Dos Santos",3.8,Chris Roland
 Crime,2020,1,Movie,Olivier Megaton,3.6,Olivier Megaton
 Crime,2020,0,Movie,A. Rajdeep,3.2,A. Rajdeep
 Crime,2021,0,Movie,J Blakeson,6.6,J Blakeson
 Crime,2021,0,Movie,Stanley Nelson,6.6,Stanley Nelson
 Documentary,2020,0,Movie,Marlene Melchior,6.7,Marlene Melchior
 Drama,1916,0,Series,Wilfred Noy,2.0,Wilfred Noy
 Drama,1921,0,Movie,Charles Chaplin,8.3,Charles Chaplin
 Drama,1921,0,Series,Allan Dwan,6.3,Allan Dwan
 Drama,1925,0,Movie,Charles Chaplin,8.2,Charles Chaplin
 Drama,1929,0,Series,Sidney Franklin,6.5,Sidney Franklin
 Drama,1931,0,Movie,Charles Chaplin,8.5,Charles Chaplin
 Drama,1931,0,Series,Sidney Franklin,6.8,Sidney Franklin
 Drama,1936,0,Movie,Charles Chaplin,8.5,Charles Chaplin
 Drama,1938,0,Movie,Gustaf Edgren,5.2,Gustaf Edgren
 Drama,1939,1,Series,John Farrow,7.1,John Farrow
 Drama,1941,0,Movie,Charles Chaplin,8.4,Charles Chaplin
 Drama,1942,0,Movie,Lewis Seiler,6.7,Lewis Seiler
 Drama,1943,0,Movie,Fred M. Wilcox,7.1,Fred M. Wilcox
 Drama,1947,0,Movie,Charles Chaplin,7.9,Charles Chaplin
 Drama,1949,0,Movie,Raffaello Matarazzo,6.9,Raffaello Matarazzo
 Drama,1951,0,Movie,Akira Kurosawa,8.2,Akira Kurosawa
 Drama,1951,0,Movie,"Mario Monicelli, Steno",7.7,Mario Monicelli
 Drama,1952,0,Series,Terence Fisher,6.1,Terence Fisher
 Drama,1953,0,Movie,Jean Negulesco,6.9,Jean Negulesco
 Drama,1953,0,Movie,Maurice Elvey,6.3,Maurice Elvey
 Drama,1955,0,Movie,Dino Risi,6.5,Dino Risi
 Drama,1957,0,Movie,Charles Chaplin,7.1,Charles Chaplin
 Drama,1957,0,Movie,Ishirô Honda,6.3,Ishirô Honda
 Drama,1959,0,Movie,François Truffaut,8.1,François Truffaut
 Drama,1959,0,Movie,Frank Capra,6.3,Frank Capra
 Drama,1961,0,Movie,Jean-Luc Godard,7.8,Jean-Luc Godard
 Drama,1961,0,Movie,Blake Edwards,7.6,Blake Edwards
 Drama,1961,0,Movie,J. Lee Thompson,7.5,J. Lee Thompson
 Drama,1962,0,Movie,David Lean,8.3,David Lean
 Drama,1962,0,Movie,Youssef Chahine,7.6,Youssef Chahine
 Drama,1962,0,Movie,François Truffaut,7.5,François Truffaut
 Drama,1962,0,Movie,Lekh Tandon,7.1,Lekh Tandon
 Drama,1962,0,Movie,J. Lee Thompson,6.4,J. Lee Thompson
 Drama,1963,0,Movie,John Sturges,8.2,John Sturges
 Drama,1964,0,Movie,Philippe de Broca,6.6,Philippe de Broca
 Drama,1966,0,Movie,Fred Zinnemann,7.7,Fred Zinnemann
 Drama,1966,0,Movie,Jirí Menzel,7.7,Jirí Menzel
 Drama,1967,0,Movie,Stuart Rosenberg,8.1,Stuart Rosenberg
 Drama,1967,0,Movie,Sergio Leone,8.0,Sergio Leone
 Drama,1967,0,Movie,Arthur Penn,7.8,Arthur Penn
 Drama,1967,0,Movie,Alfred Vohrer,6.2,Alfred Vohrer
 Drama,1968,0,Movie,Jacques Demy,7.7,Jacques Demy
 Drama,1968,0,Movie,Milos Forman,7.5,Milos Forman
 Drama,1968,0,Movie,William Wyler,7.4,William Wyler
 Drama,1968,0,Movie,Roy Ward Baker,7.0,Roy Ward Baker
 Drama,1969,0,Movie,Juraj Herz,8.1,Juraj Herz
 Drama,1969,0,Movie,François Truffaut,7.7,François Truffaut
 Drama,1969,0,Movie,Jean-Luc Godard,7.6,Jean-Luc Godard
 Drama,1969,0,Movie,Dennis Hopper,7.3,Dennis Hopper
 Drama,1969,0,Movie,Ivan Passer,7.3,Ivan Passer
 Drama,1969,0,Movie,Claude Lelouch,6.3,Claude Lelouch
 Drama,1972,0,Movie,Francis Ford Coppola,9.2,Francis Ford Coppola
 Drama,1972,0,Movie,Stanley Kubrick,8.3,Stanley Kubrick
 Drama,1972,0,Movie,John Boorman,7.7,John Boorman
 Drama,1972,0,Movie,Shun'ya Itô,7.3,Shun'ya Itô
 Drama,1973,0,Movie,Robert Clouse,7.7,Robert Clouse
 Drama,1973,0,Movie,Kinji Fukasaku,7.45,Kinji Fukasaku
 Drama,1973,0,Movie,George Lucas,7.4,George Lucas
 Drama,1973,0,Movie,Sam Peckinpah,7.3,Sam Peckinpah
 Drama,1973,0,Movie,Philippe Labro,6.4,Philippe Labro
 Drama,1974,0,Movie,Francis Ford Coppola,9.0,Francis Ford Coppola
 Drama,1974,0,Movie,Kinji Fukasaku,7.5,Kinji Fukasaku
 Drama,1974,0,Movie,Sidney Lumet,7.3,Sidney Lumet
 Drama,1974,0,Movie,Robert Aldrich,7.1,Robert Aldrich
 Drama,1974,0,Movie,John Guillermin,7.0,John Guillermin
 Drama,1974,0,Movie,Michael Winner,7.0,Michael Winner
 Drama,1974,0,Movie,Alain Resnais,6.6,Alain Resnais
 Drama,1975,0,Movie,Sidney Lumet,8.0,Sidney Lumet
 Drama,1975,0,Movie,Henri Verneuil,7.0,Henri Verneuil
 Drama,1976,0,Movie,Martin Scorsese,8.2,Martin Scorsese
 Drama,1976,0,Movie,Jirí Menzel,7.8,Jirí Menzel
 Drama,1976,0,Movie,Jun'ya Satô,7.0,Jun'ya Satô
 Drama,1976,0,Movie,Henri Verneuil,6.7,Henri Verneuil
 Drama,1977,0,Movie,Jun'ya Satô,6.7,Jun'ya Satô
 Drama,1977,0,Movie,"Jun Fukuda, Ishirô Honda",6.2,Jun Fukuda
 Drama,1977,0,Series,Ken Russell,6.1,Ken Russell
 Drama,1978,0,Movie,Chia-Liang Liu,7.7,Chia-Liang Liu
 Drama,1978,0,Movie,Alan Parker,7.6,Alan Parker
 Drama,1978,0,Movie,Yôji Yamada,7.4,Yôji Yamada
 Drama,1978,0,Movie,Richard Donner,7.3,Richard Donner
 Drama,1978,0,Movie,Cheh Chang,7.1,Cheh Chang
 Drama,1978,0,Movie,Burt Reynolds,6.2,Burt Reynolds
 Drama,1978,0,Series,James Burrows,5.8,James Burrows
 Drama,1978,0,Movie,Alo Sarkar,4.6,Alo Sarkar
 Drama,1979,0,Movie,Shôhei Imamura,7.8,Shôhei Imamura
 Drama,1979,0,Series,Alan Clarke,7.6,Alan Clarke
 Drama,1979,0,Movie,François Truffaut,7.1,François Truffaut
 Drama,1979,0,Movie,Georges Lautner,6.7,Georges Lautner
 Drama,1980,0,Movie,David Lynch,8.1,David Lynch
 Drama,1980,0,Movie,Alain Resnais,7.7,Alain Resnais
 Drama,1980,0,Movie,Kinji Fukasaku,6.2,Kinji Fukasaku
 Drama,1980,0,Movie,Randal Kleiser,5.8,Randal Kleiser
 Drama,1981,0,Movie,Bertrand Tavernier,7.5,Bertrand Tavernier
 Drama,1981,0,Movie,Georges Lautner,7.5,Georges Lautner
 Drama,1981,0,Movie,Rintaro,7.4,Rintaro
 Drama,1981,0,Movie,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",7.3,Yoshiyuki Tomino
 Drama,1981,0,Movie,Meng-Hua Ho,6.7,Meng-Hua Ho
 Drama,1982,0,Movie,Wolfgang Petersen,8.3,Wolfgang Petersen
 Drama,1982,0,Movie,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",7.7,Yoshiyuki Tomino
 Drama,1982,0,Movie,Cheh Chang,7.3,Cheh Chang
 Drama,1982,0,Movie,Chia-Liang Liu,6.9,Chia-Liang Liu
 Drama,1982,0,Movie,John Huston,6.6,John Huston
 Drama,1982,0,Movie,Mark L. Lester,6.6,Mark L. Lester
 Drama,1982,0,Movie,Chih-Hung Kuei,6.0,Chih-Hung Kuei
 Drama,1982,0,Movie,Patricia Birch,4.4,Patricia Birch
 Drama,1983,0,Movie,Brian De Palma,8.3,Brian De Palma
 Drama,1983,0,Movie,Richard Attenborough,8.0,Richard Attenborough
 Drama,1983,0,Series,Francis Ford Coppola,7.1,Francis Ford Coppola
 Drama,1983,0,Movie,Pedro Almodóvar,6.6,Pedro Almodóvar
 Drama,1983,0,Movie,Jacques Deray,6.4,Jacques Deray
 Drama,1983,0,Movie,John Badham,6.4,John Badham
 Drama,1983,0,Movie,Clarence Fok,5.3,Clarence Fok
 Drama,1984,0,Movie,Wolfgang Petersen,7.4,Wolfgang Petersen
 Drama,1984,0,Movie,John G. Avildsen,7.3,John G. Avildsen
 Drama,1984,0,Movie,Ramesh Talwar,7.2,Ramesh Talwar
 Drama,1984,0,Movie,Henri Verneuil,6.2,Henri Verneuil
 Drama,1984,0,Movie,Taylor Hackford,5.9,Taylor Hackford
 Drama,1984,0,Movie,Anthony Chan,5.4,Anthony Chan
 Drama,1984,0,Series,Ryan LeMasters,2.7,Ryan LeMasters
 Drama,1985,0,Movie,John Hughes,7.8,John Hughes
 Drama,1985,0,Movie,Lawrence Kasdan,7.2,Lawrence Kasdan
