Genre,Date,Original,SorM,Director,AvgRating,dir1
 Action,1972,0,Movie,"Ishirô Honda, Yoshimitsu Banno",6.1,Ishirô Honda
 Action,1980,0,Movie,Georges Lautner,6.1,Georges Lautner
 Action,1981,0,Movie,Rintaro,7.4,Rintaro
 Action,1981,0,Movie,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",7.3,Yoshiyuki Tomino
 Action,1982,0,Movie,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",7.7,Yoshiyuki Tomino
 Action,1983,0,Series,"Charles Swenson, John Korty",6.9,Charles Swenson
 Action,1988,0,Movie,Katsuhiro Ôtomo,8.0,Katsuhiro Ôtomo
 Action,1988,0,Movie,Yoshiyuki Tomino,7.4,Yoshiyuki Tomino
 Action,1989,0,Movie,Osamu Dezaki,6.6,Osamu Dezaki
 Action,1990,0,Movie,Kenji Kodama,7.1,Kenji Kodama
 Action,1991,0,Series,Toyoo Ashida,7.3,Toyoo Ashida
 Action,1991,0,Movie,Osamu Dezaki,6.5,Osamu Dezaki
 Action,1991,0,Movie,"Danny Lee, Lik-Chi Lee",6.4,Danny Lee
 Action,1992,0,Series,"Setsuo Takase, Yasunori Urata, Shigeto Makino, Yasuhiro Imagawa, Kazuyoshi Katayama",8.0,Setsuo Takase
 Action,1992,0,Movie,Osamu Dezaki,6.6,Osamu Dezaki
 Action,1993,0,Movie,"Boyd Kirkland, Kevin Altieri, Frank Paur, Eric Radomski, Bruce Timm, Dan Riba",7.8,Boyd Kirkland
 Action,1993,0,Movie,Tsutomu Shibayama,6.9,Tsutomu Shibayama
 Action,1993,0,Series,Mitsuru Hongo,6.6,Mitsuru Hongo
 Action,1994,0,Movie,Masaharu Okuwaki,6.8,Masaharu Okuwaki
 Action,1994,0,Movie,Yoshihiro Ueda,6.0,Yoshihiro Ueda
 Action,1995,0,Movie,Shigeyasu Yamauchi,7.7,Shigeyasu Yamauchi
 Action,1995,0,Movie,Osamu Dezaki,7.0,Osamu Dezaki
 Action,1996,0,Movie,Mamoru Oshii,8.0,Mamoru Oshii
 Action,1996,0,Movie,Tsutomu Shibayama,6.8,Tsutomu Shibayama
 Action,1997,0,Movie,Hayao Miyazaki,8.4,Hayao Miyazaki
 Action,1997,0,Movie,"Hiroyuki Yano, Toshiya Shinohara",7.2,Hiroyuki Yano
 Action,1998,0,Movie,Toshiya Shinohara,7.2,Toshiya Shinohara
 Action,1999,0,Series,Morio Asaka,8.2,Morio Asaka
 Action,1999,0,Movie,Brad Bird,8.0,Brad Bird
 Action,1999,0,Movie,Tsutomu Shibayama,6.3,Tsutomu Shibayama
 Action,2000,0,Movie,Hiroki Shibata,7.6,Hiroki Shibata
 Action,2000,0,Movie,Hideki Tonokatsu,7.2,Hideki Tonokatsu
 Action,2000,0,Movie,Atsuji Shimizu,6.7,Atsuji Shimizu
 Action,2001,0,Movie,Tsuji Hajiki,7.5,Tsuji Hajiki
 Action,2001,0,Movie,Jan Sverák,7.2,Jan Sverák
 Action,2001,0,Movie,Tsutomu Shibayama,6.8,Tsutomu Shibayama
 Action,2001,0,Movie,Mitsuo Hashimoto,6.7,Mitsuo Hashimoto
 Action,2001,0,Movie,"Bobby Farrelly, Peter Farrelly",6.3,Bobby Farrelly
 Action,2001,0,Movie,John A. Davis,6.0,John A. Davis
 Action,2002,0,Movie,"Kazuya Tsurumaki, Hideaki Anno",8.1,Kazuya Tsurumaki
 Action,2002,0,Movie,Daisuke Nishio,7.1,Daisuke Nishio
 Action,2002,0,Movie,Jeff Tremaine,6.6,Jeff Tremaine
 Action,2002,0,Movie,Atsuji Shimizu,6.5,Atsuji Shimizu
 Action,2003,0,Movie,"Hiroyuki Okiura, Yoshiyuki Takei, Shin'ichirô Watanabe, Tensai Okamura",7.9,Hiroyuki Okiura
 Action,2003,0,Movie,Minoru Ôhara,7.7,Minoru Ôhara
 Action,2003,0,Movie,Kônosuke Uda,7.3,Kônosuke Uda
 Action,2003,0,Movie,Kenji Kodama,7.1,Kenji Kodama
 Action,2003,0,Movie,Kitarô Kôsaka,7.0,Kitarô Kôsaka
 Action,2003,0,Movie,Katsuyuki Motohiro,5.8,Katsuyuki Motohiro
 Action,2004,0,Movie,Mamoru Oshii,7.5,Mamoru Oshii
 Action,2004,0,Movie,"Stephen Hillenburg, Mark Osborne",7.1,Stephen Hillenburg
 Action,2004,0,Movie,Kazuhisa Takenouchi,6.8,Kazuhisa Takenouchi
 Action,2004,0,Movie,Michael Keusch,4.8,Michael Keusch
 Action,2005,0,Movie,Toshiya Shinohara,7.3,Toshiya Shinohara
 Action,2005,0,Movie,Mamoru Hosoda,7.2,Mamoru Hosoda
 Action,2005,0,Movie,Katsuhiro Ôtomo,6.9,Katsuhiro Ôtomo
 Action,2005,0,Movie,"Setsuo Takase, Shin'ichi Watanabe",6.7,Setsuo Takase
 Action,2005,0,Movie,Yoshiyuki Tomino,6.6,Yoshiyuki Tomino
 Action,2006,0,Movie,Mitsuo Hashimoto,7.5,Mitsuo Hashimoto
 Action,2006,0,Movie,Toshiya Shinohara,7.5,Toshiya Shinohara
 Action,2006,0,Movie,Noriyuki Abe,7.2,Noriyuki Abe
 Action,2006,0,Movie,Jeff Tremaine,7.0,Jeff Tremaine
 Action,2006,0,Movie,Takahiro Imamura,6.8,Takahiro Imamura
 Action,2006,0,Movie,Yoshiyuki Tomino,6.7,Yoshiyuki Tomino
 Action,2006,0,Movie,Kônosuke Uda,6.6,Kônosuke Uda
 Action,2006,0,Movie,Hajime Kamegaki,6.5,Hajime Kamegaki
 Action,2007,0,Movie,"Asger Leth, Milos Loncarevic",7.1,Asger Leth
 Action,2007,0,Movie,Noriyuki Abe,7.1,Noriyuki Abe
 Action,2007,0,Movie,Takahiro Imamura,7.0,Takahiro Imamura
 Action,2007,0,Movie,Tensai Okamura,6.7,Tensai Okamura
 Action,2007,0,Movie,Hidehito Ueda,6.6,Hidehito Ueda
 Action,2007,0,Movie,Jeff Tremaine,6.4,Jeff Tremaine
 Action,2007,0,Movie,Robert Zemeckis,6.2,Robert Zemeckis
 Action,2008,0,Movie,"John Stevenson, Mark Osborne",7.5,John Stevenson
 Action,2008,0,Movie,Atsuji Shimizu,7.1,Atsuji Shimizu
 Action,2008,0,Movie,Kôbun Shizuno,7.0,Kôbun Shizuno
 Action,2008,0,Movie,Hirotsugu Kawasaki,6.6,Hirotsugu Kawasaki
 Action,2008,0,Movie,Tetsurô Amino,6.6,Tetsurô Amino
 Action,2008,0,Movie,Toshiyuki Tsuru,6.5,Toshiyuki Tsuru
 Action,2009,0,Series,Alon Gur Arye,7.7,Alon Gur Arye
 Action,2009,0,Movie,Munehisa Sakai,7.6,Munehisa Sakai
 Action,2009,0,Series,Kenji Kamiyama,7.0,Kenji Kamiyama
 Action,2009,0,Movie,Hajime Kamegaki,6.9,Hajime Kamegaki
 Action,2009,0,Movie,Tomoki Kyôda,6.4,Tomoki Kyôda
 Action,2009,0,Movie,David Bowers,6.3,David Bowers
 Action,2009,0,Series,David Bowers,6.3,David Bowers
 Action,2009,0,Movie,"Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste",6.1,Gabriel Riva Palacio Alatriste
 Action,2009,0,Movie,Mark A.Z. Dippé,4.2,Mark A.Z. Dippé
 Action,2010,0,Movie,"Dean DeBlois, Chris Sanders",8.1,Dean DeBlois
 Action,2010,0,Movie,Scott Varnado,7.8,Scott Varnado
 Action,2010,0,Movie,Tom McGrath,7.2,Tom McGrath
 Action,2010,0,Movie,Jeff Tremaine,7.0,Jeff Tremaine
 Action,2010,0,Movie,"Yuji Yamaguchi, Ken'ichi Takeshita",6.9,Yuji Yamaguchi
 Action,2010,0,Movie,Zack Snyder,6.9,Zack Snyder
 Action,2010,0,Movie,Sam Liu,6.8,Sam Liu
 Action,2010,0,Movie,Tim Johnson,6.8,Tim Johnson
 Action,2010,0,Movie,Tetsurô Amino,6.5,Tetsurô Amino
 Action,2010,0,Movie,Ken'ichi Takeshita,6.4,Ken'ichi Takeshita
 Action,2011,0,Movie,Yukiyo Teramoto,7.4,Yukiyo Teramoto
 Action,2011,0,Movie,Noriyuki Abe,7.3,Noriyuki Abe
 Action,2011,0,Movie,Steven Spielberg,7.3,Steven Spielberg
 Action,2011,0,Movie,Jennifer Yuh Nelson,7.2,Jennifer Yuh Nelson
 Action,2011,0,Movie,Hajime Kamegaki,7.0,Hajime Kamegaki
 Action,2011,0,Movie,Jeff Tremaine,6.7,Jeff Tremaine
 Action,2011,0,Movie,Chris Miller,6.6,Chris Miller
 Action,2011,0,Movie,Jesus Orellana,6.6,Jesus Orellana
 Action,2011,0,Movie,Sam Liu,6.3,Sam Liu
 Action,2012,0,Movie,Kenji Kamiyama,8.0,Kenji Kamiyama
 Action,2012,0,Movie,Tatsuya Nagamine,7.9,Tatsuya Nagamine
 Action,2012,0,Movie,Mark Neale,7.8,Mark Neale
 Action,2012,0,Series,Kazuhiro Furuhashi,7.8,Kazuhiro Furuhashi
 Action,2012,0,Movie,Toshiyuki Kubooka,7.699999999999999,Toshiyuki Kubooka
 Action,2012,0,Movie,Noriyuki Abe,7.4,Noriyuki Abe
 Action,2012,0,Movie,Peter Ramsey,7.3,Peter Ramsey
 Action,2012,0,Movie,Masahiko Murata,7.2,Masahiko Murata
 Action,2012,0,Movie,Masaya Fujimori,7.1,Masaya Fujimori
 Action,2012,0,Movie,Kazuya Murata,7.0,Kazuya Murata
 Action,2012,0,Movie,Arnab Chaudhuri,6.8,Arnab Chaudhuri
 Action,2012,0,Movie,"Jeremy Rawle, Gregg Godfrey",6.7,Jeremy Rawle
 Action,2012,0,Movie,Kôzô Kusuba,6.7,Kôzô Kusuba
 Action,2012,0,Movie,Naoyoshi Shiotani,6.1,Naoyoshi Shiotani
 Action,2013,0,Movie,Yôichi Fujita,8.3,Yôichi Fujita
 Action,2013,0,Movie,Toshiyuki Kubooka,7.9,Toshiyuki Kubooka
 Action,2013,0,Movie,"Atsushi Takeuchi, Kazuchika Kise",7.3,Atsushi Takeuchi
 Action,2013,0,Movie,"Masahiko Murata, Kazuchika Kise",7.2,Masahiko Murata
 Action,2013,0,Series,"Masahiko Murata, Kazuchika Kise",7.2,Masahiko Murata
 Action,2013,0,Movie,Masahiko Murata,7.0,Masahiko Murata
 Action,2013,0,Movie,Noriaki Akitaya,6.8,Noriaki Akitaya
 Action,2013,0,Movie,Yukiyo Teramoto,6.8,Yukiyo Teramoto
 Action,2013,0,Movie,Tomohiko Itô,6.3,Tomohiko Itô
 Action,2013,0,Movie,Richard Rich,5.1,Richard Rich
 Action,2014,0,Movie,Dean DeBlois,7.8,Dean DeBlois
 Action,2014,0,Movie,"Christopher Miller, Phil Lord",7.7,Christopher Miller
 Action,2014,0,Movie,Hayato Date,7.7,Hayato Date
 Action,2014,0,Movie,Tetsurô Araki,7.5,Tetsurô Araki
 Action,2014,0,Movie,Masamitsu Hidaka,7.4,Masamitsu Hidaka
 Action,2014,0,Movie,Masahiko Murata,7.3,Masahiko Murata
 Action,2014,0,Movie,Masahiro Hosoda,7.2,Masahiro Hosoda
 Action,2014,0,Movie,Shingo Suzuki,7.1,Shingo Suzuki
 Action,2014,0,Series,Kôbun Shizuno,6.8,Kôbun Shizuno
 Action,2014,0,Movie,Seiji Mizushima,6.7,Seiji Mizushima
 Action,2014,0,Movie,Rick Morales,6.6,Rick Morales
 Action,2014,0,Movie,"Shinji Ushiro, Mark Risley, Shigeharu Takahashi",5.5,Shinji Ushiro
 Action,2014,0,Movie,Joe Pearson,5.4,Joe Pearson
 Action,2014,0,Movie,Kei'ichi Sato,5.4,Kei'ichi Sato
 Action,2015,0,Movie,Tetsurô Araki,7.8,Tetsurô Araki
 Action,2015,0,Movie,Mamoru Hosoda,7.7,Mamoru Hosoda
 Action,2015,0,Movie,Tsuneo Kobayashi,7.6,Tsuneo Kobayashi
 Action,2015,0,Movie,Keitarô Motonaga,7.5,Keitarô Motonaga
 Action,2015,0,Movie,Soichi Shimada,7.4,Soichi Shimada
 Action,2015,0,Movie,Tadayoshi Yamamuro,7.3,Tadayoshi Yamamuro
 Action,2015,0,Movie,"Kazuya Nomura, Kazuchika Kise",6.7,Kazuya Nomura
 Action,2015,0,Movie,Yoshihiro Osugi,6.5,Yoshihiro Osugi
 Action,2015,0,Movie,"Becky Bristow, Jerry Hibbert",6.4,Becky Bristow
 Action,2015,0,Movie,Fumie Arakawa,6.3,Fumie Arakawa
 Action,2015,0,Movie,Cory Strassburger,6.2,Cory Strassburger
 Action,2015,0,Movie,Rob Silvestri,6.2,Rob Silvestri
 Action,2015,0,Series,Jun Kawagoe,6.1,Jun Kawagoe
 Action,2015,0,Movie,"Mike Mitchell, Paul Tibbitt",6.0,Mike Mitchell
 Action,2015,0,Movie,"Tomohiro Kawamura, Yoshihiro Komori",5.2,Tomohiro Kawamura
 Action,2015,0,Movie,"Mitch Schauer, Eric Radomski",5.1,Mitch Schauer
 Action,2015,0,Movie,Minka Farthing-Kohl,5.0,Minka Farthing-Kohl
 Action,2016,0,Movie,Keitarô Motonaga,7.9,Keitarô Motonaga
 Action,2016,0,Movie,Travis Knight,7.8,Travis Knight
 Action,2016,0,Movie,"Tatsuya Oishi, Akiyuki Shinbo",7.5,Tatsuya Oishi
 Action,2016,0,Movie,Tsutomu Mizushima,7.4,Tsutomu Mizushima
 Action,2016,0,Movie,Nizam Razak,7.2,Nizam Razak
 Action,2016,0,Movie,"Jennifer Yuh Nelson, Alessandro Carloni",7.1,Jennifer Yuh Nelson
 Action,2016,0,Movie,Rodolphe Guenoden,7.1,Rodolphe Guenoden
 Action,2016,0,Movie,"Yasushi Kawamura, Kei'ichi Sato",7.1,Yasushi Kawamura
 Action,2016,0,Movie,Takeshi Nozue,6.8,Takeshi Nozue
 Action,2016,0,Movie,Tian Xiao Peng,6.8,Tian Xiao Peng
 Action,2016,0,Movie,Sam Liu,6.4,Sam Liu
 Action,2016,0,Series,Kenji Kamiyama,6.4,Kenji Kamiyama
 Action,2016,0,Movie,"Clay Kaytis, Fergal Reilly",6.3,Clay Kaytis
 Action,2016,0,Movie,Sang-ho Yeon,6.1,Sang-ho Yeon
 Action,2016,0,Movie,"Jericca Cleland, Kevin Munroe",5.6,Jericca Cleland
 Action,2016,0,Movie,"Mitch Schauer, Eric Radomski",5.5,Mitch Schauer
 Action,2017,0,Series,Oh Jin-Koo,8.6,Oh Jin-Koo
 Action,2017,0,Movie,"Tatsuya Oishi, Akiyuki Shinbo",8.0,Tatsuya Oishi
 Action,2017,0,Movie,"Hiroyuki Yamashita, Toshiyuki Tsuru",7.9,Hiroyuki Yamashita
 Action,2017,0,Movie,Tomohiko Itô,7.4,Tomohiko Itô
 Action,2017,0,Movie,Tomonori Sudô,7.4,Tomonori Sudô
 Action,2017,0,Series,Tsutomu Mizushima,7.3,Tsutomu Mizushima
 Action,2017,0,Movie,Chris McKay,7.3,Chris McKay
 Action,2017,0,Movie,Keitarô Motonaga,7.2,Keitarô Motonaga
 Action,2017,0,Movie,Hiroaki Miyamoto,7.2,Hiroaki Miyamoto
 Action,2017,0,Movie,Harry Chaskin,7.2,Harry Chaskin
 Action,2017,0,Movie,Tatsuma Minamikawa,7.1,Tatsuma Minamikawa
 Action,2017,0,Series,Kazuya Tsurumaki,7.0,Kazuya Tsurumaki
 Action,2017,0,Movie,Kôichi Chigira,6.9,Kôichi Chigira
 Action,2017,0,Movie,Nobuhiro Mouri,6.9,Nobuhiro Mouri
 Action,2017,0,Movie,Risako Yoshida,6.9,Risako Yoshida
 Action,2017,0,Movie,Kunihiko Yuyama,6.3,Kunihiko Yuyama
 Action,2017,0,Movie,Takanori Tsujimoto,6.3,Takanori Tsujimoto
 Action,2017,0,Movie,David Soren,6.2,David Soren
 Action,2017,0,Movie,Michael D. Black,6.0,Michael D. Black
 Action,2017,0,Movie,"Charlie Bean, Bob Logan, Paul Fisher",6.0,Charlie Bean
 Action,2017,0,Movie,"Hisatoshi Shimizu, Tomoki Kyôda",6.0,Hisatoshi Shimizu
 Action,2017,0,Movie,Seiji Kishi,5.6,Seiji Kishi
 Action,2017,0,Movie,"Johnny Castuciano, Roy Burdine",5.3,Johnny Castuciano
 Action,2017,0,Movie,Aaron Woodley,4.5,Aaron Woodley
 Action,2018,0,Movie,"Peter Ramsey, Bob Persichetti, Rodney Rothman",8.4,Peter Ramsey
 Action,2018,0,Movie,Masashi Koizuka,8.1,Masashi Koizuka
 Action,2018,0,Movie,Tomoki Kyôda,7.6,Tomoki Kyôda
 Action,2018,0,Movie,Kenji Nagasaki,7.5,Kenji Nagasaki
 Action,2018,0,Movie,"Noriyuki Abe, Yasuto Nishikata",7.1,Noriyuki Abe
 Action,2018,0,Movie,Isamu Hirabayashi,6.9,Isamu Hirabayashi
 Action,2018,0,Movie,"Peter Rida Michail, Aaron Horvath",6.8,Peter Rida Michail
 Action,2018,0,Movie,"Guillaume Renard, Shôjirô Nishimi",6.7,Guillaume Renard
 Action,2018,0,Movie,"Joe Ksander, Ricardo Curtis, Kevin R. Adams",6.6,Joe Ksander
 Action,2018,0,Movie,Tom Whitworth,6.6,Tom Whitworth
 Action,2018,0,Series,"Hiroyuki Seshita, Kôbun Shizuno",6.0,Hiroyuki Seshita
 Action,2018,0,Movie,Bryn Evans,6.0,Bryn Evans
 Action,2018,0,Movie,Joon-Hyeong Heo,6.0,Joon-Hyeong Heo
 Action,2018,0,Movie,Junji Shimizu,5.9,Junji Shimizu
 Action,2018,0,Series,"Kiyotaka Suzuki, Katsuyuki Motohiro, Yutaka Uemura",5.9,Kiyotaka Suzuki
 Action,2018,0,Movie,"Hiroyuki Seshita, Kôbun Shizuno",5.8,Hiroyuki Seshita
 Action,2018,0,Movie,Michael D. Black,5.7,Michael D. Black
 Action,2018,0,Movie,Junpei Mizusaki,5.6,Junpei Mizusaki
 Action,2019,0,Movie,Muhammad Usamah Zaid,8.6,Muhammad Usamah Zaid
 Action,2019,0,Movie,Tomonori Sudô,8.0,Tomonori Sudô
 Action,2019,0,Movie,Tatsuya Nagamine,7.9,Tatsuya Nagamine
 Action,2019,0,Series,Shunsuke Tada,7.6,Shunsuke Tada
 Action,2019,0,Movie,Yutaka Uemura,7.6,Yutaka Uemura
 Action,2019,0,Movie,Milorad Krstic,7.5,Milorad Krstic
 Action,2019,0,Movie,Yu Yang,7.5,Yu Yang
 Action,2019,1,Movie,"Young Kyun Park, Hae Young Jung, Jhonen Vasquez",7.5,Young Kyun Park
 Action,2019,0,Movie,Dean DeBlois,7.5,Dean DeBlois
 Action,2019,0,Movie,Gorô Taniguchi,7.4,Gorô Taniguchi
 Action,2019,0,Movie,Hiroyuki Imaishi,7.1,Hiroyuki Imaishi
 Action,2019,0,Movie,Kazuya Kamihoriuchi,7.0,Kazuya Kamihoriuchi
 Action,2019,0,Movie,"Joe Murray, Cosmo Segurson",7.0,Joe Murray
 Action,2019,0,Movie,Katsushi Sakurabi,6.8,Katsushi Sakurabi
 Action,2019,0,Movie,Nizam Razak,6.8,Nizam Razak
 Action,2019,0,Series,Tetsurô Araki,6.7,Tetsurô Araki
 Action,2019,0,Movie,Mike Mitchell,6.6,Mike Mitchell
 Action,2019,0,Series,Naoyoshi Shiotani,6.6,Naoyoshi Shiotani
 Action,2019,0,Movie,Cecilia Aranovich,6.5,Cecilia Aranovich
 Action,2019,0,Movie,Sam Liu,6.5,Sam Liu
 Action,2019,0,Movie,Kenji Kodama,6.5,Kenji Kodama
 Action,2019,0,Movie,"Andrew Duncan, Ken Cunningham",6.4,Andrew Duncan
 Action,2019,0,Movie,"Kazuya Nomura, Keisuke Shinohara",6.2,Kazuya Nomura
 Action,2019,0,Movie,Yoshiyuki Momose,6.1,Yoshiyuki Momose
 Action,2019,0,Movie,Matt Peters,6.1,Matt Peters
 Action,2019,0,Movie,"Sam Liu, Justin Copeland",5.9,Sam Liu
 Action,2019,0,Series,"Binayak Das, Rajiv Chilaka",5.3,Binayak Das
 Action,2019,0,Movie,"Hiroyuki Seshita, Kôbun Shizuno",5.0,Hiroyuki Seshita
 Action,2019,0,Series,Tomasz Baginski,4.5,Tomasz Baginski
 Action,2020,0,Movie,Kenji Nagasaki,7.9,Kenji Nagasaki
 Action,2020,0,Movie,"Matt Peters, Christina Sotta",7.8,Matt Peters
 Action,2020,0,Movie,Luke Lorentzen,7.4,Luke Lorentzen
 Action,2020,0,Movie,"Mike West, Jos Humphrey, Kenny Park",7.0,Mike West
 Action,2020,0,Movie,Todd Grimes,6.5,Todd Grimes
 Action,2020,0,Movie,"Yoshiyuki Okada, Takeru Nakajima",6.5,Yoshiyuki Okada
 Action,2020,0,Movie,Sam Liu,6.4,Sam Liu
 Action,2020,0,Movie,Prakash Satam,6.2,Prakash Satam
 Action,2020,0,Movie,"Kunihiko Yuyama, Tetsuo Yajima, Motonori Sakakibara",5.7,Kunihiko Yuyama
 Action,2020,0,Movie,Akira Saitou,4.7,Akira Saitou
 Adventure,1949,0,Series,David MacDonald,5.8,David MacDonald
 Adventure,1958,0,Movie,Karel Zeman,7.5,Karel Zeman
 Adventure,1961,0,Movie,J. Lee Thompson,7.5,J. Lee Thompson
 Adventure,1963,0,Movie,Don Chaffey,7.3,Don Chaffey
 Adventure,1964,0,Movie,Philippe de Broca,6.6,Philippe de Broca
 Adventure,1965,0,Movie,Blake Edwards,7.3,Blake Edwards
 Adventure,1965,0,Movie,Harald Reinl,6.9,Harald Reinl
 Adventure,1965,0,Movie,Ishirô Honda,6.7,Ishirô Honda
 Adventure,1966,0,Movie,Richard Brooks,7.3,Richard Brooks
 Adventure,1966,0,Movie,Harald Reinl,6.6,Harald Reinl
 Adventure,1967,0,Movie,Robert Aldrich,7.7,Robert Aldrich
 Adventure,1967,0,Movie,Jun Fukuda,5.3,Jun Fukuda
 Adventure,1970,0,Series,"Jack Woods, Dennis Muren, Mark Thomas McGee",5.4,Jack Woods
 Adventure,1971,0,Movie,"Kengo Furusawa, Jun Fukuda, Ishirô Honda",3.9,Kengo Furusawa
 Adventure,1972,0,Movie,"Ishirô Honda, Yoshimitsu Banno",6.1,Ishirô Honda
 Adventure,1973,0,Movie,Václav Vorlícek,7.8,Václav Vorlícek
 Adventure,1973,0,Movie,Harald Philipp,5.8,Harald Philipp
 Adventure,1976,0,Movie,"Pierre Watrin, Henri Gruel, Albert Uderzo, René Goscinny",7.7,Pierre Watrin
 Adventure,1976,0,Movie,"Jun Fukuda, Ishirô Honda, Yoshimitsu Banno",4.8,Jun Fukuda
 Adventure,1977,0,Movie,"Jun Fukuda, Ishirô Honda",6.2,Jun Fukuda
 Adventure,1977,0,Movie,"Jun Fukuda, Ishirô Honda, Yoshimitsu Banno, Shûe Matsubayashi",5.7,Jun Fukuda
 Adventure,1978,0,Movie,Chia-Liang Liu,7.7,Chia-Liang Liu
 Adventure,1978,0,Movie,Richard Donner,7.3,Richard Donner
 Adventure,1978,0,Movie,"Kang Cheng, Shan Hua",6.4,Kang Cheng
 Adventure,1979,0,Movie,Hayao Miyazaki,7.7,Hayao Miyazaki
 Adventure,1979,0,Series,Hayao Miyazaki,7.7,Hayao Miyazaki
 Adventure,1980,0,Movie,John Landis,7.9,John Landis
 Adventure,1980,0,Movie,George Miller,6.9,George Miller
 Adventure,1980,0,Movie,"Umesh Mehra, Latif Faiziyev",6.2,Umesh Mehra
 Adventure,1981,0,Movie,Steven Spielberg,8.4,Steven Spielberg
 Adventure,1981,0,Movie,Rintaro,7.4,Rintaro
 Adventure,1981,0,Movie,Desmond Davis,6.9,Desmond Davis
 Adventure,1981,0,Movie,Hideo Nishimaki,6.8,Hideo Nishimaki
 Adventure,1981,0,Movie,"John Bruno, Jack Stokes, Paul Sabella, Gerald Potterton, Jimmy T. Murakami, Julian Harris, Harold Whitaker, Barrie Nelson, John Halas, Pino Van Lamsweerde",6.7,John Bruno
 Adventure,1981,0,Movie,Bruce D. Clark,5.1,Bruce D. Clark
 Adventure,1982,0,Movie,George Miller,7.6,George Miller
 Adventure,1982,0,Movie,Hideo Nishimaki,6.8,Hideo Nishimaki
 Adventure,1983,0,Movie,Tsutomu Shibayama,6.9,Tsutomu Shibayama
 Adventure,1983,0,Series,"Charles Swenson, John Korty",6.9,Charles Swenson
 Adventure,1984,0,Movie,Hayao Miyazaki,8.0,Hayao Miyazaki
 Adventure,1984,0,Movie,Steven Spielberg,7.6,Steven Spielberg
 Adventure,1984,0,Movie,David Lynch,6.5,David Lynch
 Adventure,1984,0,Movie,Taylor Hackford,5.9,Taylor Hackford
 Adventure,1985,0,Movie,Tsutomu Shibayama,7.0,Tsutomu Shibayama
 Adventure,1985,0,Movie,Lewis Teague,6.2,Lewis Teague
 Adventure,1986,0,Movie,James Cameron,8.3,James Cameron
 Adventure,1986,0,Series,James Cameron,8.3,James Cameron
 Adventure,1986,0,Movie,John Carpenter,7.3,John Carpenter
 Adventure,1986,0,Movie,Peter Faiman,6.6,Peter Faiman
 Adventure,1986,0,Movie,Michael Ritchie,6.0,Michael Ritchie
 Adventure,1987,0,Movie,Hayao Miyazaki,8.1,Hayao Miyazaki
 Adventure,1987,0,Movie,John McTiernan,7.8,John McTiernan
 Adventure,1987,0,Movie,"Eric Tsang, Jackie Chan",7.1,Eric Tsang
 Adventure,1987,0,Movie,Ringo Lam,7.1,Ringo Lam
 Adventure,1987,0,Movie,Tsutomu Shibayama,6.7,Tsutomu Shibayama
 Adventure,1987,0,Movie,Sidney J. Furie,3.7,Sidney J. Furie
 Adventure,1988,0,Movie,John Cornell,5.7,John Cornell
 Adventure,1989,0,Movie,Steven Spielberg,8.2,Steven Spielberg
 Adventure,1989,0,Movie,Tim Burton,7.5,Tim Burton
 Adventure,1989,0,Movie,Tsutomu Shibayama,6.8,Tsutomu Shibayama
 Adventure,1989,0,Movie,Osamu Dezaki,6.6,Osamu Dezaki
 Adventure,1990,0,Movie,Hayao Miyazaki,7.8,Hayao Miyazaki
 Adventure,1990,0,Movie,John McTiernan,7.6,John McTiernan
 Adventure,1990,0,Movie,Simon Wincer,6.9,Simon Wincer
 Adventure,1990,0,Movie,Steve Barron,6.8,Steve Barron
 Adventure,1990,0,Movie,Tsutomu Shibayama,6.7,Tsutomu Shibayama
 Adventure,1991,0,Movie,Hayao Miyazaki,8.0,Hayao Miyazaki
 Adventure,1991,0,Movie,Hark Tsui,7.3,Hark Tsui
 Adventure,1991,0,Movie,Tsutomu Shibayama,7.0,Tsutomu Shibayama
 Adventure,1991,0,Movie,"Katsumune Ishida, Kazuki Ohmori, Koji Hashimoto",6.6,Katsumune Ishida
 Adventure,1991,0,Movie,Osamu Dezaki,6.5,Osamu Dezaki
 Adventure,1991,0,Movie,Michael Pressman,6.1,Michael Pressman
 Adventure,1991,0,Movie,Michael Lehmann,5.8,Michael Lehmann
 Adventure,1992,0,Movie,Tsutomu Shibayama,6.9,Tsutomu Shibayama
 Adventure,1992,0,Movie,Osamu Dezaki,6.6,Osamu Dezaki
 Adventure,1993,0,Movie,Steven Spielberg,8.1,Steven Spielberg
 Adventure,1993,0,Movie,Hark Tsui,7.1,Hark Tsui
 Adventure,1993,0,Movie,Tsutomu Shibayama,6.9,Tsutomu Shibayama
 Adventure,1993,0,Movie,"Kazuki Ohmori, Takao Okawara",6.6,Kazuki Ohmori
 Adventure,1993,0,Series,Mitsuru Hongo,6.6,Mitsuru Hongo
 Adventure,1993,0,Movie,John McTiernan,6.4,John McTiernan
 Adventure,1993,0,Movie,Phil Roman,5.4,Phil Roman
 Adventure,1993,0,Movie,Stuart Gillard,4.8,Stuart Gillard
 Adventure,1994,0,Movie,Hayao Miyazaki,7.7,Hayao Miyazaki
 Adventure,1994,0,Movie,Tsutomu Shibayama,7.1,Tsutomu Shibayama
