Genre,Date,X,Y
 Action,1991,Toyoo Ashida,7.3
 Action,1991,Osamu Dezaki,6.5
 Action,1991, Lik-Chi Lee,6.4
 Action,1991,Danny Lee,6.4
 Action,1992, Kazuyoshi Katayama,8.0
 Action,1992, Shigeto Makino,8.0
 Action,1992, Yasuhiro Imagawa,8.0
 Action,1992, Yasunori Urata,8.0
 Action,1992,Setsuo Takase,8.0
 Action,1992,Osamu Dezaki,6.6
 Action,1993, Bruce Timm,7.8
 Action,1993, Dan Riba,7.8
 Action,1993, Eric Radomski,7.8
 Action,1993, Frank Paur,7.8
 Action,1993, Kevin Altieri,7.8
 Action,1993,Boyd Kirkland,7.8
 Action,1993,Tsutomu Shibayama,6.9
 Action,1993,Mitsuru Hongo,6.6
 Action,1994,Masaharu Okuwaki,6.8
 Action,1994,Yoshihiro Ueda,6.0
 Action,1995,Shigeyasu Yamauchi,7.7
 Action,1995,Osamu Dezaki,7.0
 Action,1996,Mamoru Oshii,8.0
 Action,1996,Tsutomu Shibayama,6.8
 Action,1997,Hayao Miyazaki,8.4
 Action,1997, Toshiya Shinohara,7.2
 Action,1997,Hiroyuki Yano,7.2
 Action,1998,Toshiya Shinohara,7.2
 Action,1999,Morio Asaka,8.2
 Action,1999,Brad Bird,8.0
 Action,1999,Tsutomu Shibayama,6.3
 Action,2000,Hiroki Shibata,7.6
 Action,2000,Hideki Tonokatsu,7.2
 Action,2000,Atsuji Shimizu,6.7
 Action,2001,Tsuji Hajiki,7.5
 Action,2001,Jan Sverák,7.2
 Action,2001,Tsutomu Shibayama,6.8
 Action,2001,Mitsuo Hashimoto,6.7
 Action,2001, Peter Farrelly,6.3
 Action,2001,Bobby Farrelly,6.3
 Action,2001,John A. Davis,6.0
 Action,2002, Hideaki Anno,8.1
 Action,2002,Kazuya Tsurumaki,8.1
 Action,2002,Daisuke Nishio,7.1
 Action,2002,Jeff Tremaine,6.6
 Action,2002,Atsuji Shimizu,6.5
 Action,2003, Shin'ichirô Watanabe,7.9
 Action,2003, Tensai Okamura,7.9
 Action,2003, Yoshiyuki Takei,7.9
 Action,2003,Hiroyuki Okiura,7.9
 Action,2003,Minoru Ôhara,7.7
 Action,2003,Kônosuke Uda,7.3
 Action,2003,Kenji Kodama,7.1
 Action,2003,Kitarô Kôsaka,7.0
 Action,2003,Katsuyuki Motohiro,5.8
 Action,2004,Mamoru Oshii,7.5
 Action,2004, Mark Osborne,7.1
 Action,2004,Stephen Hillenburg,7.1
 Action,2004,Kazuhisa Takenouchi,6.8
 Action,2004,Michael Keusch,4.8
 Action,2005,Toshiya Shinohara,7.3
 Action,2005,Mamoru Hosoda,7.2
 Action,2005,Katsuhiro Ôtomo,6.9
 Action,2005, Shin'ichi Watanabe,6.7
 Action,2005,Setsuo Takase,6.7
 Action,2005,Yoshiyuki Tomino,6.6
 Action,2006,Mitsuo Hashimoto,7.5
 Action,2006,Toshiya Shinohara,7.5
 Action,2006,Noriyuki Abe,7.2
 Action,2006,Jeff Tremaine,7.0
 Action,2006,Takahiro Imamura,6.8
 Action,2006,Yoshiyuki Tomino,6.7
 Action,2006,Kônosuke Uda,6.6
 Action,2006,Hajime Kamegaki,6.5
 Action,2007, Milos Loncarevic,7.1
 Action,2007,Asger Leth,7.1
 Action,2007,Noriyuki Abe,7.1
 Action,2007,Takahiro Imamura,7.0
 Action,2007,Tensai Okamura,6.7
 Action,2007,Hidehito Ueda,6.6
 Action,2007,Jeff Tremaine,6.4
 Action,2007,Robert Zemeckis,6.2
 Action,2008, Mark Osborne,7.5
 Action,2008,John Stevenson,7.5
 Action,2008,Atsuji Shimizu,7.1
 Action,2008,Kôbun Shizuno,7.0
 Action,2008,Hirotsugu Kawasaki,6.6
 Action,2008,Tetsurô Amino,6.6
 Action,2008,Toshiyuki Tsuru,6.5
 Action,2009,Alon Gur Arye,7.7
 Action,2009,Munehisa Sakai,7.6
 Action,2009,Kenji Kamiyama,7.0
 Action,2009,Hajime Kamegaki,6.9
 Action,2009,Tomoki Kyôda,6.4
 Action,2009,David Bowers,6.3
 Action,2009, Rodolfo Riva Palacio Alatriste,6.1
 Action,2009,Gabriel Riva Palacio Alatriste,6.1
 Action,2009,Mark A.Z. Dippé,4.2
 Action,2010, Chris Sanders,8.1
 Action,2010,Dean DeBlois,8.1
 Action,2010,Scott Varnado,7.8
 Action,2010,Tom McGrath,7.2
 Action,2010,Jeff Tremaine,7.0
 Action,2010, Ken'ichi Takeshita,6.9
 Action,2010,Yuji Yamaguchi,6.9
 Action,2010,Zack Snyder,6.9
 Action,2010,Sam Liu,6.8
 Action,2010,Tim Johnson,6.8
 Action,2010,Tetsurô Amino,6.5
 Action,2010,Ken'ichi Takeshita,6.4
 Action,2011,Yukiyo Teramoto,7.4
 Action,2011,Noriyuki Abe,7.3
 Action,2011,Steven Spielberg,7.3
 Action,2011,Jennifer Yuh Nelson,7.2
 Action,2011,Hajime Kamegaki,7.0
 Action,2011,Jeff Tremaine,6.7
 Action,2011,Chris Miller,6.6
 Action,2011,Jesus Orellana,6.6
 Action,2011,Sam Liu,6.3
 Action,2012,Kenji Kamiyama,8.0
 Action,2012,Tatsuya Nagamine,7.9
 Action,2012,Kazuhiro Furuhashi,7.8
 Action,2012,Mark Neale,7.8
 Action,2012,Toshiyuki Kubooka,7.699999999999999
 Action,2012,Noriyuki Abe,7.4
 Action,2012,Peter Ramsey,7.3
 Action,2012,Masahiko Murata,7.2
 Action,2012,Masaya Fujimori,7.1
 Action,2012,Kazuya Murata,7.0
 Action,2012,Arnab Chaudhuri,6.8
 Action,2012, Gregg Godfrey,6.7
 Action,2012,Jeremy Rawle,6.7
 Action,2012,Kôzô Kusuba,6.7
 Action,2012,Naoyoshi Shiotani,6.1
 Action,2013,Yôichi Fujita,8.3
 Action,2013,Toshiyuki Kubooka,7.9
 Action,2013,Atsushi Takeuchi,7.3
 Action,2013, Kazuchika Kise,7.233333333333334
 Action,2013,Masahiko Murata,7.159999999999999
 Action,2013,Noriaki Akitaya,6.8
 Action,2013,Yukiyo Teramoto,6.8
 Action,2013,Tomohiko Itô,6.3
 Action,2013,Richard Rich,5.1
 Action,2014,Dean DeBlois,7.8
 Action,2014,Christopher Miller,7.7
 Action,2014,Hayato Date,7.7
 Action,2014, Phil Lord,7.7
 Action,2014,Tetsurô Araki,7.5
 Action,2014,Masamitsu Hidaka,7.4
 Action,2014,Masahiko Murata,7.3
 Action,2014,Masahiro Hosoda,7.2
 Action,2014,Shingo Suzuki,7.1
 Action,2014,Kôbun Shizuno,6.8
 Action,2014,Seiji Mizushima,6.7
 Action,2014,Rick Morales,6.6
 Action,2014, Shigeharu Takahashi,5.5
 Action,2014,Shinji Ushiro,5.5
 Action,2014, Mark Risley,5.5
 Action,2014,Kei'ichi Sato,5.4
 Action,2014,Joe Pearson,5.4
 Action,2015,Tetsurô Araki,7.8
 Action,2015,Mamoru Hosoda,7.7
 Action,2015,Tsuneo Kobayashi,7.6
 Action,2015,Keitarô Motonaga,7.5
 Action,2015,Soichi Shimada,7.4
 Action,2015,Tadayoshi Yamamuro,7.3
 Action,2015,Kazuya Nomura,6.7
 Action,2015, Kazuchika Kise,6.7
 Action,2015,Yoshihiro Osugi,6.5
 Action,2015, Jerry Hibbert,6.4
 Action,2015,Becky Bristow,6.4
 Action,2015,Fumie Arakawa,6.3
 Action,2015,Rob Silvestri,6.2
 Action,2015,Cory Strassburger,6.2
 Action,2015,Jun Kawagoe,6.1
 Action,2015,Mike Mitchell,6.0
 Action,2015, Paul Tibbitt,6.0
 Action,2015, Yoshihiro Komori,5.2
 Action,2015,Tomohiro Kawamura,5.2
 Action,2015,Mitch Schauer,5.1
 Action,2015, Eric Radomski,5.1
 Action,2015,Minka Farthing-Kohl,5.0
 Action,2016,Keitarô Motonaga,7.9
 Action,2016,Travis Knight,7.8
 Action,2016, Akiyuki Shinbo,7.5
 Action,2016,Tatsuya Oishi,7.5
 Action,2016,Tsutomu Mizushima,7.4
 Action,2016,Nizam Razak,7.2
 Action,2016,Rodolphe Guenoden,7.1
 Action,2016, Alessandro Carloni,7.1
 Action,2016,Yasushi Kawamura,7.1
 Action,2016,Jennifer Yuh Nelson,7.1
 Action,2016, Kei'ichi Sato,7.1
 Action,2016,Takeshi Nozue,6.8
 Action,2016,Tian Xiao Peng,6.8
 Action,2016,Kenji Kamiyama,6.4
 Action,2016,Sam Liu,6.4
 Action,2016,Clay Kaytis,6.3
 Action,2016, Fergal Reilly,6.3
 Action,2016,Sang-ho Yeon,6.1
 Action,2016,Jericca Cleland,5.6
 Action,2016, Kevin Munroe,5.6
 Action,2016, Eric Radomski,5.5
 Action,2016,Mitch Schauer,5.5
 Action,2017,Oh Jin-Koo,8.6
 Action,2017, Akiyuki Shinbo,8.0
 Action,2017,Tatsuya Oishi,8.0
 Action,2017, Toshiyuki Tsuru,7.9
 Action,2017,Hiroyuki Yamashita,7.9
 Action,2017,Tomonori Sudô,7.4
 Action,2017,Tomohiko Itô,7.4
 Action,2017,Chris McKay,7.3
 Action,2017,Tsutomu Mizushima,7.3
 Action,2017,Harry Chaskin,7.2
 Action,2017,Hiroaki Miyamoto,7.2
 Action,2017,Keitarô Motonaga,7.2
 Action,2017,Tatsuma Minamikawa,7.1
 Action,2017,Kazuya Tsurumaki,7.0
 Action,2017,Risako Yoshida,6.9
 Action,2017,Nobuhiro Mouri,6.9
 Action,2017,Kôichi Chigira,6.9
 Action,2017,Takanori Tsujimoto,6.3
 Action,2017,Kunihiko Yuyama,6.3
 Action,2017,David Soren,6.2
 Action,2017, Bob Logan,6.0
 Action,2017,Hisatoshi Shimizu,6.0
 Action,2017,Charlie Bean,6.0
 Action,2017, Tomoki Kyôda,6.0
 Action,2017, Paul Fisher,6.0
 Action,2017,Michael D. Black,6.0
 Action,2017,Seiji Kishi,5.6
 Action,2017,Johnny Castuciano,5.3
 Action,2017, Roy Burdine,5.3
 Action,2017,Aaron Woodley,4.5
 Action,2018,Peter Ramsey,8.4
 Action,2018, Rodney Rothman,8.4
 Action,2018, Bob Persichetti,8.4
 Action,2018,Masashi Koizuka,8.1
 Action,2018,Tomoki Kyôda,7.6
 Action,2018,Kenji Nagasaki,7.5
 Action,2018, Yasuto Nishikata,7.1
 Action,2018,Noriyuki Abe,7.1
 Action,2018,Isamu Hirabayashi,6.9
 Action,2018, Aaron Horvath,6.8
 Action,2018,Peter Rida Michail,6.8
 Action,2018,Guillaume Renard,6.7
 Action,2018, Shôjirô Nishimi,6.7
 Action,2018,Tom Whitworth,6.6
 Action,2018, Kevin R. Adams,6.599999999999999
 Action,2018, Ricardo Curtis,6.599999999999999
 Action,2018,Joe Ksander,6.599999999999999
 Action,2018,Bryn Evans,6.0
 Action,2018,Joon-Hyeong Heo,6.0
 Action,2018,Kiyotaka Suzuki,5.900000000000001
 Action,2018, Katsuyuki Motohiro,5.900000000000001
 Action,2018, Yutaka Uemura,5.900000000000001
 Action,2018,Junji Shimizu,5.9
 Action,2018, Kôbun Shizuno,5.9
 Action,2018,Hiroyuki Seshita,5.9
 Action,2018,Michael D. Black,5.7
 Action,2018,Junpei Mizusaki,5.6
 Action,2019,Muhammad Usamah Zaid,8.6
 Action,2019,Tomonori Sudô,8.0
 Action,2019,Tatsuya Nagamine,7.9
 Action,2019,Yutaka Uemura,7.6
 Action,2019,Shunsuke Tada,7.6
 Action,2019, Jhonen Vasquez,7.5
 Action,2019,Yu Yang,7.5
 Action,2019,Young Kyun Park,7.5
 Action,2019,Milorad Krstic,7.5
 Action,2019, Hae Young Jung,7.5
 Action,2019,Dean DeBlois,7.5
 Action,2019,Gorô Taniguchi,7.4
 Action,2019,Hiroyuki Imaishi,7.1
 Action,2019,Joe Murray,7.0
 Action,2019,Kazuya Kamihoriuchi,7.0
 Action,2019, Cosmo Segurson,7.0
 Action,2019,Katsushi Sakurabi,6.8
 Action,2019,Nizam Razak,6.8
 Action,2019,Tetsurô Araki,6.7
 Action,2019,Mike Mitchell,6.6
 Action,2019,Naoyoshi Shiotani,6.6
 Action,2019,Cecilia Aranovich,6.5
 Action,2019,Kenji Kodama,6.5
 Action,2019, Ken Cunningham,6.4
 Action,2019,Andrew Duncan,6.4
 Action,2019, Keisuke Shinohara,6.2
 Action,2019,Kazuya Nomura,6.2
 Action,2019,Sam Liu,6.1000000000000005
 Action,2019,Yoshiyuki Momose,6.1
 Action,2019,Matt Peters,6.1
 Action,2019, Justin Copeland,5.9
 Action,2019, Rajiv Chilaka,5.3
 Action,2019,Binayak Das,5.3
 Action,2019, Kôbun Shizuno,5.0
 Action,2019,Hiroyuki Seshita,5.0
 Action,2019,Tomasz Baginski,4.5
 Action,2020,Kenji Nagasaki,7.9
 Action,2020, Christina Sotta,7.8
 Action,2020,Matt Peters,7.8
 Action,2020,Luke Lorentzen,7.4
 Action,2020, Jos Humphrey,7.0
 Action,2020, Kenny Park,7.0
 Action,2020,Mike West,7.0
 Action,2020, Takeru Nakajima,6.5
 Action,2020,Todd Grimes,6.5
 Action,2020,Yoshiyuki Okada,6.5
 Action,2020,Sam Liu,6.4
 Action,2020,Prakash Satam,6.2
 Action,2020, Motonori Sakakibara,5.7
 Action,2020, Tetsuo Yajima,5.7
 Action,2020,Kunihiko Yuyama,5.7
 Action,2020,Akira Saitou,4.7
 Adventure,1991,Hayao Miyazaki,8.0
 Adventure,1991,Hark Tsui,7.3
 Adventure,1991,Tsutomu Shibayama,7.0
 Adventure,1991, Kazuki Ohmori,6.599999999999999
 Adventure,1991, Koji Hashimoto,6.599999999999999
 Adventure,1991,Katsumune Ishida,6.599999999999999
 Adventure,1991,Osamu Dezaki,6.5
 Adventure,1991,Michael Pressman,6.1
 Adventure,1991,Michael Lehmann,5.8
 Adventure,1992,Tsutomu Shibayama,6.9
 Adventure,1992,Osamu Dezaki,6.6
 Adventure,1993,Steven Spielberg,8.1
 Adventure,1993,Hark Tsui,7.1
 Adventure,1993,Tsutomu Shibayama,6.9
 Adventure,1993, Takao Okawara,6.6
 Adventure,1993,Kazuki Ohmori,6.6
 Adventure,1993,Mitsuru Hongo,6.6
 Adventure,1993,John McTiernan,6.4
 Adventure,1993,Phil Roman,5.4
 Adventure,1993,Stuart Gillard,4.8
 Adventure,1994,Hayao Miyazaki,7.7
 Adventure,1994,Tsutomu Shibayama,7.1
 Adventure,1994,Masaharu Okuwaki,6.8
 Adventure,1994,David Carson,6.6
 Adventure,1994, Pixote Hunt,6.1
 Adventure,1994,Joe Johnston,6.1
 Adventure,1994,Russell Mulcahy,6.1
 Adventure,1994, Kazuki Ohmori,6.0
 Adventure,1994, Takao Okawara,6.0
 Adventure,1994,Kenshô Yamashita,6.0
 Adventure,1994,Steven Seagal,4.6
 Adventure,1995,Jeffrey Lau,7.85
 Adventure,1995,John McTiernan,7.6
 Adventure,1995,Simon Wells,7.1
 Adventure,1995,Osamu Dezaki,7.0
 Adventure,1995,Kevin Reynolds,6.2
 Adventure,1995,Jerry Zucker,6.0
 Adventure,1995,Paul W.S. Anderson,5.8
 Adventure,1995,Joel Schumacher,5.4
 Adventure,1995,Frank Marshall,5.3
 Adventure,1996,Jonathan Frakes,7.6
 Adventure,1996,Brian De Palma,7.1
 Adventure,1996,Roland Emmerich,7.0
 Adventure,1996,Tsutomu Shibayama,6.8
 Adventure,1996,Joe Pytka,6.5
 Adventure,1996,Jan de Bont,6.4
 Adventure,1996,Stuart Baird,6.4
 Adventure,1996,Rob Cohen,6.2
 Adventure,1996,John Woo,6.1
 Adventure,1996,Okihiro Yoneda,5.9
 Adventure,1997,Hayao Miyazaki,8.4
 Adventure,1997,Luc Besson,7.7
 Adventure,1997,Barry Sonnenfeld,7.3
 Adventure,1997,Jackie Chan,7.3
 Adventure,1997, Gary Goldman,7.2
 Adventure,1997, Toshiya Shinohara,7.2
 Adventure,1997,Don Bluth,7.2
 Adventure,1997,Hiroyuki Yano,7.2
 Adventure,1997,Paul Verhoeven,7.2
 Adventure,1997,Sammo Kam-Bo Hung,6.4
 Adventure,1997,Tsutomu Shibayama,6.3
 Adventure,1997,Charles Grosvenor,6.0
 Adventure,1997,Luis Llosa,4.8
 Adventure,1997,Ian Barry,4.6
 Adventure,1997,Jan de Bont,3.9
 Adventure,1997,William Mesa,3.6
 Adventure,1998,Kunihiko Yuyama,7.8
 Adventure,1998, Brenda Chapman,7.099999999999999
 Adventure,1998, Simon Wells,7.099999999999999
 Adventure,1998,Steve Hickner,7.099999999999999
 Adventure,1998,Tsutomu Shibayama,6.8
 Adventure,1998,Martin Campbell,6.7
 Adventure,1998,Andrew Lau,6.4
 Adventure,1998,Jonathan Frakes,6.4
 Adventure,1998,Frederik Du Chau,6.3
 Adventure,1998,Sammo Kam-Bo Hung,6.2
 Adventure,1998, Igor Kovalyov,5.9
 Adventure,1998,Norton Virgien,5.9
 Adventure,1998,Jeremiah S. Chechik,3.8
 Adventure,1999,Morio Asaka,8.2
 Adventure,1999,Brad Bird,8.0
 Adventure,1999,Stephen Sommers,7.0
 Adventure,1999,Jay Roach,6.6
 Adventure,1999,George Lucas,6.5
 Adventure,1999,Tsutomu Shibayama,6.3
 Adventure,1999,Renny Harlin,5.9
 Adventure,2000,Ridley Scott,8.5
 Adventure,2000,Kinji Fukasaku,7.6
 Adventure,2000,Hideki Tonokatsu,7.2
 Adventure,2000,Atsuji Shimizu,6.7
 Adventure,2000, Robert C. Ramirez,6.5
 Adventure,2000,Rob LaDuca,6.5
 Adventure,2000,Wolfgang Petersen,6.4
 Adventure,2000, Stig Bergqvist,6.1
 Adventure,2000,John Woo,6.1
 Adventure,2000,Paul Demeyer,6.1
 Adventure,2000,Christian Duguay,5.7
 Adventure,2000,Roger Christian,2.5
 Adventure,2001,Peter Jackson,8.8
 Adventure,2001,Ang Lee,7.8
 Adventure,2001,Shûsuke Kaneko,7.1
 Adventure,2001,Atsuji Shimizu,6.9
 Adventure,2001,Brian Helgeland,6.9
 Adventure,2001,Tsutomu Shibayama,6.8
 Adventure,2001,Stephen Sommers,6.4
 Adventure,2001, Peter Farrelly,6.3
 Adventure,2001,Bobby Farrelly,6.3
 Adventure,2001,Franziska Buch,6.0
 Adventure,2001,John A. Davis,6.0
 Adventure,2001,Joe Johnston,5.9
 Adventure,2001,Tim Burton,5.7
 Adventure,2001,Robert Rodriguez,5.5
 Adventure,2002,Peter Jackson,8.7
 Adventure,2002, Chris Wedge,7.5
 Adventure,2002,Carlos Saldanha,7.5
 Adventure,2002,Sam Raimi,7.3
 Adventure,2002,Kelly Asbury,7.2
 Adventure,2002, Lorna Cook,7.2
 Adventure,2002,Tsutomu Shibayama,6.7
 Adventure,2002,Atsuji Shimizu,6.5
 Adventure,2002,Stuart Baird,6.4
 Adventure,2002,Kenji Sonoda,6.4
 Adventure,2002,Jay Roach,6.2
 Adventure,2002,Barry Sonnenfeld,6.2
 Adventure,2002,Simon Wells,6.0
 Adventure,2002,Tuck Tucker,6.0
 Adventure,2002,Rob Cohen,5.9
 Adventure,2002,Chuck Russell,5.5
 Adventure,2002,Rob Minkoff,5.5
 Adventure,2002,Betty Thomas,5.4
 Adventure,2002,Robert Rodriguez,5.2
 Adventure,2002,Christian Duguay,4.5
 Adventure,2003,Peter Jackson,8.9
 Adventure,2003,Hayao Miyazaki,8.6
 Adventure,2003,Peter Weir,7.4
 Adventure,2003,Kônosuke Uda,7.3
 Adventure,2003,Peter Berg,6.7
 Adventure,2003,Masaaki Tezuka,6.6
 Adventure,2003, Koji Hashimoto,6.6
 Adventure,2003, Takao Okawara,6.6
 Adventure,2003, Kazuki Ohmori,6.6
 Adventure,2003,Ping He,6.3
 Adventure,2003,Peter Howitt,6.2
 Adventure,2003,Clark Johnson,6.0
 Adventure,2003,Stephen Norrington,5.8
 Adventure,2003,Tetsuo Yasumi,5.8
 Adventure,2003,Paul Fenech,5.8
 Adventure,2003,Eric Goldberg,5.7
 Adventure,2003, Joe Dante,5.7
 Adventure,2003,Jan de Bont,5.6
 Adventure,2003,Jon Amiel,5.5
 Adventure,2003,McG,4.9
 Adventure,2003,David McNally,4.4
 Adventure,2003,Robert Rodriguez,4.3
 Adventure,2004,Sam Raimi,7.3
 Adventure,2004,Stephen Hillenburg,7.1
 Adventure,2004, Mark Osborne,7.1
 Adventure,2004,Tsutomu Shibayama,6.9
 Adventure,2004,Kazuhisa Takenouchi,6.8
 Adventure,2004,David Twohy,6.7
 Adventure,2004,Robert Zemeckis,6.6
 Adventure,2004, Kenshô Yamashita,6.5
 Adventure,2004,Shûsuke Kaneko,6.5
 Adventure,2004, Kazuki Ohmori,6.5
 Adventure,2004, Ryûhei Kitamura,6.5
 Adventure,2004, Toshio Masuda,6.5
 Adventure,2004, Takao Okawara,6.5
 Adventure,2004, Koji Hashimoto,6.5
 Adventure,2004, Masaaki Tezuka,6.5
 Adventure,2004,Roland Emmerich,6.4
 Adventure,2004,Stephen Sommers,6.1
 Adventure,2004, Rob Letterman,6.0
 Adventure,2004, Vicky Jenson,6.0
 Adventure,2004,Bibo Bergeron,6.0
 Adventure,2004,Frank Coraci,5.9
 Adventure,2004,David S. Goyer,5.9
 Adventure,2004,Paul W.S. Anderson,5.6
 Adventure,2004, Patrick Leung,4.9
 Adventure,2004,Corey Yuen,4.9
 Adventure,2004,Dwight H. Little,4.7
 Adventure,2004,Gérard Pirès,4.0
 Adventure,2005,Christopher Nolan,8.2
 Adventure,2005,Hayao Miyazaki,8.2
 Adventure,2005,Joss Whedon,7.8
 Adventure,2005,Yimou Zhang,7.5
 Adventure,2005,Toshiya Shinohara,7.3
 Adventure,2005,Mamoru Hosoda,7.2
 Adventure,2005,Ridley Scott,7.2
 Adventure,2005,Hiroyuki Morita,7.2
 Adventure,2005,Peter Jackson,7.2
 Adventure,2005,Eric Darnell,6.9
 Adventure,2005, Tom McGrath,6.9
 Adventure,2005,Katsuhiro Ôtomo,6.9
 Adventure,2005, Shin'ichi Watanabe,6.7
 Adventure,2005,Setsuo Takase,6.7
 Adventure,2005, Chris Wedge,6.3
 Adventure,2005,Carlos Saldanha,6.3
 Adventure,2005,Jon Favreau,6.2
 Adventure,2005,Stanley Tong,6.1
 Adventure,2005,Breck Eisner,6.0
 Adventure,2005,Mark Dindal,5.7
 Adventure,2005,Gary Chapman,5.5
 Adventure,2005,Bruce Hunt,5.1
 Adventure,2005,Rob Cohen,5.1
 Adventure,2005,Lee Tamahori,4.5
 Adventure,2005,Robert Rodriguez,3.6
 Adventure,2006,Masahiko Tokushima,8.1
 Adventure,2006,Martin Campbell,8.0
 Adventure,2006,Mamoru Hosoda,7.7
 Adventure,2006,Toshiya Shinohara,7.5
 Adventure,2006,Noriyuki Abe,7.2
 Adventure,2006,Clint Eastwood,7.1
 Adventure,2006,J.J. Abrams,6.9
 Adventure,2006,Carlos Saldanha,6.8
 Adventure,2006, Tim Johnson,6.7
 Adventure,2006,Karey Kirkpatrick,6.7
 Adventure,2006, David Bowers,6.6
 Adventure,2006,Benny Chan,6.6
 Adventure,2006,Sam Fell,6.6
 Adventure,2006,Kôichi Chigira,6.6
 Adventure,2006,Matthew O'Callaghan,6.5
 Adventure,2006,Christophe Gans,6.5
 Adventure,2006,George Miller,6.400000000000001
 Adventure,2006, Warren Coleman,6.400000000000001
 Adventure,2006, Judy Morris,6.400000000000001
 Adventure,2006,Gorô Miyazaki,6.4
 Adventure,2006,Alexandre Aja,6.4
 Adventure,2006,Jill Culton,6.099999999999999
 Adventure,2006, Roger Allers,6.099999999999999
 Adventure,2006, Anthony Stacchi,6.099999999999999
 Adventure,2006,John A. Davis,5.8
 Adventure,2006,Wolfgang Petersen,5.7
 Adventure,2006,Steve Oedekerk,5.6
 Adventure,2006,John Moore,5.5
 Adventure,2006,David R. Ellis,5.4
 Adventure,2006,Renny Harlin,5.3
 Adventure,2006,Stefen Fangmeier,5.1
 Adventure,2006,Sebastian Niemann,4.7
 Adventure,2006,Peter Hewitt,4.4
 Adventure,2006,Tomy Wigand,4.3
 Adventure,2007,David Yates,7.5
 Adventure,2007,Tom Clegg,7.5
 Adventure,2007,Francis Lawrence,7.2
 Adventure,2007,Yukiyo Teramoto,7.0
 Adventure,2007,Michael Bay,7.0
 Adventure,2007,Takahiro Imamura,7.0
 Adventure,2007,Tensai Okamura,6.7
 Adventure,2007,Gary Trousdale,6.4
 Adventure,2007,Robert Zemeckis,6.2
 Adventure,2007,Greg McLean,6.2
 Adventure,2007,Sam Raimi,6.2
 Adventure,2007,Chris Miller,6.1
 Adventure,2007, Simon J. Smith,6.1
 Adventure,2007, Raman Hui,6.1
 Adventure,2007,Steve Hickner,6.1
 Adventure,2007,Luc Besson,6.0
 Adventure,2007,Tim Story,5.6
 Adventure,2007,Pierre Aknine,5.6
 Adventure,2007,Marcus Nispel,5.4
 Adventure,2007, Colin Strause,4.7
 Adventure,2007,Greg Strause,4.7
 Adventure,2007, Greg Tiernan,4.5
 Adventure,2007,Dino Athanassiou,4.5
 Adventure,2007, Yvette Kaplan,4.5
 Adventure,2007, Paul Bolger,4.5
 Adventure,2007,Mark A.Z. Dippé,4.4
 Adventure,2007, Kyung Ho Lee,4.4
 Adventure,2008,Jon Favreau,7.9
 Adventure,2008,John Stevenson,7.5
 Adventure,2008, Mark Osborne,7.5
 Adventure,2008,Jee-woon Kim,7.3
 Adventure,2008,Guillermo del Toro,7.0
 Adventure,2008,Ayumu Watanabe,6.766666666666667
 Adventure,2008,Louis Leterrier,6.7
 Adventure,2008,Rob Minkoff,6.6
 Adventure,2008, Tom McGrath,6.6
 Adventure,2008,Eric Darnell,6.6
 Adventure,2008,Hirotsugu Kawasaki,6.6
 Adventure,2008,Marc Forster,6.6
 Adventure,2008,Benny Chan,6.599999999999999
 Adventure,2008,Peter Segal,6.5
 Adventure,2008,Mark Waters,6.5
 Adventure,2008,Toshiyuki Tsuru,6.5
 Adventure,2008,Sam Fell,6.1
 Adventure,2008,Steven Spielberg,6.1
 Adventure,2008, Robert Stevenhagen,6.1
 Adventure,2008,Lilly Wachowski,6.0
 Adventure,2008, Lana Wachowski,6.0
 Adventure,2008,John Erick Dowdle,5.9
 Adventure,2008,Eric Brevig,5.8
 Adventure,2008,Andy Tennant,5.7
 Adventure,2008,Rob Cohen,5.2
 Adventure,2008,Roland Emmerich,5.1
 Adventure,2008, Eondeok Han,4.4
 Adventure,2008,Mark A.Z. Dippé,4.4
 Adventure,2008,Uwe Boll,3.8
 Adventure,2009,J.J. Abrams,7.9
 Adventure,2009,Hayao Miyazaki,7.7
 Adventure,2009,Daniel Monzón,7.6
 Adventure,2009,Guy Ritchie,7.6
 Adventure,2009,David Yates,7.6
 Adventure,2009,Munehisa Sakai,7.6
 Adventure,2009,Ron Clements,7.1
 Adventure,2009, John Musker,7.1
 Adventure,2009, Phil Lord,6.9
 Adventure,2009,Christopher Miller,6.9
 Adventure,2009, Mike Thurmeier,6.9
 Adventure,2009,Hajime Kamegaki,6.9
 Adventure,2009,Carlos Saldanha,6.9
 Adventure,2009, William Winckler,6.7
 Adventure,2009,Koichi Sakamoto,6.7
 Adventure,2009,Dong-hoon Choi,6.6
 Adventure,2009,Shigeo Koshi,6.6
 Adventure,2009,Sam Raimi,6.5
 Adventure,2009, Paco Plaza,6.5
 Adventure,2009,Jaume Balagueró,6.5
 Adventure,2009, Rodolfo Riva Palacio Alatriste,6.1
 Adventure,2009,Gabriel Riva Palacio Alatriste,6.1
 Adventure,2009, Javier Abad,6.0
 Adventure,2009, Marcos Martínez,6.0
 Adventure,2009,Jorge Blanco,6.0
 Adventure,2009,Michael Bay,6.0
 Adventure,2009,SABU,5.8
 Adventure,2009,Paul Weitz,5.8
 Adventure,2009,Roland Emmerich,5.8
 Adventure,2009,Stephen Sommers,5.8
 Adventure,2009,Jeong-won Shin,5.7
 Adventure,2009,Michael Herbig,5.5
