Date,X,Y,Film count
1991,Lawrence A. Bonney,8.6,1
1991, Jodie Foster,8.6,1
1991, Lawrence T. Wrentz,8.6,1
1991, Kasi Lemmons,8.6,1
1991, Linda Hamilton,8.5,3
1991,Arnold Schwarzenegger,8.5,3
1991, Edward Furlong,8.5,3
1991, Robert Patrick,8.5,3
1991, Thierry Wermuth,8.3,1
1991, Henri Labussière,8.3,1
1991, Colin O'Meara,8.3,1
1991,Christian Pelissier,8.3,1
1991, Keiko Yokozawa,8.0,1
1991, Mayumi Tanaka,8.0,1
1991, Kotoe Hatsui,8.0,1
1991,Minori Terada,8.0,1
1991, Evelyn Hamann,7.9,1
1991, Vicco von Bülow,7.9,1
1991,Irm Hermann,7.9,1
1991, Hans-Peter Korff,7.9,1
1991, Hudhail Al-Amir,7.8,1
1991, Miya McGhee,7.8,1
1991,Lloyd Avery II,7.8,1
1991, Ruth Nelson,7.8,1
1991, Angela Bassett,7.8,1
1991,Julie Kavner,7.8,1
1991, Lynn Whitfield,7.4,1
1991, Lane R. Davis,7.4,1
1991,Susan Ruttan,7.4,1
1991, Mario Van Peebles,7.4,1
1991,Lori Petty,7.3,1
1991, Akira Kamiya,7.3,1
1991, Patrick Swayze,7.3,1
1991,Kenji Utsumi,7.3,1
1991, Yuriko Yamamoto,7.3,1
1991, Jacky Cheung,7.3,1
1991,Jet Li,7.3,1
1991, Chikao Ohtsuka,7.3,1
1991, Gary Busey,7.3,1
1991, Biao Yuen,7.3,1
1991, Robert De Niro,7.25,2
1991, Tomoko Ôtakara,7.2,1
1991,Narumi Kayashima,7.2,1
1991, Sachiko Murase,7.2,1
1991, Hisashi Igawa,7.2,1
1991, Keanu Reeves,7.199999999999998,2
1991, Rosamund Kwan,7.15,2
1991, Robin Williams,7.133333333333333,3
1991, Victoria Abril,7.1,1
1991, William Richert,7.1,1
1991,Roy Cheung,7.1,1
1991, Anna Lizaran,7.1,1
1991,James Russo,7.1,1
1991, River Phoenix,7.1,1
1991, Marisa Paredes,7.1,1
1991, Man Cheung,7.1,1
1991,Miguel Bosé,7.1,1
1991,Andy Lau,7.0,1
1991, Chingmy Yau,7.0,1
1991, Michiko Nomura,7.0,1
1991, Nobuyo Ôyama,7.0,1
1991, Kaneta Kimotsuki,7.0,1
1991,Noriko Ohara,7.0,1
1991, Christopher Lloyd,6.9,2
1991, O.J. Simpson,6.9,1
1991, Dan Aykroyd,6.9,2
1991, Anjelica Huston,6.9,2
1991, Priscilla Presley,6.9,1
1991, Man-Tat Ng,6.9,2
1991, Macaulay Culkin,6.9,2
1991,Anna Chlumsky,6.9,2
1991, George Kennedy,6.9,1
1991,Leslie Nielsen,6.9,1
1991, Jamie Lee Curtis,6.9,2
1991,Raul Julia,6.9,2
1991, Dan Hedaya,6.9,2
1991, Warren Beatty,6.8,1
1991, Kong Chu,6.8,1
1991, Charlie Sheen,6.8,1
1991, Rafik Ali Ahmad,6.8,1
1991, Hippolyte Girardot,6.8,1
1991, Bob Hoskins,6.8,2
1991, Victor Hon,6.8,1
1991, Ben Kingsley,6.8,1
1991, Valeria Golino,6.8,1
1991, Harvey Keitel,6.8,1
1991,Annette Bening,6.8,1
1991,Cherie Chung,6.8,1
1991, Habib Hammoud,6.8,1
1991,Hussein Sbeity,6.8,1
1991, Leslie Cheung,6.8,1
1991,Sung Young Chen,6.8,1
1991, Lloyd Bridges,6.8,1
1991,Dustin Hoffman,6.8,2
1991, Elvis Tsui,6.8,1
1991, Yun-Fat Chow,6.8,2
1991,Cary Elwes,6.8,1
1991, Stephen Chow,6.76,5
1991, Wesley Snipes,6.7,1
1991, Allen Payne,6.7,1
1991, Victoria Tennant,6.7,1
1991, Kurt Russell,6.7,1
1991,Donald Sutherland,6.7,1
1991, Chris Rock,6.7,1
1991,Ice-T,6.7,1
1991,Steve Martin,6.7,1
1991, William Baldwin,6.7,1
1991, Richard E. Grant,6.7,1
1991, Ray Lui,6.7,1
1991,Li Gong,6.7,1
1991, Marilu Henner,6.7,1
1991, Julia Roberts,6.633333333333333,3
1991,Amy Yip,6.6,1
1991, William Hurt,6.6,1
1991, Anna Nakagawa,6.6,1
1991,Kosuke Toyohara,6.6,1
1991, Wu Ma,6.6,1
1991,June Squibb,6.6,1
1991, Vítezslav Jandák,6.6,1
1991, Roman Skamene,6.6,1
1991, Tien Niu,6.6,1
1991, Katsuhiko Sasaki,6.6,1
1991, Simona Chytrová,6.6,1
1991, Joe Mantegna,6.6,1
1991,Lukás Vaculík,6.6,1
1991, Mia Farrow,6.6,1
1991, Megumi Odaka,6.6,1
1991,Show Hayami,6.5,1
1991, Mitsuaki Hoshino,6.5,1
1991, Michihiro Ikemizu,6.5,1
1991, Yôsuke Akimoto,6.5,1
1991, Bill Irwin,6.4,1
1991, Ka-Yan Leung,6.4,1
1991,Wah Yuen,6.4,1
1991, Ellen Greene,6.4,1
1991, Teresa Mo,6.4,1
1991,Jane Krakowski,6.4,1
1991, Robyn Stevan,6.4,1
1991, Elizabeth Lawrence,6.3,1
1991, Kevin Anderson,6.3,1
1991,Patrick Bergin,6.3,1
1991,Alexandra Sakelaropoulou,6.2,1
1991, Yiorgos Moroyiannis,6.2,1
1991, Giorgos Ninios,6.2,1
1991, Minas Hatzisavvas,6.2,1
1991, Jeff Speakman,6.1,1
1991, Michelan Sisti,6.1,1
1991, James Hong,6.1,1
1991,Paige Turco,6.1,1
1991,John Dye,6.1,1
1991, Mako,6.1,1
1991, David Warner,6.1,1
1991, Leif Tilden,6.1,1
1991, Ronnie Schell,6.0,1
1991,Susan Boyd,6.0,1
1991, Ned Luke,6.0,1
1991, Rodney Dangerfield,6.0,1
1991,Tim Allen,5.8,1
1991,William Devane,5.8,1
1991, Andie MacDowell,5.8,1
1991,Bruce Willis,5.8,1
1991, Danny Aiello,5.8,1
1991, Nick Searcy,5.8,1
1991, James Coburn,5.8,1
1991, Michele Abrams,5.8,1
1991, Jeri Ryan,5.8,1
1991, Lena Sabine Berg,5.7,1
1991, Tina Ruland,5.7,1
1991, Til Schweiger,5.7,1
1991,Stefan Gebelhoff,5.7,1
1991, Kenny Morrison,5.2,1
1991, Clarissa Burt,5.2,1
1991, Jonathan Brandis,5.2,1
1991,John Wesley Shipp,5.2,1
1991,Terence Hill,5.2,1
1991, Brian Krause,5.2,1
1991, Lisa Pelikan,5.2,1
1991, Milla Jovovich,5.2,1
1991, Nancy Morgan,5.2,1
1991, Roger Miller,5.2,1
1991, Ron Carey,5.2,1
1991,Courtney Barilla,5.2,1
1991, Joshua John Miller,4.7,1
1991, John Quade,4.7,1
1991,Marcia Strassman,4.7,1
1991, Edan Gross,4.7,1
1991,Sam Kinison,4.6,1
1991,John Ireland,3.9,1
1991, Keith Vinsonhaler,3.9,1
1991, Cayle Chernin,3.9,1
1991, Adrian Paul,3.9,1
1992,Cynthia Cranz,8.5,1
1992, Nozomu Sasaki,8.5,1
1992, Justin Cook,8.5,1
1992,Rowan Atkinson,8.5,1
1992, Christopher Sabat,8.5,1
1992, Chris Penn,8.3,1
1992,Tim Roth,8.3,1
1992, Michael Madsen,8.3,1
1992, Harvey Keitel,8.3,1
1992, Richard Harris,8.2,1
1992, Clint Eastwood,8.2,1
1992,Morgan Freeman,8.2,1
1992, Gene Hackman,8.2,1
1992, Debra Rogers,8.0,1
1992,Michelle Newman,8.0,1
1992, Eva Kaminsky,8.0,1
1992, Kappei Yamaguchi,8.0,1
1992, Marie-Laure Dougnac,7.6,1
1992,Pascal Benezech,7.6,1
1992, Jean-Claude Dreyfus,7.6,1
1992, Dominique Pinon,7.6,1
1992, Ruth Kobart,7.4,1
1992,Carlene Watkins,7.4,1
1992, Cynthia Stevenson,7.4,1
1992, Bob Newhart,7.4,1
1992, Mädchen Amick,7.3,1
1992,Ray Wise,7.3,1
1992, Dana Ashbrook,7.3,1
1992, Sheryl Lee,7.3,1
1992, Misa Shimizu,7.2,1
1992,Craig Sheffer,7.2,1
1992, Masahiro Motoki,7.2,1
1992,Akira Emoto,7.2,1
1992, Naoto Takenaka,7.2,1
1992, Brenda Blethyn,7.2,1
1992, Brad Pitt,7.2,1
1992, Jo Marr,7.1,1
1992, Sandra Kwan Yue Ng,7.1,1
1992,Gary Hershberger,7.1,1
1992, Sidney Poitier,7.1,1
1992, Robert Redford,7.1,1
1992, Sharon Stone,7.0,1
1992, Jeanne Tripplehorn,7.0,1
1992,Dana Carvey,7.0,1
1992,Michael Douglas,7.0,1
1992, Michael Keaton,7.0,1
1992, George Dzundza,7.0,1
1992, Mike Myers,7.0,1
1992,Michelle Pfeiffer,7.0,1
1992, Danny DeVito,7.0,1
1992,Michelle Reis,7.0,1
1992, Christopher Walken,7.0,1
1992, Rob Lowe,7.0,1
1992, Tia Carrere,7.0,1
1992, Michelle Yeoh,6.9,1
1992, Michiko Nomura,6.9,1
1992, Tony Ka Fai Leung,6.9,1
1992, Nobuyo Ôyama,6.9,1
1992, Norman Chu,6.9,1
1992, Stephen Chow,6.9,5
1992, Patrick Bergin,6.9,1
1992, Carrie Ng,6.9,1
1992, Kaneta Kimotsuki,6.9,1
1992, Anita Mui,6.9,1
1992, Anne Archer,6.9,1
1992, Arnaud Giovaninetti,6.9,1
1992, Jane March,6.9,1
1992, Jackie Chan,6.9,1
1992,Frédérique Meininger,6.9,1
1992, Harrison Ford,6.9,1
1992,Maggie Cheung,6.9,1
1992, Kenneth Tsang,6.9,1
1992,Man-Tat Ng,6.9,1
1992,Sean Bean,6.9,1
1992,Noriko Ohara,6.9,1
1992,Man Cheung,6.866666666666667,3
1992, Rosie Perez,6.8,1
1992, Tyra Ferrell,6.8,1
1992, Wesley Snipes,6.8,1
1992,Woody Harrelson,6.8,1
1992, Man-Tat Ng,6.75,2
1992, Chingmy Yau,6.7,3
1992,Masao Imanishi,6.6,1
1992,Shah Rukh Khan,6.6,1
1992, Urmila Matondkar,6.6,1
1992, Unshô Ishizuka,6.6,1
1992, Naseeruddin Shah,6.6,1
1992, Kôichi Kitamura,6.6,1
1992, Athena Chu,6.6,1
1992, Makio Inoue,6.6,1
1992, Malvika Tiwari,6.6,1
1992, Pauline Collins,6.5,1
1992, Patrick Swayze,6.5,1
1992, Richard Lexsee,6.5,1
1992,T.E. Russell,6.5,1
1992, Om Puri,6.5,1
1992, James Marshall,6.5,1
1992,Shabana Azmi,6.5,1
1992, Cuba Gooding Jr.,6.5,1
1992,Jennifer Grey,6.4,1
1992, Jack Thompson,6.4,1
1992,Hanns Zischler,6.4,1
1992, Cliff Robertson,6.4,1
1992, Greta Scacchi,6.4,1
1992, Vincent D'Onofrio,6.4,1
1992, Bridget Fonda,6.4,1
1992,Steven Weber,6.4,1
1992, Anaïs Jeanneret,6.4,1
1992, Peter Friedman,6.4,1
1992, Jennifer Jason Leigh,6.4,1
1992, Matthew Modine,6.4,1
1992, Gary Kemp,6.3,2
1992,Jeffrey Jones,6.3,1
1992, Pam Dawber,6.3,1
1992, Bill Cobbs,6.3,2
1992, Whitney Houston,6.3,2
1992, David Tom,6.3,1
1992, John Ritter,6.3,1
1992,Kevin Costner,6.3,2
1992, Brigitte Lin,6.2,3
1992, Alex Man,6.0,1
1992, Joey Wang,6.0,1
1992, Alex Datcher,5.9,1
1992, Tom Sizemore,5.9,1
1992,Wesley Snipes,5.9,1
1992, Bruce Payne,5.9,1
1992,Andy Lau,5.866666666666667,3
1992, Kuo-Chu Chang,5.8,2
1992, Man Cheung,5.8,2
1992, Tom Skerritt,5.6,2
1992, Halle Berry,5.5,1
1992,Eddie Murphy,5.5,1
1992, Robin Givens,5.5,1
1992, David Alan Grier,5.5,1
1992, Tim Thomerson,5.4,1
1992,Cary-Hiroyuki Tagawa,5.4,1
1992, Olivier Gruner,5.4,1
1992, Merle Kennedy,5.4,1
1992, Fred Graham,5.0,1
1992,Rodney King,5.0,1
1992, Clancy Brown,4.9,1
1992, Jared Rushton,4.9,1
1992, Edward Furlong,4.9,1
1992,Anthony Edwards,4.9,1
1992,Roger Rees,4.3,1
1992, JoBeth Williams,4.3,1
1992, Estelle Getty,4.3,1
1992, Sylvester Stallone,4.3,1
1992,Brenda Bakke,4.2,1
1992, Jim Beaver,4.2,1
1992, Nick Cassavetes,4.2,1
1992, Jeremy Piven,4.2,1
1992,Nina Siemaszko,4.0,1
1992, Robert Davi,4.0,1
1992, Wendy Hughes,4.0,1
1993, Eriko Hara,8.7,1
1993,Akiko Hiramatsu,8.7,1
1993, Hisao Egawa,8.7,1
1993, Yukimasa Kishino,8.7,1
1993,Bill Hicks,8.6,1
1993, Sam Neill,8.1,1
1993,Razvan Vasilescu,8.1,1
1993, Victor Rebengiuc,8.1,1
1993, Jeff Goldblum,8.1,1
1993, Dorel Visan,8.1,1
1993,Laura Dern,8.1,1
1993, Maia Morgenstern,8.1,1
1993, Richard Attenborough,8.1,1
1993, Libuse Safránková,8.0,1
1993,Chris Elliott,8.0,1
1993, Rene Auberjonois,8.0,1
1993,Alexander Siddig,8.0,1
1993, Chris O'Donnell,8.0,1
1993, Andie MacDowell,8.0,1
1993,James Rebhorn,8.0,1
1993, Bill Murray,8.0,1
1993, Zdenek Sverák,8.0,1
1993, Gabrielle Anwar,8.0,1
1993, Cirroc Lofton,8.0,1
1993, Avery Brooks,8.0,1
1993, Jan Tríska,8.0,1
1993,Rudolf Hrusínský,8.0,1
1993, Al Pacino,7.95,2
1993, Penelope Ann Miller,7.9,1
1993,Juliette Binoche,7.9,1
1993,Patricia Arquette,7.9,1
1993, Florence Pernel,7.9,1
1993, Benoît Régent,7.9,1
1993, Christian Slater,7.9,1
1993, Val Kilmer,7.9,1
1993, Sean Penn,7.9,1
1993, Charlotte Véry,7.9,1
1993, Julianne Moore,7.8,1
1993, Tommy Lee Jones,7.8,1
1993, Harrison Ford,7.8,1
1993, Stacy Keach,7.8,1
1993,Sela Ward,7.8,1
1993, Kevin Conroy,7.8,1
1993, Emma Thompson,7.8,1
1993,Anthony Hopkins,7.8,1
1993, Christopher Reeve,7.8,1
1993, John Haycraft,7.8,1
1993,Hart Bochner,7.8,1
1993, Dana Delany,7.8,1
1993, James Wong,7.6,1
1993, Barbara Hershey,7.6,1
1993,Michael Douglas,7.6,1
1993, Rachel Ticotin,7.6,1
1993,Li Gong,7.6,1
1993, Greta Lind,7.5,1
1993,Sean Astin,7.5,1
1993, Jon Favreau,7.5,1
1993, Ned Beatty,7.5,1
1993, June Kyoto Lu,7.5,1
1993, Tyrin Turner,7.5,1
1993,Toshi Toda,7.5,1
1993, Larenz Tate,7.5,1
1993, Joan Allen,7.4,1
1993,Ben Kingsley,7.4,1
1993, Joe Mantegna,7.4,1
1993,Emma Thompson,7.4,1
1993, Joseph Bennett,7.4,1
1993, Max Pomeranc,7.4,1
1993, Helena Bonham Carter,7.4,1
1993, David Chiang,7.4,1
1993, Chris Phillips,7.4,1
1993, Denis Leary,7.4,1
1993,Adam Roth,7.4,1
1993, Vanessa Redgrave,7.4,1
1993,Jerry Adler,7.3,1
1993, Woody Allen,7.3,1
1993, Heydon Prowse,7.3,1
1993, Andrew Knott,7.3,1
1993, Lynn Cohen,7.3,1
1993, Maggie Smith,7.3,1
1993,Kate Maberly,7.3,1
1993, Diane Keaton,7.3,1
1993, Linda Faye Farkas,7.2,1
1993, Daniel Day-Lewis,7.2,1
1993, Michelle Pfeiffer,7.2,1
1993,Dylan McDermott,7.2,1
1993, Clint Eastwood,7.2,1
1993,Winona Ryder,7.2,1
1993, John Malkovich,7.2,1
1993, Rene Russo,7.2,1
1993, Rosamund Kwan,7.1,2
1993, Siu Chung Mok,7.1,2
1993, Robert Duvall,7.05,2
1993, Derek Garrison,7.0,1
1993, Banjô Ginga,7.0,1
1993,Brice Armstrong,7.0,1
1993,Jason Scott Lee,7.0,1
1993, Lauren Holly,7.0,1
1993, Michael Learned,7.0,1
1993, Robert Wagner,7.0,1
1993, Dameon Clarke,7.0,1
1993, Michiko Nomura,6.9,1
1993, Bradley Whitford,6.9,1
1993, Michael Keaton,6.9,1
1993, Nicole Kidman,6.9,1
1993, Kaneta Kimotsuki,6.9,1
1993,Noriko Ohara,6.9,1
1993, Nobuyo Ôyama,6.9,1
1993,Queen Latifah,6.9,1
1993, Pak-Cheung Chan,6.866666666666667,3
1993, Stephen Tobolowsky,6.85,2
1993,Jet Li,6.825,4
1993, Xin Xin Xiong,6.8,1
1993, Victor Garber,6.8,1
1993, Rita Wilson,6.8,1
1993, Tom Hanks,6.8,1
1993,Ross Malinger,6.8,1
1993, Kar-Ying Law,6.8,1
1993,Jeanne Tripplehorn,6.8,1
1993, Anjelica Huston,6.8,1
1993,Christine Ng,6.8,1
1993, Joan Cusack,6.8,1
1993, Kent Cheng,6.8,1
1993, Tom Cruise,6.8,1
1993,Raul Julia,6.8,1
1993, Hal Holbrook,6.8,1
1993, Richard Lewis,6.7,1
1993, Dicky Cheung,6.7,1
1993, Roger Rees,6.7,1
1993, Nigel Hawthorne,6.7,1
1993, Sandra Bullock,6.7,1
1993,Wesley Snipes,6.7,1
1993, Stephen Chow,6.7,3
1993, Amy Yasbeck,6.7,1
1993, Sylvester Stallone,6.7,1
1993, Gene Hackman,6.65,2
1993, Jackie Chan,6.65,2
1993, Sam Shepard,6.6,1
1993, Yumi Takada,6.6,1
1993,Ryoko Sano,6.6,1
1993, Yûsuke Kawazu,6.6,1
1993, Masahiro Takashima,6.6,1
1993,Akiko Yajima,6.6,1
1993, Keiji Fujiwara,6.6,1
1993, Megumi Odaka,6.6,1
1993,Denzel Washington,6.6,1
1993, Miki Narahashi,6.6,1
1993, John Heard,6.6,1
1993, Julia Roberts,6.6,1
1993, Man Cheung,6.550000000000002,2
1993, Lung Ti,6.5,1
1993,David J. Fielding,6.5,1
1993, Chien-Lien Wu,6.5,1
1993, Wes Studi,6.5,1
1993, Michelle Yeoh,6.5,1
1993, Damian Lau,6.5,1
1993, Richard Steven Horvitz,6.5,1
1993, David Yost,6.5,1
1993, Joey Wang,6.5,1
1993,Kumiko Goto,6.5,1
1993, Ed Neil,6.5,1
1993,Jason Patric,6.5,1
1993, Amanda Plummer,6.4,1
1993, F. Murray Abraham,6.4,1
1993, Anthony LaPaglia,6.4,1
1993, Art Carney,6.4,1
1993, Charles Dance,6.4,1
1993,Arnold Schwarzenegger,6.4,1
1993,Nancy Travis,6.4,1
1993, Sammo Kam-Bo Hung,6.4,1
1993,Maggie Cheung,6.4,3
1993, Anita Mui,6.333333333333332,3
1993,Cary Elwes,6.300000000000002,2
1993, Mike Myers,6.300000000000002,2
1993, Chingmy Yau,6.3,3
1993,Man Cheung,6.3,1
1993, Aaron Kwok,6.25,2
1993, Tia Carrere,6.2,1
1993, Garry Chalk,6.2,1
1993,Anupam Kher,6.2,1
1993, Man-Tat Ng,6.2,1
1993,Dana Carvey,6.2,1
1993, Jaleel White,6.2,1
1993, Sanjay Dutt,6.2,1
1993, Ian James Corlett,6.2,1
1993, Rahul Roy,6.2,1
1993,Long John Baldry,6.2,1
1993, Sridevi,6.2,1
1993, Christopher Walken,6.2,1
1993, Christopher Lloyd,6.199999999999998,2
1993, Dennis Hopper,6.0,2
1993,Andy Lau,6.0,1
1993, Demi Moore,6.0,1
1993,John Leguizamo,6.0,2
1993, Jayne Atkinson,6.0,1
1993,Jason James Richter,6.0,1
1993, Lori Petty,6.0,1
1993, August Schellenberg,6.0,1
1993, Jacky Cheung,6.0,1
1993,Woody Harrelson,6.0,1
1993, Seymour Cassel,6.0,1
1993, Robert Redford,6.0,1
1993, Jennifer Rubin,5.9,1
1993, Darci Kistler,5.9,1
1993, Damian Woetzel,5.9,1
1993, Kurtwood Smith,5.9,1
1993, Asia Argento,5.9,1
1993,Christopher Rydell,5.9,1
1993, Kyra Nichols,5.9,1
1993,Wendy Whelan,5.9,1
1993, Frederic Forrest,5.9,1
1993, Piper Laurie,5.9,1
1993, Alicia Silverstone,5.9,1
1993, Richard Gere,5.8,1
1993,Lena Olin,5.8,1
1993, Anne Bancroft,5.8,1
1993, Tom Irwin,5.8,1
1993, Rosanna Arquette,5.7,1
1993,Martha Plimpton,5.7,1
1993, Jean-Claude Van Damme,5.7,1
1993, Jacob Tierney,5.7,1
1993, Kieran Culkin,5.7,1
1993,Ted Levine,5.7,1
1993, Noah Fleiss,5.7,1
1993, Joan Plowright,5.6,1
1993,Walter Matthau,5.6,1
1993, Mason Gamble,5.6,1
1993, Dana Hill,5.4,1
1993, Shah Rukh Khan,5.4,1
1993, Farooq Shaikh,5.4,1
1993, Tony Jay,5.4,1
1993,Anndi McAfee,5.4,1
1993, Raj Babbar,5.4,1
1993, Richard Kind,5.4,1
1993,Deepa Sahi,5.4,1
1993, Dan Aykroyd,5.3,1
1993,Jonathan Penner,5.3,1
1993, Whip Hubley,5.3,1
1993, Robert Knott,5.3,1
1993, Stuart Wilson,4.8,1
1993, Ken Olandt,4.8,1
1993,Paige Turco,4.8,1
1993, Jennifer Aniston,4.8,1
1993, Sab Shimono,4.8,1
1993,Mark Holton,4.8,1
1993, Warwick Davis,4.8,1
1993, Elias Koteas,4.8,1
1993,David Gallagher,4.4,1
1993, Tabitha Lupien,4.4,1
1993, John Travolta,4.4,1
1993, Kirstie Alley,4.4,1
1993, Bob Hoskins,4.1,1
1993, Samantha Mathis,4.1,1
1993, Susannah York,4.0,1
1993, David Warner,4.0,1
1993,Nicolas Cage,4.0,1
1993, James Coburn,4.0,1
1993, Michael Biehn,4.0,1
1993,Barbara Snellenburg,4.0,1
1993, Raoul Bova,4.0,1
1993, Sarah Trigger,4.0,1
1994,Tim Robbins,9.3,1
1994, Morgan Freeman,9.3,1
1994, William Sadler,9.3,1
1994, Bob Gunton,9.3,1
1994, John Travolta,8.9,2
1994, Lisa Kudrow,8.9,1
1994,Tim Roth,8.9,2
1994, Ralph Fiennes,8.9,1
1994, Amanda Plummer,8.9,2
1994,Matt LeBlanc,8.9,1
1994, Jennifer Aniston,8.9,1
1994,Caroline Goodall,8.9,1
1994, Laura Lovelace,8.9,2
1994, Ben Kingsley,8.9,1
1994, Liam Neeson,8.9,1
1994, Rebecca Williams,8.8,1
1994, Tom Hanks,8.8,1
1994,Sally Field,8.8,1
1994, Michael Conner Humphreys,8.8,1
1994, Jean Reno,8.5,1
1994, Natalie Portman,8.5,1
1994, Danny Aiello,8.5,1
1994,Gary Oldman,8.5,1
1994, Yuki Uchida,8.3,1
1994, Yôko Moriguchi,8.3,1
1994,Yoshihiko Hakamada,8.3,1
1994, Raveena Tandon,8.2,1
1994, Karisma Kapoor,8.2,1
1994, Aamir Khan,8.2,1
1994, Joanna Lumley,8.1,1
1994, Julia Sawalha,8.1,1
1994, Frédérique Feder,8.1,1
1994,Jennifer Saunders,8.1,1
1994, Jean-Louis Trintignant,8.1,1
1994, Jean-Pierre Lorit,8.1,1
1994,Irène Jacob,8.1,1
1994, June Whitfield,8.1,1
1994, Gary Waldhorn,8.0,1
1994, Trevor Peacock,8.0,1
1994, James Fleet,8.0,1
1994,Dawn French,8.0,1
1994, Courteney Cox,7.9,2
1994,Salman Khan,7.85,2
1994, Mary Steenburgen,7.8,1
1994, Ada Nicodemou,7.8,1
1994, Rita Bhaduri,7.8,1
1994, Suchitra Krishnamoorthi,7.8,1
1994, Tara Meyer,7.8,1
1994, Leonardo DiCaprio,7.8,1
1994, Juliette Lewis,7.8,1
1994,Emma Roche,7.8,1
1994, Callan Mulvey,7.8,1
1994, Lara Cox,7.8,1
1994, Daniel DeSanto,7.8,1
1994, Deepak Tijori,7.8,1
1994,Shah Rukh Khan,7.8,1
1994,Johnny Depp,7.8,1
1994,Lily Tomlin,7.8,1
1994, Erica Luttrell,7.8,1
1994, Shûichirô Moriyama,7.7,1
1994, Tokiko Katô,7.7,1
1994, Bunshi Katsura Vi,7.7,1
1994,Tsunehiko Kamijô,7.7,1
1994, Julie Delpy,7.6,1
1994, Janusz Gajos,7.6,1
1994, Dominique Farrugia,7.6,1
1994, Chantal Lauby,7.6,1
1994, Zbigniew Zamachowski,7.6,1
1994,Jerzy Stuhr,7.6,1
1994, Alain Chabat,7.6,1
1994,Gérard Darmon,7.6,1
1994, Elvis Tsui,7.5,1
1994, Madhuri Dixit,7.5,1
1994, Mohnish Bahl,7.5,1
1994,Man Cheung,7.5,1
1994,Paul Whitehouse,7.5,1
1994, Kathy Burke,7.5,1
1994, Louisa Rix,7.5,1
1994, Harry Enfield,7.5,1
1994, Man-Tat Ng,7.5,1
1994, Renuka Shahane,7.5,1
1994, Vincent Perez,7.4,1
1994,Isabelle Adjani,7.4,1
1994, Daniel Auteuil,7.4,1
1994, Jean-Hugues Anglade,7.4,1
1994, Samantha Mathis,7.3,1
1994,Mike Starr,7.3,1
1994, Jeff Daniels,7.3,1
1994, Trini Alvarado,7.3,1
1994, Lauren Holly,7.3,1
1994, Gabriel Byrne,7.3,1
1994,Jakub Spalek,7.2,1
1994, Michael Lindsay,7.2,1
1994, Bill Paxton,7.2,1
1994, Stephen Chow,7.2,3
1994, Tom Arnold,7.2,1
1994,Kam-Kong Wong,7.2,1
1994, Wendee Lee,7.2,1
1994, Anna Geislerová,7.2,1
1994,Arnold Schwarzenegger,7.2,1
1994, Anita Yuen,7.2,1
1994,Michelle Ruff,7.2,1
1994, Radek Pastrnák,7.2,1
1994, Kar-Ying Law,7.2,1
1994, John DeMita,7.2,1
1994, Filip Renc,7.2,1
1994,Noriko Ohara,7.1,1
1994, Michiko Nomura,7.1,1
1994, Petr Forman,7.1,1
1994,Edita Brychta,7.1,1
1994, Bolek Polívka,7.1,1
1994, Nobuyo Ôyama,7.1,1
1994, Kaneta Kimotsuki,7.1,1
1994, Zdenek Sverák,7.1,1
1994, Jim Carrey,7.033333333333334,3
1994,Eiko Shinya,7.0,1
1994, Toshiyuki Nishida,7.0,1
1994, Nae,7.0,1
1994, Keiko Takeshita,7.0,1
1994,Winona Ryder,6.949999999999998,2
1994, Peter Greene,6.9,1
1994, Tone Loc,6.9,1
1994, Anne Archer,6.9,1
1994, Christy Chung,6.9,1
1994, Philip Chan,6.9,1
1994,Amy Yasbeck,6.9,1
1994,António Assunção,6.9,1
1994, Peter Riegert,6.9,1
1994, Julie Balloo,6.9,1
1994, Maria Conchita Alonso,6.9,1
1994,Willem Dafoe,6.9,1
1994, Harrison Ford,6.9,1
1994, Frank Baker,6.9,1
1994,Man-Tat Ng,6.9,1
1994,Sean Young,6.9,1
1994, Banjô Ginga,6.8,1
1994,Tommy Lee Jones,6.8,1
1994, Laura Bailey,6.8,1
1994, Bob Carter,6.8,1
1994, Susan Sarandon,6.8,1
1994,Brice Armstrong,6.8,1
1994, Mary-Louise Parker,6.8,1
1994, Anthony LaPaglia,6.8,1
1994,Mahmoud Hemida,6.7,1
1994, David Andrews,6.7,1
1994, Joaquim de Almeida,6.7,2
1994, Gene Hackman,6.7,1
1994, Youssra,6.7,1
1994, Yuri Amano,6.7,1
1994,Yoko Sakamoto,6.7,1
1994,Dennis Quaid,6.7,1
1994, Toshihiko Seki,6.7,1
1994, Khaled Nabawy,6.7,1
1994, Nobuo Tobita,6.7,1
1994, Michel Piccoli,6.7,1
1994, Kevin Costner,6.7,1
1994, Steve Zahn,6.6,1
1994, LeVar Burton,6.6,1
1994,Patrick Stewart,6.6,1
1994, Janeane Garofalo,6.6,1
1994, Brent Spiner,6.6,1
1994, Jonathan Frakes,6.6,1
1994, Ethan Hawke,6.6,1
1994, Michelle Nicastro,6.5,1
1994,Liam Neeson,6.5,1
1994,Leslie Nielsen,6.5,1
1994, Verónica Forqué,6.5,1
1994, Victoria Abril,6.5,1
1994,Peter Coyote,6.5,1
1994, Bonnie Hunt,6.5,1
1994,Robert Downey Jr.,6.5,1
1994, Jack Palance,6.5,1
1994, Natasha Richardson,6.5,1
1994, George Kennedy,6.5,1
1994, Jodie Foster,6.5,1
