MainGenre,Year,Original,Series or Movie,IMDb Score,BoxOfficeProfits,color,Title,Genre
ACTION,2014.0,0.0,Series,6.2,0.0,#ff3351,Talking Tom and Friends,"Animation, Action, Adventure, Comedy, Drama, Family"
ACTION,2014.0,0.0,Series,7.0,0.0,#ff3351,Sonic Boom,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
ACTION,2014.0,0.0,Series,5.7,0.0,#ff3351,Matador,"Action, Crime, Sci-Fi, Thriller"
ACTION,2014.0,0.0,Series,7.5,0.0,#ff3351,World Trigger,"Animation, Action, Sci-Fi"
ACTION,2014.0,0.0,Series,7.1,0.0,#ff3351,LoliRock,"Animation, Action, Comedy, Fantasy, Music, Musical"
ACTION,2014.0,0.0,Series,7.0,0.0,#ff3351,Black Bullet,"Animation, Action, Mystery, Sci-Fi"
ACTION,2014.0,0.0,Series,6.8,0.0,#ff3351,Detective Conan,"Animation, Action, Adventure, Crime, Family, Mystery, Thriller"
ACTION,2014.0,0.0,Series,7.1,0.0,#ff3351,Scorpion,"Action, Crime, Drama, Thriller"
ACTION,2014.0,0.0,Series,7.7,0.0,#ff3351,The Flash,"Action, Adventure, Drama, Sci-Fi"
ACTION,2014.0,0.0,Series,6.5,0.0,#ff3351,Odd Squad,"Action, Adventure, Comedy, Crime, Family, Mystery, Sci-Fi"
ACTION,2014.0,0.0,Series,8.0,0.0,#ff3351,Fate/stay night: Unlimited Blade Works,"Animation, Action, Fantasy"
ACTION,2014.0,0.0,Series,7.9,0.0,#ff3351,Gotham,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller"
ACTION,2014.0,0.0,Series,7.9,0.0,#ff3351,Tokyo Ghoul,"Animation, Action, Drama, Fantasy, Horror, Thriller"
ACTION,2014.0,0.0,Series,7.5,0.0,#ff3351,Youre All Surrounded,"Action, Comedy, Mystery, Romance"
ACTION,2014.0,0.0,Series,7.9,0.0,#ff3351,Noragami,"Animation, Action, Adventure, Comedy, Fantasy"
ACTION,2014.0,0.0,Series,6.7,0.0,#ff3351,Z Nation,"Action, Comedy, Drama, Horror, Romance, Sci-Fi"
ACTION,2014.0,0.0,Series,7.4,0.0,#ff3351,Doctor Stranger,"Action, Drama, Romance"
ACTION,2014.0,0.0,Series,7.2,0.0,#ff3351,The Irregular at Magic High School,"Animation, Action, Drama, Fantasy, Romance"
ACTION,2014.0,0.0,Series,7.5,0.0,#ff3351,Blue Exorcist,"Animation, Action, Drama, Family, Fantasy, Horror"
ACTION,2014.0,0.0,Series,6.9,0.0,#ff3351,From Dusk Till Dawn,"Action, Crime, Horror"
ACTION,2015.0,0.0,Movie,4.1,0.0,#ff3351,The Night Crew,"Action, Horror, Thriller"
ACTION,2015.0,0.0,Movie,3.7,0.0,#ff3351,Impact Earth,Action
ACTION,2015.0,0.0,Movie,6.8,0.0,#ff3351,Pantai Norasingha,"Action, Romance"
ACTION,2015.0,0.0,Movie,3.7,0.0,#ff3351,Les gorilles,"Action, Comedy"
ACTION,2015.0,0.0,Movie,5.1,0.0,#ff3351,"Help, I Shrunk My Teacher","Action, Adventure, Comedy, Family, Fantasy"
ACTION,2015.0,0.0,Movie,6.5,613775.0,#001bff,Brothers,"Action, Drama, Sport"
ACTION,2015.0,0.0,Movie,6.0,0.0,#ff3351,Anatomia zła,"Action, Thriller"
ACTION,2015.0,0.0,Movie,6.9,0.0,#ff3351,Polis Evo,Action
ACTION,2015.0,0.0,Movie,4.9,0.0,#ff3351,Strayers Chronicle,Action
ACTION,2015.0,0.0,Movie,4.4,0.0,#ff3351,Regatta,"Action, Crime, Drama"
ACTION,2015.0,0.0,Movie,5.7,0.0,#ff3351,The Walls of the Moon,"Action, Drama, Mystery, Romance, Thriller"
ACTION,2015.0,0.0,Movie,4.8,0.0,#ff3351,Beauty and the Bestie,"Action, Comedy, Drama"
ACTION,2015.0,0.0,Movie,6.5,0.0,#ff3351,Doraemon the Movie: Nobita and the Space Heroes,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Movie,5.5,0.0,#ff3351,Faraar,Action
ACTION,2015.0,0.0,Movie,6.7,0.0,#ff3351,Kamen Rider × Kamen Rider Ghost and Drive: Super Movie War Genesis,"Action, Adventure, Fantasy, Romance, Sci-Fi"
ACTION,2015.0,0.0,Movie,7.5,206040.0,#001bff,Heneral Luna,"Action, Biography, History, War"
ACTION,2015.0,0.0,Movie,8.0,6738000.0,#001bff,Baahubali: The Beginning (English Version),"Action, Drama"
ACTION,2015.0,0.0,Movie,5.9,489984.0,#001bff,Phantom,"Action, Drama, Thriller"
ACTION,2015.0,0.0,Movie,0.0,0.0,#ff3351,Untouchable Lawmen,"Action, Comedy, Crime"
ACTION,2015.0,0.0,Movie,5.7,0.0,#ff3351,Ali Baba ve 7 Cüceler,"Action, Comedy, Drama"
ACTION,2015.0,0.0,Movie,7.6,524451.0,#001bff,The Last: Naruto the Movie,"Animation, Action, Adventure, Comedy, Romance"
ACTION,2015.0,0.0,Movie,5.5,0.0,#ff3351,Gonin Saga,Action
ACTION,2015.0,0.0,Movie,6.3,18022.0,#001bff,Gangnam Blues,"Action, Crime, Drama"
ACTION,2015.0,0.0,Movie,4.2,0.0,#ff3351,The Condemned 2,"Action, Thriller"
ACTION,2015.0,0.0,Movie,6.2,0.0,#ff3351,LEGO Marvel Super Heroes: Avengers Reassembled!,"Animation, Action, Adventure, Comedy, Sci-Fi"
ACTION,2015.0,0.0,Movie,8.0,6738000.0,#001bff,Baahubali: The Beginning (Tamil Version),"Action, Drama"
ACTION,2015.0,0.0,Movie,8.0,6738000.0,#001bff,Baahubali: The Beginning (Hindi Version),"Action, Drama"
ACTION,2015.0,0.0,Movie,8.0,6738000.0,#001bff,Baahubali: The Beginning (Malayalam Version),"Action, Drama"
ACTION,2015.0,0.0,Movie,7.5,190581.0,#001bff,Digimon Adventure tri. Chapter 4: Lost,"Animation, Action, Adventure, Family, Sci-Fi"
ACTION,2015.0,0.0,Movie,5.2,0.0,#ff3351,Gamba,"Animation, Action, Adventure, Comedy, Family, Fantasy"
ACTION,2015.0,0.0,Movie,5.7,60058.0,#001bff,Cooties,"Action, Comedy, Horror, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,6.9,0.0,#ff3351,The Final Master,"Action, Drama"
ACTION,2015.0,0.0,Movie,5.4,0.0,#ff3351,The Master Plan,"Action, Adventure, Comedy, Crime"
ACTION,2015.0,0.0,Movie,6.6,40516.0,#001bff,The Phone,"Action, Mystery, Thriller"
ACTION,2015.0,0.0,Movie,7.1,534601.0,#001bff,Gabbar Is Back,"Action, Crime, Drama"
ACTION,2015.0,0.0,Movie,3.3,0.0,#ff3351,Jurassic City,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,5.2,0.0,#ff3351,Popoz,"Action, Comedy"
ACTION,2015.0,0.0,Movie,7.3,10137502.0,#001bff,The Walk,"Action, Adventure, Biography, Drama"
ACTION,2015.0,0.0,Movie,7.4,0.0,#ff3351,Tokyo Ghoul: Jack,"Animation, Short, Action, Crime, Drama, Horror, Mystery"
ACTION,2015.0,0.0,Movie,5.4,6075.0,#001bff,Barely Lethal,"Action, Comedy"
ACTION,2015.0,0.0,Movie,7.1,43482270.0,#001bff,Everest,"Action, Adventure, Biography, Drama, Thriller"
ACTION,2015.0,0.0,Movie,7.0,1415450.0,#001bff,Mr. Six,"Action, Drama"
ACTION,2015.0,0.0,Movie,8.0,0.0,#ff3351,Ultra Fight Victory,"Action, Adventure, Sci-Fi"
ACTION,2015.0,0.0,Movie,7.3,8008363.0,#001bff,Dragon Ball Z: Resurrection F,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Movie,6.0,0.0,#ff3351,Landmine Goes Click,"Action, Crime, Drama, Horror, Thriller"
ACTION,2015.0,0.0,Movie,5.5,78747585.0,#001bff,Pixels,"Action, Comedy, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Movie,6.4,1171559.0,#001bff,Black Sea,"Action, Adventure, Drama, Thriller"
ACTION,2015.0,0.0,Movie,4.4,71038190.0,#001bff,Paul Blart: Mall Cop 2,"Action, Comedy, Crime, Family"
ACTION,2015.0,0.0,Movie,5.1,4871263.0,#001bff,Dilwale,"Action, Comedy, Drama, Romance"
ACTION,2015.0,0.0,Movie,7.8,0.0,#ff3351,Kamen Rider Drive The Movie,Action
ACTION,2015.0,0.0,Movie,7.8,0.0,#ff3351,Attack on Titan: The Wings of Freedom,"Animation, Action, Fantasy, Horror"
ACTION,2015.0,0.0,Movie,6.8,31569268.0,#001bff,Chappie,"Action, Crime, Drama, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,7.8,0.0,#ff3351,A Christmas Special: Miraculous: Tales of Ladybug and Cat Noir,"Animation, Action, Adventure, Family, Fantasy, Romance"
ACTION,2015.0,0.0,Movie,7.0,652385625.0,#001bff,Jurassic World,"Action, Adventure, Sci-Fi"
ACTION,2015.0,0.0,Movie,5.3,28782481.0,#001bff,Point Break,"Action, Adventure, Crime, Sport, Thriller"
ACTION,2015.0,0.0,Movie,5.5,0.0,#ff3351,Born to Dance,"Action, Drama, Music, Sport"
ACTION,2015.0,0.0,Movie,7.0,1200627.0,#001bff,Veteran,"Action, Comedy, Crime, Thriller"
ACTION,2015.0,0.0,Movie,6.1,0.0,#ff3351,Tag,"Action, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,6.9,25020758.0,#001bff,In the Heart of the Sea,"Action, Adventure, Biography, Drama, History"
ACTION,2015.0,0.0,Movie,5.9,10654.0,#001bff,Empire of Lust,"Action, Drama, Romance"
ACTION,2015.0,0.0,Movie,6.2,0.0,#ff3351,The Divergent Series: Insurgent,"Short, Action"
ACTION,2015.0,0.0,Movie,4.8,305934.0,#001bff,Attack on Titan: Part 2,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,5.0,449523.0,#001bff,Attack on Titan: Part 1,"Action, Adventure, Drama, Fantasy, Horror, Sci-Fi"
ACTION,2015.0,0.0,Movie,5.5,0.0,#ff3351,Monk Comes Down the Mountain,Action
ACTION,2015.0,0.0,Movie,7.1,353007020.0,#001bff,Furious 7,"Action, Adventure, Thriller"
ACTION,2015.0,0.0,Movie,6.3,0.0,#ff3351,Pyojeok,"Action, Thriller"
ACTION,2015.0,0.0,Movie,7.7,490643.0,#001bff,The Boy and the Beast,"Animation, Action, Adventure, Drama, Fantasy"
ACTION,2015.0,0.0,Movie,6.7,92696.0,#001bff,Saving Mr. Wu,"Action, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,7.5,68372.0,#001bff,Predestination,"Action, Drama, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,7.4,0.0,#ff3351,Ressha Sentai ToQger vs. Kyoryuger: The Movie,Action
ACTION,2015.0,0.0,Movie,6.3,0.0,#ff3351,Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams,"Short, Action"
ACTION,2015.0,0.0,Movie,5.5,17223265.0,#001bff,Seventh Son,"Action, Adventure, Fantasy"
ACTION,2015.0,0.0,Movie,5.0,0.0,#ff3351,Stray Dogs,"Short, Action, Comedy, Drama"
ACTION,2015.0,0.0,Movie,5.4,8005980.0,#001bff,Blackhat,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,5.8,0.0,#ff3351,Suicide (Hitabdut),"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,5.6,0.0,#ff3351,Helios,"Action, Adventure, Crime, Fantasy, Thriller"
ACTION,2015.0,0.0,Movie,6.0,27367660.0,#001bff,The Last Witch Hunter,"Action, Adventure, Fantasy"
ACTION,2015.0,0.0,Movie,7.1,2679437.0,#001bff,Ip Man 3,"Action, Biography, Drama, History"
ACTION,2015.0,0.0,Movie,7.3,45445109.0,#001bff,The Man from U.N.C.L.E.,"Action, Adventure, Comedy"
ACTION,2015.0,0.0,Movie,6.3,81697192.0,#001bff,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,6.3,3703046.0,#001bff,Scouts vs. Zombies,"Action, Comedy, Horror"
ACTION,2015.0,0.0,Movie,5.7,22467450.0,#001bff,Hitman: Agent 47,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,6.1,0.0,#ff3351,Spy Time,"Action, Adventure, Comedy, Thriller"
ACTION,2015.0,0.0,Movie,5.5,0.0,#ff3351,Momentum,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,6.6,281723902.0,#001bff,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,7.4,195042377.0,#001bff,Mission: Impossible 5,"Action, Adventure, Thriller"
ACTION,2015.0,0.0,Movie,6.1,14440985.0,#001bff,American Ultra,"Action, Comedy"
ACTION,2015.0,0.0,Movie,4.3,56117548.0,#001bff,Fantastic Four,"Action, Adventure, Sci-Fi"
ACTION,2015.0,0.0,Movie,6.1,50136.0,#001bff,Heist,"Action, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,7.6,46889293.0,#001bff,Sicario,"Action, Crime, Drama, Mystery, Thriller"
ACTION,2015.0,0.0,Movie,6.1,155190832.0,#001bff,San Andreas,"Action, Adventure, Thriller"
ACTION,2015.0,0.0,Movie,5.0,0.0,#ff3351,Close Range,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,8.1,154058340.0,#001bff,Mad Max: Fury Road,"Action, Adventure, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,5.2,16029670.0,#001bff,The Transporter Refueled,"Action, Adventure, Thriller"
ACTION,2015.0,0.0,Movie,6.3,89760956.0,#001bff,Terminator Genisys,"Action, Adventure, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,6.3,632542.0,#001bff,The Assassin,"Action, Drama, History"
ACTION,2015.0,0.0,Movie,6.7,101203.0,#001bff,Ghost in the Shell: The New Movie,"Animation, Action, Sci-Fi"
ACTION,2015.0,0.0,Movie,6.4,111071.0,#001bff,Hyeomnyeo: Kar-ui gi-eok,"Action, Drama, History, Romance"
ACTION,2015.0,0.0,Movie,7.0,110825712.0,#001bff,Spy,"Action, Comedy"
ACTION,2015.0,0.0,Movie,7.3,180202163.0,#001bff,Ant-Man,"Action, Adventure, Comedy, Sci-Fi"
ACTION,2015.0,0.0,Movie,5.3,0.0,#ff3351,Sniper: Legacy,"Action, Thriller, War"
ACTION,2015.0,0.0,Movie,4.4,4364639.0,#001bff,Prem Ratan Dhan Payo,"Action, Drama, Musical, Romance"
ACTION,2015.0,0.0,Movie,6.6,0.0,#ff3351,Retribution,"Action, Adventure, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,5.1,0.0,#ff3351,Marvel Super Hero Adventures: Frost Fight!,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Movie,6.5,0.0,#ff3351,Tokyo Tribe,"Action, Musical"
ACTION,2015.0,0.0,Movie,6.6,26461644.0,#001bff,Run All Night,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,6.4,0.0,#ff3351,Operações Especiais,"Action, Crime"
ACTION,2015.0,0.0,Movie,6.6,0.0,#ff3351,The Con Artists,"Action, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,6.2,0.0,#ff3351,Last Knights,"Action, Drama, History, War"
ACTION,2015.0,0.0,Movie,6.9,229094.0,#001bff,Slow West,"Action, Adventure, Drama, Romance, Thriller, Western"
ACTION,2015.0,0.0,Movie,4.7,0.0,#ff3351,Vendetta,"Action, Drama"
ACTION,2015.0,0.0,Movie,6.8,27288872.0,#001bff,No Escape,"Action, Thriller"
ACTION,2015.0,0.0,Movie,7.3,350126372.0,#001bff,American Sniper,"Action, Biography, Drama, War"
ACTION,2015.0,0.0,Movie,5.3,47387723.0,#001bff,Jupiter Ascending,"Action, Adventure, Sci-Fi"
ACTION,2015.0,0.0,Movie,7.8,0.0,#ff3351,Marco Polo: One Hundred Eyes,"Action, Drama, History"
ACTION,2015.0,0.0,Movie,5.4,24752.0,#001bff,Big Game,"Action, Adventure"
ACTION,2015.0,0.0,Movie,7.3,459005868.0,#001bff,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi"
ACTION,2015.0,0.0,Movie,7.4,52421953.0,#001bff,Southpaw,"Action, Drama, Sport"
ACTION,2015.0,0.0,Movie,4.2,0.0,#ff3351,Vice,"Action, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Movie,5.5,7696134.0,#001bff,Mortdecai,"Action, Adventure, Comedy, Crime, Mystery"
ACTION,2015.0,0.0,Movie,7.7,128261724.0,#001bff,Kingsman: The Secret Service,"Action, Adventure, Comedy, Thriller"
ACTION,2015.0,0.0,Movie,5.4,0.0,#ff3351,Wolf Warrior,"Action, Crime, Thriller, War"
ACTION,2015.0,0.0,Movie,5.8,10664749.0,#001bff,The Gunman,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,5.0,0.0,#ff3351,American Heist,"Action, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,6.0,89256424.0,#001bff,Taken 3,"Action, Thriller"
ACTION,2015.0,0.0,Movie,6.0,162994032.0,#001bff,The SpongeBob Movie: Sponge Out of Water,"Animation, Action, Adventure, Comedy, Family, Fantasy"
ACTION,2015.0,0.0,Movie,6.5,129784.0,#001bff,Kung Fu Killer,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,5.6,0.0,#ff3351,Survivor,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Movie,5.9,24296.0,#001bff,Kill Me Three Times,"Action, Comedy, Crime, Thriller"
ACTION,2015.0,0.0,Movie,4.7,0.0,#ff3351,Electric Slide,"Action, Biography, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,4.3,0.0,#ff3351,Monsters: Dark Continent,"Action, Drama, Horror, Sci-Fi, Thriller, War"
ACTION,2015.0,0.0,Movie,4.6,0.0,#ff3351,Outcast,"Action, Adventure, Drama, Thriller"
ACTION,2015.0,0.0,Movie,6.4,1237.0,#001bff,El Nino,"Action, Adventure, Crime, Drama, Thriller"
ACTION,2015.0,0.0,Movie,6.4,0.0,#ff3351,Fireman Sam: The Great Fire of PontyPandy,"Animation, Action, Adventure, Family"
ACTION,2015.0,0.0,Series,5.6,0.0,#ff3351,Survivor,"Action, Crime, Thriller"
ACTION,2015.0,0.0,Series,7.3,0.0,#ff3351,Chivalry of a Failed Knight,"Animation, Action, Fantasy, Romance"
ACTION,2015.0,0.0,Series,6.5,613775.0,#001bff,Brothers,"Action, Drama, Sport"
ACTION,2015.0,0.0,Series,8.2,0.0,#ff3351,Rimba Racer,"Animation, Action, Adventure, Comedy"
ACTION,2015.0,0.0,Series,7.3,0.0,#ff3351,The Scholar Who Walks the Night,"Action, Fantasy, History, Romance"
ACTION,2015.0,0.0,Series,7.9,0.0,#ff3351,Mobile Suit Gundam: Iron-Blooded Orphans,"Animation, Action, Drama, Sci-Fi"
ACTION,2015.0,0.0,Series,6.9,0.0,#ff3351,The Asterisk War,"Animation, Action, Comedy, Fantasy, Romance, Sci-Fi"
ACTION,2015.0,0.0,Series,7.3,0.0,#ff3351,Gangsta.,"Animation, Action, Drama"
ACTION,2015.0,0.0,Series,7.5,0.0,#ff3351,Seraph of the End,"Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,6.7,0.0,#ff3351,The Testament of Sister New Devil,"Animation, Action, Fantasy, Romance"
ACTION,2015.0,0.0,Series,8.4,0.0,#ff3351,Ash vs. Evil Dead,"Action, Comedy, Fantasy, Horror"
ACTION,2015.0,0.0,Series,7.3,0.0,#ff3351,blood blockade battlefront,"Animation, Action, Adventure, Fantasy"
ACTION,2015.0,0.0,Series,5.6,0.0,#ff3351,PJ Masks,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,7.4,0.0,#ff3351,Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Animation, Action, Adventure, Comedy, Fantasy, Romance"
ACTION,2015.0,0.0,Series,7.5,0.0,#ff3351,Ghost in the Shell: Arise - Alternative Architecture,"Animation, Action, Drama, Sci-Fi"
ACTION,2015.0,0.0,Series,7.5,0.0,#ff3351,Gate,"Animation, Action, Adventure, Fantasy"
ACTION,2015.0,0.0,Series,7.3,0.0,#ff3351,Special Forces: Ultimate Hell Week,"Documentary, Action, War"
ACTION,2015.0,0.0,Series,5.5,0.0,#ff3351,Nexo Knights,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,8.0,0.0,#ff3351,Into the Badlands,"Action, Adventure, Drama"
ACTION,2015.0,0.0,Series,8.8,0.0,#ff3351,One Punch Man,"Animation, Action, Comedy, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,7.8,0.0,#ff3351,Miraculous: Tales of Ladybug and Cat Noir,"Animation, Action, Adventure, Family, Fantasy, Romance"
ACTION,2015.0,0.0,Series,7.0,0.0,#ff3351,God Eater,"Animation, Action, Sci-Fi"
ACTION,2015.0,0.0,Series,8.2,0.0,#ff3351,Fauda,"Action, Drama, Thriller"
ACTION,2015.0,0.0,Series,7.6,0.0,#ff3351,The Heroic Legend of Arslan,"Animation, Action, Adventure, Fantasy"
ACTION,2015.0,0.0,Series,7.9,0.0,#ff3351,Sailor Moon Crystal,"Animation, Action, Drama, Fantasy, Romance"
ACTION,2015.0,0.0,Series,7.2,0.0,#ff3351,Mar de Plástico,"Action, Adventure, Crime, Drama, Mystery, Thriller"
ACTION,2015.0,0.0,Series,5.9,0.0,#ff3351,Minority Report,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Series,7.8,0.0,#ff3351,Overlord,"Animation, Action, Adventure, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,6.3,0.0,#ff3351,Supergirl,"Action, Adventure, Drama, Sci-Fi"
ACTION,2015.0,0.0,Series,7.4,0.0,#ff3351,Blindspot,"Action, Crime, Drama, Mystery, Thriller"
ACTION,2015.0,0.0,Series,7.9,0.0,#ff3351,The Deep,"Animation, Action, Adventure, Family, Sci-Fi"
ACTION,2015.0,0.0,Series,7.1,0.0,#ff3351,Danger Mouse,"Animation, Action, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi"
ACTION,2015.0,0.0,Series,5.9,0.0,#ff3351,Yo-Kai Watch,"Animation, Action, Comedy, Fantasy"
ACTION,2015.0,0.0,Series,7.1,0.0,#ff3351,Power,Action
ACTION,2015.0,0.0,Series,8.4,0.0,#ff3351,The Last Kingdom,"Action, Drama, History"
ACTION,2015.0,0.0,Series,6.4,0.0,#ff3351,Dominion Creek,"Action, Drama, Western"
ACTION,2015.0,0.0,Series,7.9,0.0,#ff3351,Marvels Jessica Jones,"Action, Crime, Drama, Sci-Fi, Thriller"
ACTION,2015.0,0.0,Series,6.0,0.0,#ff3351,Transformers: Robots in Disguise,"Animation, Action, Adventure, Comedy, Sci-Fi"
ACTION,2015.0,0.0,Series,6.1,0.0,#ff3351,Cyborg 009 VS Devilman,"Animation, Action, Sci-Fi"
ACTION,2015.0,0.0,Series,7.1,0.0,#ff3351,Is This a Zombie?,"Animation, Action, Comedy, Fantasy, Romance"
ACTION,2015.0,0.0,Series,4.4,0.0,#ff3351,Inspector Gadget,"Animation, Action, Adventure, Comedy, Family, Sci-Fi"
ACTION,2015.0,0.0,Series,7.9,0.0,#ff3351,Kill la Kill,"Animation, Action, Comedy, Drama, Sci-Fi"
ACTION,2015.0,0.0,Series,8.6,0.0,#ff3351,Marvels Daredevil,"Action, Crime, Drama, Fantasy, Sci-Fi, Thriller"
ACTION,2015.0,1.0,Movie,4.1,16775.0,#001bff,Extraction,"Action, Thriller"
ACTION,2015.0,1.0,Movie,4.8,0.0,#ff3351,The Ridiculous 6,"Action, Adventure, Comedy, Western"
ACTION,2015.0,1.0,Series,7.0,0.0,#ff3351,Dinotrux,"Animation, Short, Action, Adventure, Comedy, Family"
ACTION,2015.0,1.0,Series,6.7,0.0,#ff3351,The Adventures of Puss in Boots,"Animation, Action, Adventure, Comedy, Family, Fantasy, Western"
ACTION,2016.0,0.0,Movie,3.6,0.0,#ff3351,Criticsized,"Action, Crime, Drama, Horror, Thriller"
ACTION,2016.0,0.0,Movie,4.4,0.0,#ff3351,Another World,"Action, Horror, Sci-Fi"
ACTION,2016.0,0.0,Movie,0.0,0.0,#ff3351,Spy in Love,"Action, Romance"
ACTION,2016.0,0.0,Movie,4.4,0.0,#ff3351,Pandemic,"Action, Horror, Sci-Fi, Thriller"
ACTION,2016.0,0.0,Movie,7.6,27007844.0,#001bff,High & Low The Worst,"Action, Crime, Drama, Thriller, Western"
ACTION,2016.0,0.0,Movie,7.6,27007844.0,#001bff,High & Low The Movie 3 / Final Mission,"Action, Crime, Drama, Thriller, Western"
ACTION,2016.0,0.0,Movie,7.0,0.0,#ff3351,Road To High & Low,"Action, Drama"
ACTION,2016.0,0.0,Movie,7.6,27007844.0,#001bff,High & Low The Movie 2 / End of Sky,"Action, Crime, Drama, Thriller, Western"
ACTION,2016.0,0.0,Movie,7.6,27007844.0,#001bff,High & Low The Red Rain,"Action, Crime, Drama, Thriller, Western"
ACTION,2016.0,0.0,Movie,7.6,27007844.0,#001bff,High & Low The Movie,"Action, Crime, Drama, Thriller, Western"
ACTION,2016.0,0.0,Movie,2.7,0.0,#ff3351,Mat Moto,"Action, Drama"
ACTION,2016.0,0.0,Movie,6.3,0.0,#ff3351,Forsaken,"Action, Drama, Western"
ACTION,2016.0,0.0,Movie,5.4,0.0,#ff3351,Sniper: Ghost Shooter,"Action, Drama, Thriller, War"
ACTION,2016.0,0.0,Movie,6.1,0.0,#ff3351,Orizont,"Action, Crime, Drama"
ACTION,2016.0,0.0,Movie,7.4,0.0,#ff3351,Girls und Panzer der Film,"Animation, Action, Comedy, Family"
ACTION,2016.0,0.0,Movie,7.5,0.0,#ff3351,Kizumonogatari Part 1: Tekketsu,"Animation, Action, Comedy, Fantasy, Horror, Mystery, Romance"
ACTION,2016.0,0.0,Movie,6.8,0.0,#ff3351,Too Young To Die!,"Action, Comedy, Fantasy, Horror, Music, Romance"
ACTION,2016.0,0.0,Movie,6.2,0.0,#ff3351,#Selfie 69,"Action, Comedy, Romance"
ACTION,2016.0,0.0,Movie,6.8,0.0,#ff3351,I Am a Hero,"Action, Comedy, Horror"
ACTION,2016.0,0.0,Movie,7.2,0.0,#ff3351,BoBoiBoy: The Movie,"Animation, Action, Comedy, Sci-Fi"
ACTION,2016.0,0.0,Movie,7.0,0.0,#ff3351,"Abdullah, The Final Witness","Action, Crime, Drama, Thriller"
ACTION,2016.0,0.0,Movie,7.7,0.0,#ff3351,Kamen Rider Heisei Generations: Dr. Pac-Man vs. Ex-Aid and Ghost with Legend Rider,"Action, Adventure, Fantasy, Sci-Fi"
ACTION,2016.0,0.0,Movie,2.6,0.0,#ff3351,Planet of the Sharks,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller"
ACTION,2016.0,0.0,Movie,5.2,0.0,#ff3351,S Storm,"Action, Crime"
ACTION,2016.0,0.0,Movie,7.0,1978592.0,#001bff,Demolition,"Action, Comedy, Drama"
ACTION,2016.0,0.0,Movie,6.8,1918403.0,#001bff,Godzilla: Resurgence,"Action, Adventure, Drama, Horror, Sci-Fi"
ACTION,2016.0,0.0,Movie,6.4,0.0,#ff3351,Tiger,Action
ACTION,2016.0,0.0,Movie,6.2,0.0,#ff3351,Needhi Singh,"Action, Drama, Thriller"
