,Actors,Title,X,Y
48524,Vijay Kumar,Uriyadi 2,2019,7.2
48525,Vijay Sethupathi,Orange Mittai,2015,6.5
48526,Vik Muniz,Waste Land,2011,7.9
48527,Vikas Kumar,Hamid,2019,7.8
48528,Viktor Andrienko,The Dragon Spell,2016,5.4
48529,Viktor Kruse Palshøj,Superbror,2009,5.8
48530,Viktor Sukhorukov,Orlean,2015,5.8
48531,Vilhelm Blomgren,Midsommar,2019,7.1
48532,Vilma Cibulková,Celebrity Ltd.,2015,4.9
48533,Vilma Szécsi,The Spy Who Dumped Me,2018,6.0
48534,Vilém Cok,The Pied Piper,1986,7.9
48535,Vinayakan,Freedom at Midnight,2018,7.4
48536,Vinayakan,Thottappan,2019,7.0
48537,Vincent Cassel,Irreversible,2002,7.4
48538,Vincent Cassel,Mesrine: Part 1: Killer Instinct,2008,7.5
48539,Vincent Cassel,Mesrine: Part 2: Public Enemy #1,2008,7.5
48540,Vincent Cassel,Black Swan,2010,8.0
48541,Vincent Cassel,Beauty and the Beast,2016,6.4
48542,Vincent Cassel,The World Is Yours,2018,6.4
48543,Vincent D'Onofrio,Men in Black,1997,7.3
48544,Vincent D'Onofrio,Jurassic World,2015,7.0
48545,Vincent D'Onofrio,CHIPS,2017,6.0
48546,Vincent Elbaz,He Even Has Your Eyes,2017,6.2
48547,Vincent Gale,Van Helsing,2016,6.2
48548,Vincent Krüger,Familie Braun,2016,7.5
48549,Vincent Rottiers,Nocturama,2017,6.4
48550,Vincent Tong,LoliRock,2014,7.1
48551,Vincent Tong,Super Monsters Furever Friends,2019,5.7
48552,Vincent Walsh,The Young Messiah,2016,5.6
48553,Vineeth,Sarvam Thaala Mayam (Telugu Version),2019,7.5
48554,Vineeth,Sarvam Thaala Mayam (Tamil Version),2019,7.5
48555,Ving Rhames,Mission: Impossible III,2006,6.9
48556,Vino G. Bastian,Chrisye,2017,7.3
48557,Vinod Mehra,Lal Patthar,1971,6.5
48558,Vinoth,​Goli Soda 2,2018,7.3
48559,Vinu Mohan,Cycle,2008,6.3
48560,Viola Davis,The Disappearance of Eleanor Rigby: Them,2014,6.3
48561,Vir Das,Gollu Aur Pappu,2014,4.3
48562,Vir Das,Vir Das: Abroad Understanding,2017,6.8
48563,Vir Das,Vir Das: Losing It,2018,7.1
48564,Vir Das,Vir Das: Outside In - The Lockdown Special,2020,6.8
48565,Vir Das,Best of Stand-Up 2020,2020,5.4
48566,Vir Das,Vir Das: For India,2020,7.8
48567,Virgil Iantu,Ghinionistul,2017,6.6
48568,Virginie Ledoyen,The Beach,2000,6.7
48569,Visa Koiso-Kanttila,Thomas & Friends: Marvelous Machinery: A New Arrival,2008,7.1
48570,Visa Koiso-Kanttila,Thomas & Friends: Thomas and the Royal Engine,2008,7.1
48571,Visa Koiso-Kanttila,Thomas & Friends: Marvelous Machinery: World of Tomorrow,2008,7.1
48572,Vishal Malhotra,Ishq Vishk,2003,6.0
48573,Vishal Malhotra,Kismat Konnection,2008,5.2
48574,Vision Wei,Fleet of Time,2014,5.6
48575,Vithaya Pansringarm,A Prayer Before Dawn,2018,6.9
48576,Vittoria Puccini,The Trial,2019,7.0
48577,Vittorio Lomartire,The Solitude of Prime Numbers,2010,6.3
48578,Vitória Falcão,Ana e Vitória,2018,6.6
48579,Vitória Falcão,Anavitória: Araguaína - Las Vegas,2019,7.2
48580,Viveik Kalra,Blinded by the Light,2019,6.9
48581,Vivian Bang,Swedish Dicks,2017,6.7
48582,Vivian Sung,Our Times,2015,7.4
48583,Vivian Wu,Kinamand,2005,7.0
48584,Vivian Wu,Away,2020,6.6
48585,Vivianne Pasmanter,Rosa Morena,2011,6.1
48586,Vivien Bell,Belief: The Possession of Janet Moses,2015,5.7
48587,Vlad Ivanov,"4 Months, 3 Weeks and 2 Days",2007,7.9
48588,Vladimir Gusev,Break,2019,4.5
48589,Vlastina Svátková,Fair Play,2014,6.8
48590,Vlastina Svátková,Gangster Ka,2015,6.5
48591,Vlastina Svátková,Gangster Ka: African,2015,6.6
48592,Vojtech Kotek,Rafters,2006,5.6
48593,Vojtech Kotek,Prázdniny v Provence,2016,2.9
48594,Vojtech Kotek,Vlastníci,2019,7.2
48595,Volker Bruch,Babylon Berlin,2018,8.4
48596,Von Flores,Eclipse,1995,6.1
48597,Vusi Kunene,Paradise Stop,2011,5.8
48598,Vuyo Dabula,Queen Sono,2020,5.9
48599,Vyacheslav Tikhonov,1812: Уланская баллада,1967,8.3
48600,Vyjayanthimala,Amrapali,1966,6.5
48601,Václav Jirácek,At Your Own Risk,2008,3.7
48602,Václav Neuzil,Fotograf,2015,6.2
48603,W. Kamau Bell,W. Kamau Bell: Private School Negro,2018,6.4
48604,W. Kamau Bell,"Hello, Privilege. Its Me, Chelsea",2019,4.3
48605,Wachirawit Ruangwiwat,Roonpi Secret Love,2016,6.9
48606,Wagner Moura,Fathers Chair,2013,6.7
48607,Wagner Moura,Sergio,2020,6.1
48608,Wah Yuen,Legend Of The Dragon,1991,6.4
48609,Wai-Ho Yung,The Defected,2019,7.3
48610,Waise Lee,Diary of a Big Man,1988,6.8
48611,Walanlak Kumsuwan,The Billionaire,2011,7.8
48612,Waldo Urrego,The Great Heist,2020,7.3
48613,Wale Ojo,The CEO,2016,6.2
48614,Wally Wingert,Garfields Fun Fest,2008,4.4
48615,Wally Wingert,The Garfield Show,2009,5.4
48616,Wally Wingert,Garfields Pet Force,2009,4.2
48617,Walter Matthau,Dennis the Menace,1993,5.6
48618,Walter Suskind,"Life, Animated",2016,7.5
48619,Walton Goggins,Predators,2010,6.4
48620,Walton Goggins,The Hateful Eight,2015,7.8
48621,Walton Goggins,The Hateful Eight: Extended Version,2015,7.8
48622,Walton Goggins,Tomb Raider,2018,6.3
48623,Walton Goggins,Tomb Raider,2018,6.3
48624,Walton Goggins,The Unicorn,2019,7.2
48625,Walton Goggins,Them That Follow,2019,5.3
48626,Wanchana Sawatdee,Pantai Norasingha,2015,6.8
48627,Wanda Sykes,Wanda Sykes: Not Normal,2019,7.2
48628,Wannarot Sonthichai,Take Me Home,2016,5.6
48629,Warattaya Deesomlert,Thibaan × BNK48,2020,5.2
48630,Ward Horton,Annabelle,2014,5.4
48631,Warren Christie,Apollo 18,2011,5.2
48632,Warren Christie,Викинг 18+,2011,5.2
48633,Wataru Ichinose,Road To High & Low,2016,7.0
48634,Wavyy Jonez,Unsolved,2018,7.9
48635,Wayne Barrett,Trump: An American Dream,2017,7.2
48636,Wayne Grayson,Déjà Vu,2018,5.6
48637,Wayne Wilderson,Mascots,2016,5.7
48638,Weber Yang,Two Fathers,2013,7.6
48639,Wee Brian,The Deadline,2002,5.8
48640,Wei Chai,A Little Thing Called First Love,2019,8.0
48641,Wei Zhao,So Close,2002,6.7
48642,Wei Zhao,Warriors of Heaven and Earth,2003,6.3
48643,Wei-De Huang,Investiture of the Gods,2009,7.3
48644,Wei-Ning Hsu,Love You,2011,6.7
48645,Wei-Ning Hsu,Love Me or Leave Me,2012,6.3
48646,Wei-Ning Hsu,The Victims Game,2020,7.4
48647,Wei-Yi Lin,Two Sentence Horror Stories,2017,5.6
48648,Weixing Yao,The Myth,2005,6.1
48649,Wen Jiang,Let the Bullets Fly,2010,7.3
48650,Wen-You Cai,Sky Ladder: The Art of Cai Guo-Qiang,2016,7.3
48651,Wenanty Nosul,The New World,2016,5.1
48652,Wendell Pierce,It Could Happen to You,1994,6.4
48653,Wendell Pierce,Burning Cane,2019,5.5
48654,Wendi McLendon-Covey,Army of One,2016,5.1
48655,Wendi McLendon-Covey,Speech and Debate,2017,5.9
48656,Wendi McLendon-Covey,Goosebumps 2: Haunted Halloween,2018,5.6
48657,Wendy Crewson,Room,2016,8.1
48658,Wendy Glenn,Youre Next,2013,6.6
48659,Wendy Hiller,A Man for All Seasons,1966,7.7
48660,Wendy Paulson,Hank: Five Years from the Brink,2013,6.6
48661,Wendy Vanden Heuvel,Under the Silver Lake,2019,6.5
48662,Wendy Whelan,The Nutcracker,1993,5.9
48663,Wentworth Miller,Prison Break,2005,8.3
48664,Wentworth Miller,The Loft,2015,6.3
48665,Wenwen Han,The Karate Kid,2010,6.2
48666,Wenyong Huang,Homerun,2003,6.5
48667,Werner Herzog,Into the Inferno,2016,7.2
48668,Weronika Ksiazkiewicz,Planeta Singli,2016,6.8
48669,Weronika Rosati,Obława,2012,6.4
48670,Wesley Cannon,Amazing Interiors,2018,6.7
48671,Wesley Snipes,Passenger 57,1992,5.9
48672,Wesley Snipes,Demolition Man,1993,6.7
48673,Wesley Snipes,The Art of War,2000,5.7
48674,Wesley Snipes,Blade 2,2002,6.7
48675,Wesley Snipes,Armed Response,2017,3.8
48676,Whitney Cummings,Whitney Cummings: Can I Touch It?,2019,6.4
48677,Whitney Hoy,The Final,2013,5.4
48678,Whittni Wright,Sudden Death,1995,5.8
48679,Wi Ha-Joon,Gonjiam: Haunted Asylum,2018,6.3
48680,Wi Ha-Joon,Matrimonial Chaos,2018,7.2
48681,Wi Ha-Joon,Romance is a bonus book,2019,8.1
48682,Wietse Tanghe,In Vlaamse Velden,2014,7.5
48683,Wijitwongthong Tanutchai,The Underclass,2020,6.4
48684,Wilfred Benaïche,A Very Secret Service,2015,7.8
48685,Wilfred Lau,12 Golden Ducks,2015,4.7
48686,Will 'Spank' Horton,Kevin Hart: Laugh at My Pain,2012,7.4
48687,Will 'Spank' Horton,Kevin Hart: Let Me Explain,2013,6.8
48688,Will Blagrove,Super Wings,2015,6.0
48689,Will Buie Jr.,In the Tall Grass,2019,5.4
48690,Will Ferrell,A Night at the Roxbury,1998,6.3
48691,Will Ferrell,Zoolander,2001,6.5
48692,Will Ferrell,Old School,2003,7.1
48693,Will Ferrell,Elf,2003,7.0
48694,Will Ferrell,Anchorman: The Legend of Ron Burgundy,2004,7.2
48695,Will Ferrell,Bewitched,2005,4.8
48696,Will Ferrell,Curious George,2006,6.5
48697,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6
48698,Will Ferrell,Stranger than Fiction,2006,7.5
48699,Will Ferrell,Blades of Glory,2007,6.3
48700,Will Ferrell,Semi-Pro,2008,5.8
48701,Will Ferrell,Step Brothers,2008,6.9
48702,Will Ferrell,Land of the Lost,2009,5.3
48703,Will Ferrell,Megamind,2010,7.2
48704,Will Ferrell,The Other Guys,2010,6.7
48705,Will Ferrell,Neighbor For Sale,2011,6.4
48706,Will Ferrell,The Campaign,2012,6.1
48707,Will Ferrell,Casa de mi Padre,2012,5.5
48708,Will Ferrell,Anchorman 2: The Legend Continues,2013,6.3
48709,Will Ferrell,Daddys Home,2015,6.2
48710,Will Ferrell,Get Hard,2015,6.0
48711,Will Ferrell,Daddys Home 2,2017,6.0
48712,Will Ferrell,The House,2017,5.6
48713,Will Ferrell,Eurovision Song Contest: The Story of Fire Saga,2020,6.5
48714,Will Friedle,Transformers: Robots in Disguise,2015,6.0
48715,Will Friedle,LEGO Marvel Super Heroes: Guardians of the Galaxy,2017,6.0
48716,Will Peltz,Time Freak,2018,5.8
48717,Will Shadley,The Spy Next Door,2010,5.5
48718,Will Smith,Independence Day,1996,7.0
48719,Will Smith,The Pursuit of Happyness,2006,8.0
48720,Will Smith,Men in Black 3,2012,6.8
48721,Will Smith,After Earth,2013,4.8
48722,Will Smith,Hasta los dientes,2016,5.6
48723,Will Smith,Bright,2017,6.3
48724,Will Smith,Bad Boys for Life,2020,6.6
48725,Wille Lindberg,Magnetic,2018,6.5
48726,Willem Dafoe,Clear and Present Danger,1994,6.9
48727,Willem Dafoe,Speed 2: Cruise Control,1997,3.9
48728,Willem Dafoe,The Boondock Saints,2000,7.8
48729,Willem Dafoe,Spider-Man,2002,7.3
48730,Willem Dafoe,XXX: State of the Union,2005,4.5
48731,Willem Dafoe,Fireflies in the Garden,2008,6.5
48732,Willem Dafoe,John Wick,2014,7.4
48733,Willem Dafoe,What Happened to Monday,2017,6.9
48734,Willem Dafoe,Mountain,2018,7.2
48735,Willem Dafoe,Aquaman,2018,6.9
48736,Willem Dafoe,Pasolini,2019,5.9
48737,Willem Dafoe,Motherless Brooklyn,2019,6.8
48738,Willem Dafoe,At Eternitys Gate,2019,6.9
48739,Willem Dafoe,The Last Thing He Wanted,2020,4.3
48740,William B. Davis,The Tall Man,2012,5.9
48741,William Bassett,"House of 1,000 Corpses",2003,6.1
48742,William Beresford Davies,Churchill’s Secret Agents: The New Recruits,2018,7.7
48743,William Brenner,For the Birds,2018,6.8
48744,William Devane,Victim of Beauty,1991,5.8
48745,William Fichtner,Traffik,2018,6.0
48746,William Forsythe,The Devils Rejects,2005,6.8
48747,William Forsythe,Larva,2005,4.2
48748,William Geslin,Les 11 commandements,2004,4.7
48749,William Guirola,The Trials of Gabriel Fernandez,2020,8.2
48750,William Haines,Fast Life,1932,5.7
48751,William Hardie,Cabins in the Wild with Dick Strawbridge,2017,6.8
48752,William Holden,The Towering Inferno,1974,7.0
48753,William Hurt,Michael,1996,5.7
48754,William Hurt,Michael,1996,5.7
48755,William Kirk,The Repair Shop,2017,8.7
48756,William Mapother,The Grudge,2004,5.9
48757,William Matthews,God Bless the Broken Road,2018,5.6
48758,William P. Young,Restoring the Shack,2018,6.8
48759,William Ragsdale,Fright Night,1985,7.1
48760,William Salyers,Regular Show,2009,8.4
48761,William Salyers,Who Killed Little Gregory?,2019,7.4
48762,William Shatner,Miss Congeniality 2: Armed and Fabulous,2005,5.1
48763,William Sylvester,2001: A Space Odyssey,1968,8.3
48764,William Takaku,Robinson Crusoe,1997,6.0
48765,Willie Garson,White Collar,2009,8.2
48766,Willie Watson,The Ballad of Buster Scruggs,2018,7.3
48767,Willy Acosta,Mucho Mucho Amor: The Legend of Walter Mercado,2020,7.3
48768,Willy Fritsch,Ronny & Klaid,1932,5.6
48769,Willy T. Ribbs,Uppity: The Willy T. Ribbs Story,2020,8.0
48770,Wilmer Valderrama,Unaccompanied Minors,2006,5.3
48771,Winkie Lai,We Are Legends,2019,5.2
48772,Winona Ryder,The Age of Innocence,1993,7.2
48773,Winona Ryder,Reality Bites,1994,6.6
48774,Winona Ryder,Little Women,1994,7.3
48775,Winona Ryder,Autumn in New York,2000,5.7
48776,Winona Ryder,"Girl, Interrupted",2000,7.3
48777,Winona Ryder,Mr. Deeds,2002,5.8
48778,Winona Ryder,The Iceman,2013,6.8
48779,Winona Ryder,Stranger Things,2016,8.7
48780,Winona Ryder,Destination Wedding,2019,6.0
48781,Winson '2Pac' Jean,Ghosts of Cité Soleil,2007,7.1
48782,Winston Duke,Us,2019,6.8
48783,Witawat Singlampong,Seasons Change,2006,7.6
48784,Wiwat Kongrasri,Namo Ok,2014,6.5
48785,Wladyslaw Kowalski,Panie Dulskie,2015,5.6
48786,Wojciech Pszoniak,The Devils Ballad,1988,7.1
48787,Wojciech Pszoniak,The Devils Island,1988,7.1
48788,Wojciech Zielinski,1920. Wojna i milosc,2010,6.9
48789,Wojciech Zielinski,Prokurator,2015,7.0
48790,Wolfgang Novogratz,The Half Of It,2020,6.9
48791,Won-Hee Go,Strongest Deliveryman,2017,7.3
48792,Woo Hyeon,All for Love,2005,6.8
48793,Woo Jung,Cest Si Bon,2015,6.0
48794,Woo Jung,Heung-Boo: The Revolutionist,2018,6.1
48795,Woo-jin Yeon,Judge vs. Judge,2017,7.2
48796,Woo-min Byeon,Dr. Romantic,2016,8.3
48797,Woody Harrelson,White Men Cant Jump,1992,6.8
48798,Woody Harrelson,Indecent Proposal,1993,6.0
48799,Woody Harrelson,The People vs. Larry Flynt,1997,7.3
48800,Woody Harrelson,No Country for Old Men,2007,8.1
48801,Woody Harrelson,Seven Pounds,2008,7.6
48802,Woody Harrelson,Zombieland,2009,7.6
48803,Woody Harrelson,Ethos,2011,7.5
48804,Woody Harrelson,Free Birds,2013,5.8
48805,Woody Harrelson,Out of the Furnace,2013,6.8
48806,Woody Harrelson,Now You See Me,2013,7.3
48807,Woody Harrelson,Now You See Me 2,2016,6.5
48808,Woody Harrelson,Triple Nine,2016,6.3
48809,Woody Harrelson,The Duel,2016,5.8
48810,Woody Harrelson,Lost in London,2017,6.2
48811,Woody Harrelson,The Glass Castle,2017,7.2
48812,Woody Harrelson,Wilson,2017,5.8
48813,Woody Harrelson,War for the Planet of the Apes,2017,7.4
48814,Woody Harrelson,The Family,2019,7.7
48815,Woody Harrelson,Zombieland: Double Tap,2019,6.7
48816,Woody Harrelson,Midway,2019,6.7
48817,Woody Harrelson,The Highwaymen,2019,6.9
48818,Woody Harrelson,Kiss the Ground,2020,8.3
48819,Woody Strode,The Professionals,1966,7.3
48820,Wotan Wilke Möhring,Männerherzen,2009,6.2
48821,Wren Walker,Peelers,2017,4.1
48822,Wu Bai,Time and Tide,2000,6.9
48823,Wyatt Cenac,Wyatt Cenac: Brooklyn,2014,6.3
48824,Wyatt Oleff,I Am Not Okay With This,2020,7.6
48825,Wyatt Russell,22 минуты,2014,7.0
48826,Wyatt Russell,22 Jump Street,2014,7.0
48827,Wyatt Russell,Ingrid Goes West,2017,6.6
48828,Wyatt Russell,Overlord,2018,6.6
48829,Xavi Ayén,Gabo: The Creation of Gabriel García Márquez,2015,7.3
48830,Xavier Atkins,Child 44,2015,6.5
48831,Xavier Dolan,Heartbeats,2010,7.1
48832,Xia Vigor,Miracle in Cell No. 7,2020,7.5
48833,Xian Li,Go Go Squid,2019,7.7
48834,Xian Lim,Love the Way U Lie,2020,5.8
48835,Xiao Yu,One Night Stud,2015,5.1
48836,Xiaogang Feng,Kung Fu Hustle,2005,7.7
48837,Xiaogang Feng,Mr. Six,2015,7.0
48838,Xiaoming Huang,Ip Man 2,2010,7.5
48839,Ximena Romo,The Day of the Lord,2020,4.9
48840,Xing Fei,Put Your Head on My Shoulder,2019,7.9
48841,Xolani Mali,Hotel Rwanda,2005,8.1
48842,Xueying Zhao,Mountain Patrol: Kekexili,2004,7.6
48843,Xyriel Manabat,Sisterakas,2012,5.4
48844,Yacob Alfarhan,Zero distance,2020,7.0
48845,Yahya Gaier,Dummie de Mummie,2014,6.0
48846,Yan Tang,Assembly,2007,7.3
48847,Yan Tang,Diamond Lover,2015,6.3
48848,Yan Tang,The Princess Wei Young,2016,7.7
48849,Yana Samsudin,"Aku Ada, Kau Ada???",2012,4.1
48850,Yance Ford,Strong Island,2017,6.4
48851,Yang Chen,Flavorful Origins,2019,7.7
48852,Yang Dae-Hyeok,Sweet Munchies,2020,7.0
48853,Yang Yang,Love O2O,2016,8.0
48854,Yang Yang,Love O2O,2016,8.0
48855,Yanmanzi Zhu,Unrequited Love,2019,7.3
48856,Yann Hnautra,Yamakasi,2001,6.2
48857,Yanting Lü,Ne Zha,2019,7.5
48858,Yasemin Kurttekin,Siccin 4,2017,6.3
48859,Yaser Galal,Prince of the Seas,2009,5.2
48860,Yashpal Sharma,Chameli,2003,7.0
48861,Yashpal Sharma,Rowdy Rathore,2012,5.7
48862,Yashpal Sharma,Tiger,2016,6.4
48863,Yashua Mack,Wendy,2020,5.7
48864,Yassi Pressman,For the Broken Hearted,2018,6.8
48865,Yassine Zeroual,Murder on The Orient Express,2017,6.5
48866,Yasufumi Hayashi,Godzilla vs. Destoroyah,1995,7.0
48867,Yasuko Matsui,In the Realm of the Senses,1977,6.6
48868,Yasuko Sawaguchi,The Return of Godzilla,1984,7.0
48869,Yasuyuki Kase,Eureka Seven,2006,8.1
48870,Yatong Cai,Find Yourself,2020,7.8
48871,Yayan Ruhian,The Raid,2012,7.6
48872,Yayan Ruhian,Tarung Sarung,2020,5.9
48873,Yazid Aït,All About Love,2001,5.3
48874,Yaël Abecassis,Driver,2018,6.6
48875,Ydaiber Orozco,Blue Ruin,2014,7.1
48876,Ye-ju Jin,My Only Love Song,2017,6.8
48877,Yellow Magic Orchestra,Ryuichi Sakamoto: Coda,2018,7.7
48878,Yeo Jin-gu,My Absolute Boyfriend,2019,6.8
48879,Yeo-jeong Cho,Obsessed,2014,6.1
48880,Yeo-jeong Cho,Parasite,2019,8.6
48881,Yeon Je Hyung,House of the Disappeared,2017,6.4
48882,Yeon Je Hyung,Forgotten,2017,7.4
48883,Yeon-Soo Ha,Rich Man,2018,6.7
48884,Yeon-Soo Ha,Rosebud,2019,6.3
48885,Yeong-Seon Kim,A Man and a Woman,2016,6.8
48886,Yeong-gyu Park,Secret Zoo,2020,6.1
48887,Yeong-hie Seo,The Chaser,2008,7.8
48888,Yeong-hie Seo,The Wrath,2018,5.2
48889,Yeong-hie Seo,The Accidental Detective 2: In Action,2018,6.5
48890,Yeong-hie Seo,Night of the Undead,2020,5.3
48891,Yeong-jin Jo,Secret Sunshine,2010,7.5
48892,Yesh Burce,Gaya Sa Pelikula,2020,8.7
48893,Yeshela Crommelin,Pluk Van De Petteflet,2004,6.2
48894,Ygor Manoel,Campo Grande,2015,6.3
48895,Yi Cheng,Love and Redemption,2020,8.3
48896,Yi Shin,Sex Is Zero II,2007,6.1
48897,Yi-yeong Shim,A Tale of Legendary Libido,2008,5.3
48898,Yifei Liu,The Return of the Condor Heroes,2006,7.3
48899,Yifeng Li,Animal World,2018,6.5
48900,Yihong Duan,Wind Blast,2010,5.1
48901,Yihong Duan,The Looming Storm,2017,6.5
48902,Yihong Duan,Battle of Memories,2017,6.5
48903,Yinan Chen,Crazy Little Thing Called Love,1996,6.1
48904,Ying Huang,Dragon Nest: Warriors Dawn,2014,6.3
48905,Ying Qu,The Twins Effect II,2004,4.9
48906,Ying-Hsuan Hsieh,Dear Ex,2018,7.4
48907,Ying-Hsuan Hsieh,Little Big Women,2020,7.3
48908,Yingsak Chonglertjetsadawong,Oh My Ghost,2009,4.9
48909,Yitian Hai,The Monkey King: Havoc in Heavens Palace,2016,4.9
48910,Yitian Hu,A Love So Beautiful,2017,8.1
48911,Yitian Hu,A Love So Beautiful,2017,8.1
48912,Yiyun Ye,Everybodys Fine,2016,5.9
48913,Yizhe Wang,Yanxi Palace: Princess Adventures,2019,5.9
48914,Yogi Babu,Jada,2019,5.5
48915,Yogi Babu,Asura Guru,2020,3.2
48916,Yograj Singh,Motor Mitraan Di,2016,6.1
48917,Yoji Tanaka,Akagi,2015,8.2
48918,Yoko Sakamoto,Ocean Waves,1994,6.7
48919,Yonda Thomas,Seriously Single,2020,4.4
48920,Yonda Thomas,How To Ruin Christmas,2020,6.0
48921,Yong-hwa Jung,You Are Beautiful,2009,7.7
48922,Yong-hwa Jung,Heartstrings,2011,7.2
48923,Yong-hwa Jung,Cook Up A Storm,2017,6.4
48924,Yong-woo Park,Blood Rain,2005,6.6
48925,Yong-woo Park,Love Now,2007,6.1
48926,Yoo In-Na,My Love from the Star,2013,8.2
48927,Yoo Ji-Tae,Svaha: The Sixth Finger,2019,6.3
48928,Yoo Se-Yoon,Abnormal Summit,2014,7.4
48929,Yoo Seung-ho,Seondal: The Man Who Sells the River,2016,6.5
48930,Yoo Seung-ho,The Emperor Owner of the Mask,2017,7.4
48931,Yoo Yeon-Seok,Reply 1994,2013,7.9
48932,Yoo Yeon-Seok,"Love, Lies",2016,6.5
48933,Yoo Yeon-Seok,Mr. Sunshine,2018,8.8
48934,Yoo Yeon-Seok,Hospital Playlist,2020,8.7
48935,Yoo-Bin Sung,Last Child,2017,6.7
48936,Yoo-Jeong Kim,Tidal Wave,2009,5.6
48937,Yoo-Jeong Kim,Thread of Lies,2014,6.7
48938,Yoo-Jeong Kim,Angry Mom,2015,7.6
48939,Yoo-Jeong Kim,Clean with Passion for Now,2018,6.5
48940,Yoo-Mi Lee,Outdoor Begins,2017,4.8
48941,Yoo-chun Park,Missing You,2012,7.7
48942,Yoo-chun Park,Sea Fog,2014,6.9
48943,Yoo-chun Park,The Girl Who Sees Scents,2015,7.1
48944,Yoo-chun Park,Lucid Dream,2017,6.1
48945,Yoo-ram Bae,Be with You,2018,7.7
48946,Yoon Kyesang,The Bacchus Lady,2016,7.1
48947,Yoon Sang-Hyun,Shopping King Louis,2016,7.4
48948,Yoon-Seong Kim,Perfect Number,2012,6.9
48949,Yoon-ho Ji,Argon,2017,7.4
48950,Yoon-young Choi,As One,2012,7.0
48951,Yoriko Angeline,Dilan 1990,2018,7.2
48952,Yosef Dweik,Hamzas Suitcase,2010,8.1
48953,Yosei Bun,Ping Pong the Animation,2014,8.6
48954,Yoshiaki Nishimura,The Modest Heroes of Studio Ponoc,2019,6.5
48955,Yoshihiko Hakamada,Toki o kakeru shôjo,1994,8.3
48956,Yoshihiko Hakamada,The Cat Returns,2005,7.2
48957,Yoshihiko Hakamada,Ju-on: The Beginning of the End,2014,5.2
48958,Yoshihiko Hakamada,Desperate Sunflowers,2016,5.7
48959,Yoshimasa Hosoya,Kurokos Basketball,2012,8.3
48960,Yoshimasa Hosoya,Wolf Girl and Black Prince,2014,7.1
48961,Yoshimasa Hosoya,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,7.4
48962,Yoshimasa Hosoya,Tanaka-kun Is Always Listless,2016,7.6
48963,Yoshimasa Hosoya,Megalo Box,2018,7.8
48964,Yoshimasa Hosoya,Banana Fish,2018,8.0
48965,Yoshimasa Hosoya,Brand New Animal,2020,7.3
48966,Yoshimi Kondou,5 Centimeters Per Second,2007,7.6
48967,Yoshino Kimura,Sakuran,2007,6.9
48968,Yoshino Kimura,Confessions,2010,7.8
48969,Yoshino Kimura,Hot Road,2014,5.9
48970,Yoshinori Okada,Three Nobunagas,2019,4.5
48971,Yoshio Tsuchiya,Frankenstein Conquers the World,1966,5.5
48972,Yoshitsugu Matsuoka,Eromanga Sensei,2017,5.4
48973,Yoshiyoshi Arakawa,Liar Game: The Final Stage,2010,7.2
48974,Yosuke Kishi,Uchu Sentai Kyuranger the Movie: Geth Indaver Strikes Back,2017,6.9
48975,Yosuke Kishi,Uchu Sentai Kyuranger vs. Space Squad,2018,7.7
48976,You,Terrace House: Closing Door,2015,5.7
48977,You,Terrace House: Aloha State,2016,7.5
48978,You,Terrace House: Opening New Doors,2017,7.8
48979,You Taichi,Grimoire of Zero,2017,7.0
48980,Young Dais,Twisted Justice,2016,6.3
48981,Yousra El Lozy,Love Station,2011,5.5
48982,Youssef Baroud,Waiting,2006,5.1
48983,Yu Asakawa,Fate/stay night: Heavens Feel II. Lost Butterfly,2019,8.0
48984,Yu Hayashi,Muhyo and Rojis Bureau of Supernatural Investigation,2018,6.6
48985,Yu-Wei Shao,Back to 1989,2016,8.4
48986,Yuanyuan Gao,Dont Go Breaking My Heart,2011,6.5
48987,Yuanyuan Gao,Blind Detective,2013,6.5
48988,Yuanyuan Gao,Dont Go Breaking My Heart 2,2014,5.5
48989,Yuchang Peng,Our Shining Days,2017,6.8
48990,Yudhveer Bakoliya,Arjun: The Warrior Prince,2012,6.8
48991,Yui,A Song to the Sun,2006,7.2
48992,Yui Horie,Fruits Basket,2001,7.9
48993,Yui Horie,Vampire Knight,2008,7.4
48994,Yui Horie,Zoku Owarimonogatari,2018,7.9
48995,Yui Ichikawa,Ju-On 2,2003,6.4
48996,Yui Natsukawa,Shikoku,1999,5.5
48997,Yui Natsukawa,The Graduation,2003,7.0
48998,Yui Natsukawa,He Who Cant Marry,2006,8.2
48999,Yuichiro Umehara,Snow White with the Red Hair,2015,7.8
49000,Yuika Motokariya,DROP,2009,6.6
49001,Yuka,A Letter to Momo,2012,7.3
49002,Yuka Iguchi,A Place Further than the Universe,2018,8.2
