Title,Series or Movie,IMDb Score,Genre,Year2
The Break,Series,7.7,THRILLER,2019
Doctor Prisoner,Series,7.7,THRILLER,2019
Criminal: UK,Series,7.6,THRILLER,2019
Crime Diaries: The Candidate,Series,7.6,THRILLER,2019
The Twelve,Series,7.5,THRILLER,2019
Black Earth Rising,Series,7.4,THRILLER,2019
Green Frontier,Series,7.3,THRILLER,2019
Preso No. 1,Series,7.2,THRILLER,2019
Bitter Daisies,Series,7.1,THRILLER,2019
The Society,Series,7.1,THRILLER,2019
Il nome della rosa,Series,7.0,THRILLER,2019
Jujutsu Kaisen,Series,8.7,THRILLER,2020
Caliphate,Series,8.2,THRILLER,2020
Glitch Techs,Series,7.9,THRILLER,2020
Giri / Haji,Series,7.9,THRILLER,2020
BEASTARS,Series,7.8,THRILLER,2020
My Dangerous Wife,Series,7.8,THRILLER,2020
Alice in Borderland,Series,7.7,THRILLER,2020
Moriarty the Patriot,Series,7.7,THRILLER,2020
Voice,Series,7.7,THRILLER,2020
Outer Banks,Series,7.6,THRILLER,2020
Messiah,Series,7.6,THRILLER,2020
Sleepless Society: Insomnia,Series,7.5,THRILLER,2020
The Victims Game,Series,7.4,THRILLER,2020
White House Farm,Series,7.4,THRILLER,2020
The Haunting of Bly Manor,Series,7.4,THRILLER,2020
The Good Detective,Series,7.4,THRILLER,2020
The Great Heist,Series,7.3,THRILLER,2020
Baptiste,Series,7.3,THRILLER,2020
The Salisbury Poisonings,Series,7.3,THRILLER,2020
Ratched,Series,7.3,THRILLER,2020
Demon Slayer: Kimetsu no Yaiba,Series,8.7,THRILLER,2021
Capitani,Series,7.1,THRILLER,2021
50M2,Series,7.0,THRILLER,2021
The Unsettling,Series,5.1,THRILLER,2021
Spartacus,Series,8.5,BIOGRAPHY,2010
The Legend of Bruce Lee,Series,7.0,BIOGRAPHY,2010
"Pablo Escobar, el patron del mal",Series,8.5,BIOGRAPHY,2012
She-Wolves: England’s Early Queens,Series,8.0,BIOGRAPHY,2012
The Iron Lady,Series,6.4,BIOGRAPHY,2012
Brave Miss World,Series,7.0,BIOGRAPHY,2014
The Liberator,Series,6.8,BIOGRAPHY,2014
Narcos,Series,8.8,BIOGRAPHY,2015
Spotlight,Series,8.1,BIOGRAPHY,2015
Sinatra: All or Nothing at All,Series,8.0,BIOGRAPHY,2015
Yunus Emre,Series,7.9,BIOGRAPHY,2015
Aquarius,Series,7.1,BIOGRAPHY,2015
The Crown,Series,8.7,BIOGRAPHY,2016
The Assassination of Gianni Versace,Series,8.4,BIOGRAPHY,2016
The People v. O.J. Simpson,Series,8.4,BIOGRAPHY,2016
The Durrells,Series,8.2,BIOGRAPHY,2016
Medici: Masters of Florence,Series,7.9,BIOGRAPHY,2016
Versailles,Series,7.9,BIOGRAPHY,2016
Genius of the Modern World,Series,7.6,BIOGRAPHY,2016
The Defiant Ones,Series,8.5,BIOGRAPHY,2017
Time: The Kalief Browder Story,Series,8.5,BIOGRAPHY,2017
Three Girls,Series,8.2,BIOGRAPHY,2017
The Story of Diana,Series,8.0,BIOGRAPHY,2017
Alias Grace,Series,7.8,BIOGRAPHY,2017
Trump: An American Dream,Series,7.2,BIOGRAPHY,2017
The Hollywood Masters,Series,7.2,BIOGRAPHY,2017
Wormwood,Series,7.0,BIOGRAPHY,2017
The Day I Met El Chapo,Series,6.9,BIOGRAPHY,2017
Maria Magdalena,Series,8.4,BIOGRAPHY,2018
Bobby Kennedy for President,Series,8.2,BIOGRAPHY,2018
Hitlers Circle of Evil,Series,8.0,BIOGRAPHY,2018
Unsolved,Series,7.9,BIOGRAPHY,2018
Nicky Jam: El Ganador,Series,7.8,BIOGRAPHY,2018
A Very English Scandal,Series,7.7,BIOGRAPHY,2018
When They See Us,Series,8.9,BIOGRAPHY,2019
Voice,Series,7.9,BIOGRAPHY,2019
Monzón: A Knockout Blow,Series,7.9,BIOGRAPHY,2019
The Naked Director,Series,7.8,BIOGRAPHY,2019
Conversations with a Killer: The Ted Bundy Tapes,Series,7.8,BIOGRAPHY,2019
Apache: The Life of Carlos Tevez,Series,6.6,BIOGRAPHY,2019
The Spy,Series,6.1,BIOGRAPHY,2019
The Last Dance,Series,9.2,BIOGRAPHY,2020
Bad Boy Billionaires: India,Series,8.0,BIOGRAPHY,2020
BREAK IT ALL: The History of Rock in Latin America,Series,7.7,BIOGRAPHY,2020
White House Farm,Series,7.4,BIOGRAPHY,2020
Selena: The Series,Series,6.6,BIOGRAPHY,2020
Freud,Series,6.5,BIOGRAPHY,2020
Hillary,Series,6.4,BIOGRAPHY,2020
Pretend It’s a City,Series,8.2,BIOGRAPHY,2021
Breakout,Series,7.9,DOCUMENTARY,2010
Ancient Aliens,Series,7.5,DOCUMENTARY,2010
Babies,Series,7.1,DOCUMENTARY,2010
Inside the World’s Toughest Prisons,Series,6.4,DOCUMENTARY,2010
Surviving Death,Series,5.8,DOCUMENTARY,2010
The Underwear,Series,5.3,DOCUMENTARY,2010
Ethos,Series,7.5,DOCUMENTARY,2011
The Code,Series,7.4,DOCUMENTARY,2011
Geheimnisse des Dritten Reichs,Series,7.2,DOCUMENTARY,2011
Teen Mom 2,Series,4.3,DOCUMENTARY,2011
Highway Thru Hell,Series,8.1,DOCUMENTARY,2012
She-Wolves: England’s Early Queens,Series,8.0,DOCUMENTARY,2012
MeatEater,Series,7.8,DOCUMENTARY,2012
Operation Ouch!,Series,7.6,DOCUMENTARY,2012
Outback Truckers,Series,7.5,DOCUMENTARY,2012
Nicht nachmachen!,Series,7.3,DOCUMENTARY,2012
Americas Book of Secrets,Series,6.8,DOCUMENTARY,2012
Los tiempos de Pablo Escobar,Series,6.7,DOCUMENTARY,2012
Marvel Anime: Wolverine,Series,6.7,DOCUMENTARY,2012
Anthony Bourdain: Parts Unknown,Series,8.8,DOCUMENTARY,2013
Russell Peters vs. the World,Series,5.6,DOCUMENTARY,2013
Top Gear: The Perfect Road Trip,Series,7.9,DOCUMENTARY,2014
The Mekong River with Sue Perkins,Series,7.8,DOCUMENTARY,2014
Monty Python Best Bits (mostly),Series,7.5,DOCUMENTARY,2014
Everyday Miracles,Series,7.4,DOCUMENTARY,2014
David Beckham: Into the Unknown,Series,7.1,DOCUMENTARY,2014
The Curse of Oak Island,Series,7.0,DOCUMENTARY,2014
Brave Miss World,Series,7.0,DOCUMENTARY,2014
72 Dangerous Animals: Australia,Series,7.0,DOCUMENTARY,2014
Hormones,Series,6.6,DOCUMENTARY,2014
Making a Murderer,Series,8.6,DOCUMENTARY,2015
Chefs Table,Series,8.6,DOCUMENTARY,2015
Shark,Series,8.4,DOCUMENTARY,2015
Tales by Light,Series,8.3,DOCUMENTARY,2015
Creators,Series,8.3,DOCUMENTARY,2015
Sinatra: All or Nothing at All,Series,8.0,DOCUMENTARY,2015
Secrets of Great British Castles,Series,7.8,DOCUMENTARY,2015
Reggie Yates Extreme,Series,7.7,DOCUMENTARY,2015
A Year In Space,Series,7.4,DOCUMENTARY,2015
The Cuba Libre Story,Series,7.4,DOCUMENTARY,2015
Genius of the Ancient World,Series,7.3,DOCUMENTARY,2015
Special Forces: Ultimate Hell Week,Series,7.3,DOCUMENTARY,2015
Conspiracy,Series,6.3,DOCUMENTARY,2015
Caught on Camera,Series,5.6,DOCUMENTARY,2015
Leah Remini: Scientology and the Aftermath,Series,9.1,DOCUMENTARY,2016
Last Chance U,Series,8.5,DOCUMENTARY,2016
Hip-Hop Evolution,Series,8.4,DOCUMENTARY,2016
The Creative Indians,Series,8.4,DOCUMENTARY,2016
Paul Hollywoods Big Continental Road Trip,Series,8.4,DOCUMENTARY,2016
King’s War,Series,8.2,DOCUMENTARY,2016
Cooked,Series,8.1,DOCUMENTARY,2016
Real Detective,Series,8.1,DOCUMENTARY,2016
The Story of God with Morgan Freeman,Series,7.9,DOCUMENTARY,2016
The Beginning and End of the Universe,Series,7.8,DOCUMENTARY,2016
Race for the White House,Series,7.8,DOCUMENTARY,2016
given,Series,7.7,DOCUMENTARY,2016
Empire of the Tsars,Series,7.6,DOCUMENTARY,2016
Genius of the Modern World,Series,7.6,DOCUMENTARY,2016
Chelsea,Series,7.3,DOCUMENTARY,2016
Chelsea Does,Series,7.3,DOCUMENTARY,2016
Fearless,Series,7.2,DOCUMENTARY,2016
Dark Net,Series,7.1,DOCUMENTARY,2016
DCs Legends of Tomorrow,Series,7.1,DOCUMENTARY,2016
Heavy Rescue: 401,Series,7.0,DOCUMENTARY,2016
Stranger,Series,9.0,DOCUMENTARY,2017
The Repair Shop,Series,8.7,DOCUMENTARY,2017
Daughters of Destiny,Series,8.6,DOCUMENTARY,2017
The Defiant Ones,Series,8.5,DOCUMENTARY,2017
Time: The Kalief Browder Story,Series,8.5,DOCUMENTARY,2017
Abstract: The Art of Design,Series,8.4,DOCUMENTARY,2017
The Keepers,Series,8.1,DOCUMENTARY,2017
The Toys That Made Us,Series,8.1,DOCUMENTARY,2017
The Story of Diana,Series,8.0,DOCUMENTARY,2017
13 Reasons Why: Beyond the Reasons,Series,7.9,DOCUMENTARY,2017
Baby Ballroom,Series,7.8,DOCUMENTARY,2017
Amazing Hotels: Life Beyond the Lobby,Series,7.7,DOCUMENTARY,2017
Jack Whitehall: Travels with My Father,Series,7.7,DOCUMENTARY,2017
The Worlds Most Extraordinary Homes,Series,7.6,DOCUMENTARY,2017
Beyond Stranger Things,Series,7.5,DOCUMENTARY,2017
The Confession Tapes,Series,7.5,DOCUMENTARY,2017
Shot in the Dark,Series,7.5,DOCUMENTARY,2017
The Windsors,Series,7.5,DOCUMENTARY,2017
Phi,Series,7.4,DOCUMENTARY,2017
Age of Tanks,Series,7.3,DOCUMENTARY,2017
Flavours of Romania,Series,9.5,DOCUMENTARY,2018
Regiment Diaries,Series,9.1,DOCUMENTARY,2018
Haunted,Series,8.5,DOCUMENTARY,2018
Medal of Honor,Series,8.4,DOCUMENTARY,2018
November 13: Attack on Paris,Series,8.3,DOCUMENTARY,2018
Bobby Kennedy for President,Series,8.2,DOCUMENTARY,2018
Wild Wild Country,Series,8.2,DOCUMENTARY,2018
Somebody Feed Phil,Series,8.2,DOCUMENTARY,2018
Sunderland Til I Die,Series,8.1,DOCUMENTARY,2018
Explained,Series,8.1,DOCUMENTARY,2018
Dogs,Series,8.1,DOCUMENTARY,2018
Brainchild,Series,8.0,DOCUMENTARY,2018
Hitlers Circle of Evil,Series,8.0,DOCUMENTARY,2018
Flint Town,Series,7.9,DOCUMENTARY,2018
Ugly Delicious,Series,7.8,DOCUMENTARY,2018
Rust Valley Restorers,Series,7.8,DOCUMENTARY,2018
Salt Fat Acid Heat,Series,7.7,DOCUMENTARY,2018
Churchill’s Secret Agents: The New Recruits,Series,7.7,DOCUMENTARY,2018
Shine On with Reese,Series,7.7,DOCUMENTARY,2018
Inside the Real Narcos,Series,7.6,DOCUMENTARY,2018
Our Planet,Series,9.3,DOCUMENTARY,2019
Greatest Events of WWII in Colour,Series,8.7,DOCUMENTARY,2019
Formula 1: Drive to Survive,Series,8.6,DOCUMENTARY,2019
Valor,Series,8.2,DOCUMENTARY,2019
The Chef Show,Series,8.2,DOCUMENTARY,2019
"The Mind, Explained",Series,8.0,DOCUMENTARY,2019
Examination of Conscience,Series,8.0,DOCUMENTARY,2019
Unnatural Selection,Series,8.0,DOCUMENTARY,2019
Street Food,Series,8.0,DOCUMENTARY,2019
Dont F**k with Cats: Hunting an Internet Killer,Series,8.0,DOCUMENTARY,2019
Matchday: Inside FC Barcelona,Series,8.0,DOCUMENTARY,2019
Inside Bills Brain: Decoding Bill Gates,Series,7.9,DOCUMENTARY,2019
Conversations with a Killer: The Ted Bundy Tapes,Series,7.8,DOCUMENTARY,2019
Taco Chronicles,Series,7.8,DOCUMENTARY,2019
Diagnosis,Series,7.8,DOCUMENTARY,2019
Magical Land of Oz,Series,7.7,DOCUMENTARY,2019
Killer Ratings,Series,7.7,DOCUMENTARY,2019
Flavorful Origins,Series,7.7,DOCUMENTARY,2019
Surviving R. Kelly,Series,7.6,DOCUMENTARY,2019
The Devil Next Door,Series,7.6,DOCUMENTARY,2019
The Last Dance,Series,9.2,DOCUMENTARY,2020
Lenox Hill,Series,8.7,DOCUMENTARY,2020
Love on the Spectrum,Series,8.5,DOCUMENTARY,2020
Night on Earth,Series,8.2,DOCUMENTARY,2020
The Trials of Gabriel Fernandez,Series,8.2,DOCUMENTARY,2020
Cheer,Series,8.1,DOCUMENTARY,2020
Down to Earth with Zac Efron,Series,8.1,DOCUMENTARY,2020
Rise of Empires: Ottoman,Series,8.0,DOCUMENTARY,2020
The Innocence Files,Series,8.0,DOCUMENTARY,2020
The Chef in a Truck,Series,8.0,DOCUMENTARY,2020
Bad Boy Billionaires: India,Series,8.0,DOCUMENTARY,2020
Street Food: Latin America,Series,7.9,DOCUMENTARY,2020
SanPa: Sins of the Savior,Series,7.9,DOCUMENTARY,2020
The Pharmacist,Series,7.7,DOCUMENTARY,2020
BREAK IT ALL: The History of Rock in Latin America,Series,7.7,DOCUMENTARY,2020
"Coronavirus, Explained",Series,7.7,DOCUMENTARY,2020
Mystery Lab,Series,7.6,DOCUMENTARY,2020
Surviving R. Kelly Part II: The Reckoning,Series,7.6,DOCUMENTARY,2020
Who Killed Malcolm X?,Series,7.6,DOCUMENTARY,2020
Theyve Gotta Have Us,Series,7.6,DOCUMENTARY,2020
Im Sorry,Series,9.2,DOCUMENTARY,2021
Headspace Guide to Meditation,Series,8.6,DOCUMENTARY,2021
Pretend It’s a City,Series,8.2,DOCUMENTARY,2021
Night Stalker: The Hunt for a Serial Killer,Series,7.5,DOCUMENTARY,2021
We Are: The Brooklyn Saints,Series,7.0,DOCUMENTARY,2021
Nadiya Bakes,Series,6.8,DOCUMENTARY,2021
History of Swear Words,Series,6.5,DOCUMENTARY,2021
Crime Scene: The Vanishing at the Cecil Hotel,Series,5.9,DOCUMENTARY,2021
Sherlock,Series,9.1,MYSTERY,2010
The Tatami Galaxy,Series,8.5,MYSTERY,2010
Luther,Series,8.5,MYSTERY,2010
Millennium,Series,8.4,MYSTERY,2010
Scooby-Doo!: Mystery Incorporated,Series,8.0,MYSTERY,2010
Unriddle,Series,7.8,MYSTERY,2010
Pretty Little Liars,Series,7.4,MYSTERY,2010
Vexed,Series,7.3,MYSTERY,2010
Abandoned,Series,5.1,MYSTERY,2010
Leyla and Mecnun,Series,9.1,MYSTERY,2011
The Bridge,Series,8.6,MYSTERY,2011
Homeland,Series,8.3,MYSTERY,2011
Madoka Magica,Series,8.3,MYSTERY,2011
Anohana: The Flower We Saw That Day,Series,8.2,MYSTERY,2011
Death in Paradise,Series,7.8,MYSTERY,2011
Gosick,Series,7.4,MYSTERY,2011
Arne Dahl,Series,6.8,MYSTERY,2011
Blood-C,Series,6.3,MYSTERY,2011
Line of Duty,Series,8.7,MYSTERY,2012
Miss Fishers Murder Mysteries,Series,8.3,MYSTERY,2012
Psycho-Pass,Series,8.2,MYSTERY,2012
Subat,Series,8.1,MYSTERY,2012
Doctor X Surgeon Michiko Daimon,Series,7.7,MYSTERY,2012
Another,Series,7.6,MYSTERY,2012
Arang and the Magistrate,Series,7.5,MYSTERY,2012
Arrow,Series,7.5,MYSTERY,2012
Shokuzai,Series,7.2,MYSTERY,2012
K,Series,7.2,MYSTERY,2012
Ace Attorney,Series,6.6,MYSTERY,2012
Detention,Series,5.7,MYSTERY,2012
Hannibal,Series,8.5,MYSTERY,2013
Broadchurch,Series,8.4,MYSTERY,2013
The Americans,Series,8.4,MYSTERY,2013
Steven Universe,Series,8.2,MYSTERY,2013
Bates Motel,Series,8.2,MYSTERY,2013
The Originals,Series,8.2,MYSTERY,2013
Shetland,Series,8.1,MYSTERY,2013
Ripper Street,Series,8.1,MYSTERY,2013
The Blacklist,Series,8.0,MYSTERY,2013
Top of the Lake,Series,7.5,MYSTERY,2013
Nowhere Boys,Series,7.2,MYSTERY,2013
Hemlock Grove,Series,7.1,MYSTERY,2013
Hostages,Series,6.7,MYSTERY,2013
The Files of Young Kindaichi,Series,6.0,MYSTERY,2013
Penn and Teller,Series,8.1,MYSTERY,2014
How to Get Away with Murder,Series,8.1,MYSTERY,2014
Gotham,Series,7.9,MYSTERY,2014
Terror in Resonance,Series,7.9,MYSTERY,2014
Janet King,Series,7.8,MYSTERY,2014
The 100,Series,7.6,MYSTERY,2014
Youre All Surrounded,Series,7.5,MYSTERY,2014
Hangar 1: The UFO Files,Series,7.3,MYSTERY,2014
Akbar Birbal,Series,7.3,MYSTERY,2014
Black Bullet,Series,7.0,MYSTERY,2014
Bitten,Series,7.0,MYSTERY,2014
Emergency Interrogation Room,Series,6.9,MYSTERY,2014
Detective Conan,Series,6.8,MYSTERY,2014
The Guest,Series,6.7,MYSTERY,2014
Odd Squad,Series,6.5,MYSTERY,2014
Trick Shinsaku Special,Series,5.4,MYSTERY,2014
Doble Kara,Series,8.8,MYSTERY,2015
Sense8,Series,8.3,MYSTERY,2015
Death Parade,Series,7.9,MYSTERY,2015
Armans Geheimnis,Series,7.9,MYSTERY,2015
The Hateful Eight: Extended Version,Series,7.8,MYSTERY,2015
Who Are You: School 2015,Series,7.7,MYSTERY,2015
12 Monkeys,Series,7.7,MYSTERY,2015
Hinterland,Series,7.6,MYSTERY,2015
The Magicians,Series,7.6,MYSTERY,2015
London Spy,Series,7.5,MYSTERY,2015
Dark Matter,Series,7.5,MYSTERY,2015
Blindspot,Series,7.4,MYSTERY,2015
Mar de Plástico,Series,7.2,MYSTERY,2015
SCHOOL-LIVE!,Series,7.2,MYSTERY,2015
Scream,Series,7.2,MYSTERY,2015
The Club,Series,7.2,MYSTERY,2015
Scream Queens,Series,7.1,MYSTERY,2015
O Grande Gonzalez,Series,7.1,MYSTERY,2015
Case,Series,7.1,MYSTERY,2015
A Corpse Is Buried Under Sakurakos Feet,Series,6.9,MYSTERY,2015
Lastman,Series,8.7,MYSTERY,2016
Stranger Things,Series,8.7,MYSTERY,2016
Erased,Series,8.5,MYSTERY,2016
Ask the StoryBots,Series,8.4,MYSTERY,2016
46,Series,8.4,MYSTERY,2016
Dirk Gentlys Holistic Detective Agency,Series,8.3,MYSTERY,2016
El Marginal,Series,8.2,MYSTERY,2016
Re:ZERO -Starting Life in Another World-,Series,8.1,MYSTERY,2016
Re: Life in a different world from zero,Series,8.1,MYSTERY,2016
Travelers,Series,8.1,MYSTERY,2016
The Exorcist,Series,8.0,MYSTERY,2016
Medici: Masters of Florence,Series,7.9,MYSTERY,2016
The OA,Series,7.9,MYSTERY,2016
Hap and Leonard,Series,7.7,MYSTERY,2016
The Five,Series,7.7,MYSTERY,2016
Bungo Stray Dogs,Series,7.7,MYSTERY,2016
Ajin,Series,7.6,MYSTERY,2016
Midnight Sun,Series,7.5,MYSTERY,2016
Frequency,Series,7.5,MYSTERY,2016
Springvloed,Series,7.5,MYSTERY,2016
Dark,Series,8.8,MYSTERY,2017
Twin Peaks,Series,8.5,MYSTERY,2017
Made in Abyss,Series,8.4,MYSTERY,2017
Day and Night,Series,8.3,MYSTERY,2017
La casa de papel,Series,8.3,MYSTERY,2017
American Vandal,Series,8.2,MYSTERY,2017
Happy!,Series,8.2,MYSTERY,2017
Trapped,Series,8.1,MYSTERY,2017
Defendant,Series,8.1,MYSTERY,2017
Mystery Science Theater 3000: The Return,Series,8.0,MYSTERY,2017
Save Me,Series,8.0,MYSTERY,2017
The Sinner,Series,7.9,MYSTERY,2017
The Ancient Magus Bride,Series,7.8,MYSTERY,2017
A Series of Unfortunate Events,Series,7.8,MYSTERY,2017
Burning Ice,Series,7.6,MYSTERY,2017
Girls Last Tour,Series,7.6,MYSTERY,2017
The Lady in Dignity,Series,7.6,MYSTERY,2017
13 Reasons Why,Series,7.6,MYSTERY,2017
Free Rein,Series,7.3,MYSTERY,2017
Ingobernable,Series,7.1,MYSTERY,2017
Sky Castle,Series,8.7,MYSTERY,2018
The Haunting of Hill House,Series,8.6,MYSTERY,2018
Haunted,Series,8.5,MYSTERY,2018
The Gifted,Series,8.4,MYSTERY,2018
Steins;Gate 0,Series,8.4,MYSTERY,2018
Unforgotten,Series,8.2,MYSTERY,2018
Misty,Series,8.2,MYSTERY,2018
Whats Wrong with Secretary Kim,Series,8.1,MYSTERY,2018
Come and Hug Me,Series,8.1,MYSTERY,2018
Rascal Does Not Dream of Bunny Girl Senpai,Series,8.1,MYSTERY,2018
Girl from Nowhere,Series,7.8,MYSTERY,2018
The Alienist,Series,7.7,MYSTERY,2018
Castle Rock,Series,7.6,MYSTERY,2018
Chilling Adventures of Sabrina,Series,7.5,MYSTERY,2018
Legacies,Series,7.5,MYSTERY,2018
Secret City,Series,7.4,MYSTERY,2018
The Frankenstein Chronicles,Series,7.3,MYSTERY,2018
Lost in Space,Series,7.3,MYSTERY,2018
The Hollow,Series,7.2,MYSTERY,2018
Deadwind,Series,7.2,MYSTERY,2018
The Untamed,Series,8.9,MYSTERY,2019
The Promised Neverland,Series,8.7,MYSTERY,2019
Beautiful World,Series,8.4,MYSTERY,2019
Agent,Series,8.4,MYSTERY,2019
Hotel Del Luna,Series,8.3,MYSTERY,2019
Doctor John,Series,8.2,MYSTERY,2019
The Witcher,Series,8.2,MYSTERY,2019
Russian Doll,Series,7.9,MYSTERY,2019
Carmen Sandiego,Series,7.9,MYSTERY,2019
Strangers from Hell,Series,7.9,MYSTERY,2019
He is psychometric,Series,7.8,MYSTERY,2019
VIP,Series,7.7,MYSTERY,2019
Doctor Prisoner,Series,7.7,MYSTERY,2019
Criminal: Germany,Series,7.7,MYSTERY,2019
In The Dark,Series,7.4,MYSTERY,2019
Black Money Love,Series,7.3,MYSTERY,2019
Criminal: France,Series,7.2,MYSTERY,2019
The Society,Series,7.1,MYSTERY,2019
Il nome della rosa,Series,7.0,MYSTERY,2019
Criminal: Spain,Series,6.9,MYSTERY,2019
Dorohedoro,Series,8.2,MYSTERY,2020
The King: Eternal Monarch,Series,8.2,MYSTERY,2020
The Uncanny Counter,Series,8.1,MYSTERY,2020
Mystic Pop-up Bar,Series,8.0,MYSTERY,2020
Tower of God,Series,7.9,MYSTERY,2020
Giri / Haji,Series,7.9,MYSTERY,2020
My Dangerous Wife,Series,7.8,MYSTERY,2020
BEASTARS,Series,7.8,MYSTERY,2020
Voice,Series,7.7,MYSTERY,2020
Alice in Borderland,Series,7.7,MYSTERY,2020
Moriarty the Patriot,Series,7.7,MYSTERY,2020
Mystery Lab,Series,7.6,MYSTERY,2020
Messiah,Series,7.6,MYSTERY,2020
Outer Banks,Series,7.6,MYSTERY,2020
Ragnarok,Series,7.5,MYSTERY,2020
White House Farm,Series,7.4,MYSTERY,2020
Darwin’s Game,Series,7.4,MYSTERY,2020
The Haunting of Bly Manor,Series,7.4,MYSTERY,2020
Find Me in Your Memory,Series,7.4,MYSTERY,2020
The Good Detective,Series,7.4,MYSTERY,2020
Cells at Work! CODE BLACK,Series,7.7,MYSTERY,2021
Capitani,Series,7.1,MYSTERY,2021
Crime Scene: The Vanishing at the Cecil Hotel,Series,5.9,MYSTERY,2021
The Walking Dead,Series,8.2,HORROR,2010
Scooby-Doo!: Mystery Incorporated,Series,8.0,HORROR,2010
El Cartel 2,Series,6.9,HORROR,2010
Exhibit A,Series,6.0,HORROR,2010
Metamorphosis,Series,3.6,HORROR,2010
American Horror Story,Series,8.0,HORROR,2011
Deadman Wonderland,Series,7.2,HORROR,2011
My Babysitters a Vampire,Series,7.0,HORROR,2011
Blood-C,Series,6.3,HORROR,2011
Desaparecidos,Series,3.0,HORROR,2011
JoJos Bizarre Adventure,Series,8.4,HORROR,2012
Another,Series,7.6,HORROR,2012
Shokuzai,Series,7.2,HORROR,2012
Inhuman Resources,Series,5.9,HORROR,2012
Detention,Series,5.7,HORROR,2012
Attack on Titan,Series,8.9,HORROR,2013
Hannibal,Series,8.5,HORROR,2013
The Masters Sun,Series,8.2,HORROR,2013
Bates Motel,Series,8.2,HORROR,2013
The Originals,Series,8.2,HORROR,2013
Nowhere Boys,Series,7.2,HORROR,2013
Blood Lad,Series,7.1,HORROR,2013
Hemlock Grove,Series,7.1,HORROR,2013
Worlds Most Wanted,Series,7.0,HORROR,2013
Worlds Oddest Animal Couples US,Series,7.0,HORROR,2013
Penny Dreadful,Series,8.2,HORROR,2014
Tokyo Ghoul,Series,7.9,HORROR,2014
Blue Exorcist,Series,7.5,HORROR,2014
Bitten,Series,7.0,HORROR,2014
ThirTEEN Terrors,Series,6.9,HORROR,2014
From Dusk Till Dawn,Series,6.9,HORROR,2014
Z Nation,Series,6.7,HORROR,2014
Ash vs. Evil Dead,Series,8.4,HORROR,2015
Death Parade,Series,7.9,HORROR,2015
iZombie,Series,7.8,HORROR,2015
Were Lalaloopsy,Series,7.7,HORROR,2015
SCHOOL-LIVE!,Series,7.2,HORROR,2015
Scream,Series,7.2,HORROR,2015
Scream Queens,Series,7.1,HORROR,2015
Blood,Series,6.9,HORROR,2015
Sweet Home,Series,5.2,HORROR,2015
Maniac,Series,4.6,HORROR,2015
Stranger Things,Series,8.7,HORROR,2016
Lastman,Series,8.7,HORROR,2016
Parasyte: The Maxim,Series,8.3,HORROR,2016
Re:ZERO -Starting Life in Another World-,Series,8.1,HORROR,2016
Re: Life in a different world from zero,Series,8.1,HORROR,2016
The Exorcist,Series,8.0,HORROR,2016
Ajin,Series,7.6,HORROR,2016
Crazyhead,Series,7.3,HORROR,2016
Kabaneri of the Iron Fortress,Series,7.2,HORROR,2016
Flowering Heart,Series,7.2,HORROR,2016
Strangled,Series,7.0,HORROR,2016
Berserk,Series,6.8,HORROR,2016
Slasher,Series,6.7,HORROR,2016
Van Helsing,Series,6.2,HORROR,2016
Darr Sabko Lagta Hai,Series,6.1,HORROR,2016
Demons Path,Series,6.1,HORROR,2016
The Neighbor,Series,5.8,HORROR,2016
Captive,Series,4.0,HORROR,2016
Home,Series,3.9,HORROR,2016
Castlevania,Series,8.2,HORROR,2017
A Korean Odyssey,Series,8.1,HORROR,2017
Mystery Science Theater 3000: The Return,Series,8.0,HORROR,2017
The Ancient Magus Bride,Series,7.8,HORROR,2017
Santa Clarita Diet,Series,7.8,HORROR,2017
The Kirlian Frequency,Series,7.6,HORROR,2017
Its Okay to Not Be Okay,Series,7.3,HORROR,2017
Creeped Out,Series,6.6,HORROR,2017
Super Monsters,Series,6.6,HORROR,2017
Ghost Wars,Series,6.3,HORROR,2017
La Luna Sangre,Series,5.7,HORROR,2017
Two Sentence Horror Stories,Series,5.6,HORROR,2017
Hotel Transylvania,Series,5.4,HORROR,2017
The Mist,Series,5.4,HORROR,2017
Superstition,Series,5.2,HORROR,2017
Whispers,Series,4.3,HORROR,2017
The Haunting of Hill House,Series,8.6,HORROR,2018
Mob Psycho 100,Series,8.5,HORROR,2018
Mob Psycho 100,Series,8.5,HORROR,2018
The Curious Creations of Christine McConnell,Series,7.8,HORROR,2018
Castle Rock,Series,7.6,HORROR,2018
Devilman Crybaby,Series,7.6,HORROR,2018
Legacies,Series,7.5,HORROR,2018
Chilling Adventures of Sabrina,Series,7.5,HORROR,2018
B: The Beginning,Series,7.2,HORROR,2018
Rotten,Series,7.0,HORROR,2018
GHOUL,Series,6.9,HORROR,2018
Sirius the Jaeger,Series,6.8,HORROR,2018
Diablero,Series,6.7,HORROR,2018
Lovely Horribly,Series,6.5,HORROR,2018
Revenge,Series,6.4,HORROR,2018
Angels of Death,Series,6.4,HORROR,2018
The Innocents,Series,6.3,HORROR,2018
Nightflyers,Series,5.9,HORROR,2018
Exorcist,Series,2.7,HORROR,2018
The Untamed,Series,8.9,HORROR,2019
The Promised Neverland,Series,8.7,HORROR,2019
"Love, Death and Robots",Series,8.5,HORROR,2019
Kingdom,Series,8.4,HORROR,2019
Hotel Del Luna,Series,8.3,HORROR,2019
Strangers from Hell,Series,7.9,HORROR,2019
