Title,Series or Movie,IMDb Score,Genre,Year2
Sherlock,Series,9.1,CRIME,2010
Young Justice,Series,8.6,CRIME,2010
Luther,Series,8.5,CRIME,2010
Millennium,Series,8.4,CRIME,2010
Scooby-Doo!: Mystery Incorporated,Series,8.0,CRIME,2010
Durarara!!,Series,7.9,CRIME,2010
Republic of Doyle,Series,7.3,CRIME,2010
Vexed,Series,7.3,CRIME,2010
Jack Taylor,Series,7.2,CRIME,2010
El Cartel 2,Series,6.9,CRIME,2010
Morden i Sandhamn,Series,6.8,CRIME,2010
Exhibit A,Series,6.0,CRIME,2010
The Bridge,Series,8.6,CRIME,2011
Top Boy,Series,8.4,CRIME,2011
Top Boy,Series,8.4,CRIME,2011
Homeland,Series,8.3,CRIME,2011
The Borgias,Series,7.9,CRIME,2011
Death in Paradise,Series,7.8,CRIME,2011
Tiger and Bunny,Series,7.5,CRIME,2011
Beyond Scared Straight!,Series,7.3,CRIME,2011
Those Who Kill,Series,7.2,CRIME,2011
Dragons Dogma,Series,7.1,CRIME,2011
Arne Dahl,Series,6.8,CRIME,2011
Instynkt,Series,3.9,CRIME,2011
Line of Duty,Series,8.7,CRIME,2012
"Pablo Escobar, el patron del mal",Series,8.5,CRIME,2012
Longmire,Series,8.3,CRIME,2012
Miss Fishers Murder Mysteries,Series,8.3,CRIME,2012
Psycho-Pass,Series,8.2,CRIME,2012
Subat,Series,8.1,CRIME,2012
Jormungand,Series,7.5,CRIME,2012
Arrow,Series,7.5,CRIME,2012
Shokuzai,Series,7.2,CRIME,2012
Paradoks,Series,7.0,CRIME,2012
Ace Attorney,Series,6.6,CRIME,2012
Varg Veum,Series,6.2,CRIME,2012
Wentworth,Series,8.6,CRIME,2013
Hannibal,Series,8.5,CRIME,2013
Broadchurch,Series,8.4,CRIME,2013
The Americans,Series,8.4,CRIME,2013
Brooklyn Nine-Nine,Series,8.4,CRIME,2013
Ray Donovan,Series,8.3,CRIME,2013
The Fall,Series,8.2,CRIME,2013
Shetland,Series,8.1,CRIME,2013
Orange Is the New Black,Series,8.1,CRIME,2013
Ripper Street,Series,8.1,CRIME,2013
The Blacklist,Series,8.0,CRIME,2013
2 Weeks,Series,8.0,CRIME,2013
Top of the Lake,Series,7.5,CRIME,2013
Dicte,Series,7.3,CRIME,2013
De Ridder,Series,7.1,CRIME,2013
El Senor de los cielos,Series,6.8,CRIME,2013
The Maria Lang Collection,Series,6.4,CRIME,2013
Fjallbackamorden,Series,5.9,CRIME,2013
Fargo,Series,8.9,CRIME,2014
Peaky Blinders,Series,8.8,CRIME,2014
Der Tatortreiniger,Series,8.5,CRIME,2014
How to Get Away with Murder,Series,8.1,CRIME,2014
Hollands Hoop,Series,8.0,CRIME,2014
Lilyhammer,Series,8.0,CRIME,2014
Bad Guys,Series,7.9,CRIME,2014
Gotham,Series,7.9,CRIME,2014
Janet King,Series,7.8,CRIME,2014
Inspiring Generation,Series,7.5,CRIME,2014
Magic Kaito 1412,Series,7.5,CRIME,2014
Senora Acero,Series,7.2,CRIME,2014
Friesland,Series,7.1,CRIME,2014
Scorpion,Series,7.1,CRIME,2014
From Dusk Till Dawn,Series,6.9,CRIME,2014
Detective Conan,Series,6.8,CRIME,2014
Odd Squad,Series,6.5,CRIME,2014
Matador,Series,5.7,CRIME,2014
Doble Kara,Series,8.8,CRIME,2015
Narcos,Series,8.8,CRIME,2015
Better Call Saul,Series,8.7,CRIME,2015
Marvels Daredevil,Series,8.6,CRIME,2015
Making a Murderer,Series,8.6,CRIME,2015
Spotlight,Series,8.1,CRIME,2015
Marvels Jessica Jones,Series,7.9,CRIME,2015
The Hateful Eight: Extended Version,Series,7.8,CRIME,2015
American Crime,Series,7.8,CRIME,2015
Spotless,Series,7.8,CRIME,2015
iZombie,Series,7.8,CRIME,2015
Limitless,Series,7.7,CRIME,2015
Hinterland,Series,7.6,CRIME,2015
Murder Maps,Series,7.5,CRIME,2015
London Spy,Series,7.5,CRIME,2015
Blindspot,Series,7.4,CRIME,2015
Scream,Series,7.2,CRIME,2015
Mar de Plástico,Series,7.2,CRIME,2015
O Grande Gonzalez,Series,7.1,CRIME,2015
Aquarius,Series,7.1,CRIME,2015
Gomorra -  La serie,Series,8.7,CRIME,2016
Signal,Series,8.6,CRIME,2016
The Assassination of Gianni Versace,Series,8.4,CRIME,2016
46,Series,8.4,CRIME,2016
The People v. O.J. Simpson,Series,8.4,CRIME,2016
Animal Kingdom,Series,8.2,CRIME,2016
El Marginal,Series,8.2,CRIME,2016
Real Detective,Series,8.1,CRIME,2016
Queen of the South,Series,7.9,CRIME,2016
Lethal Weapon,Series,7.9,CRIME,2016
Bungo Stray Dogs,Series,7.7,CRIME,2016
Hap and Leonard,Series,7.7,CRIME,2016
The Five,Series,7.7,CRIME,2016
Midnight Sun,Series,7.5,CRIME,2016
Springvloed,Series,7.5,CRIME,2016
Marcella,Series,7.4,CRIME,2016
Crime Files: The Homefront,Series,7.4,CRIME,2016
NSU German History X,Series,7.3,CRIME,2016
Marvels Luke Cage,Series,7.3,CRIME,2016
Under Arrest,Series,7.3,CRIME,2016
Dark,Series,8.8,CRIME,2017
MINDHUNTER,Series,8.6,CRIME,2017
Twin Peaks,Series,8.5,CRIME,2017
Marvels The Punisher,Series,8.5,CRIME,2017
The Defiant Ones,Series,8.5,CRIME,2017
Ozark,Series,8.4,CRIME,2017
Tunnel,Series,8.3,CRIME,2017
La casa de papel,Series,8.3,CRIME,2017
Day and Night,Series,8.3,CRIME,2017
Strong Girl Bong-soon,Series,8.2,CRIME,2017
Three Girls,Series,8.2,CRIME,2017
American Vandal,Series,8.2,CRIME,2017
Happy!,Series,8.2,CRIME,2017
The End of the F***ing World,Series,8.1,CRIME,2017
Trapped,Series,8.1,CRIME,2017
The Keepers,Series,8.1,CRIME,2017
Defendant,Series,8.1,CRIME,2017
Bad Guys: Vile City,Series,8.0,CRIME,2017
Suspicious Partner,Series,7.9,CRIME,2017
Suburra: Blood on Rome,Series,7.9,CRIME,2017
Age of Rebellion,Series,8.7,CRIME,2018
Narcos: Mexico,Series,8.4,CRIME,2018
The Mechanism,Series,8.4,CRIME,2018
Babylon Berlin,Series,8.4,CRIME,2018
Live,Series,8.4,CRIME,2018
Wild District,Series,8.3,CRIME,2018
Wild Wild Country,Series,8.2,CRIME,2018
Unforgotten,Series,8.2,CRIME,2018
Dirty Money,Series,8.2,CRIME,2018
Come and Hug Me,Series,8.1,CRIME,2018
Bodyguard,Series,8.1,CRIME,2018
Banana Fish,Series,8.0,CRIME,2018
Bad Banks,Series,8.0,CRIME,2018
Unsolved,Series,7.9,CRIME,2018
Flint Town,Series,7.9,CRIME,2018
Girl from Nowhere,Series,7.8,CRIME,2018
Vermin,Series,7.8,CRIME,2018
Good Girls,Series,7.8,CRIME,2018
Titans,Series,7.7,CRIME,2018
You,Series,7.7,CRIME,2018
The World Between Us,Series,9.1,CRIME,2019
When They See Us,Series,8.9,CRIME,2019
Delhi Crime,Series,8.5,CRIME,2019
Agent,Series,8.4,CRIME,2019
Unbelievable,Series,8.4,CRIME,2019
The Fiery Priest,Series,8.1,CRIME,2019
Examination of Conscience,Series,8.0,CRIME,2019
Dont F**k with Cats: Hunting an Internet Killer,Series,8.0,CRIME,2019
How to Sell Drugs Online (Fast),Series,7.9,CRIME,2019
Informer,Series,7.9,CRIME,2019
Undercover,Series,7.9,CRIME,2019
Monzón: A Knockout Blow,Series,7.9,CRIME,2019
Strangers from Hell,Series,7.9,CRIME,2019
Conversations with a Killer: The Ted Bundy Tapes,Series,7.8,CRIME,2019
Killer Ratings,Series,7.7,CRIME,2019
The Break,Series,7.7,CRIME,2019
Criminal: Germany,Series,7.7,CRIME,2019
Skylines,Series,7.6,CRIME,2019
Crime Diaries: The Candidate,Series,7.6,CRIME,2019
Surviving R. Kelly,Series,7.6,CRIME,2019
The Trials of Gabriel Fernandez,Series,8.2,CRIME,2020
Bad Boy Billionaires: India,Series,8.0,CRIME,2020
The Innocence Files,Series,8.0,CRIME,2020
Great Pretender,Series,8.0,CRIME,2020
Giri / Haji,Series,7.9,CRIME,2020
SanPa: Sins of the Savior,Series,7.9,CRIME,2020
My Dangerous Wife,Series,7.8,CRIME,2020
BEASTARS,Series,7.8,CRIME,2020
Teenage Bounty Hunters,Series,7.7,CRIME,2020
Voice,Series,7.7,CRIME,2020
The Pharmacist,Series,7.7,CRIME,2020
Extracurricular,Series,7.7,CRIME,2020
Moriarty the Patriot,Series,7.7,CRIME,2020
Who Killed Malcolm X?,Series,7.6,CRIME,2020
Surviving R. Kelly Part II: The Reckoning,Series,7.6,CRIME,2020
Outer Banks,Series,7.6,CRIME,2020
White House Farm,Series,7.4,CRIME,2020
Trial 4,Series,7.4,CRIME,2020
Killer Inside: The Mind of Aaron Hernandez,Series,7.4,CRIME,2020
Baptiste,Series,7.3,CRIME,2020
Night Stalker: The Hunt for a Serial Killer,Series,7.5,CRIME,2021
Capitani,Series,7.1,CRIME,2021
Crime Scene: The Vanishing at the Cecil Hotel,Series,5.9,CRIME,2021
The Unsettling,Series,5.1,CRIME,2021
Running Man,Series,9.0,COMEDY,2010
Adventure Time,Series,8.6,COMEDY,2010
The Tatami Galaxy,Series,8.5,COMEDY,2010
The Inbetweeners,Series,8.4,COMEDY,2010
Bakuman.,Series,8.0,COMEDY,2010
Scooby-Doo!: Mystery Incorporated,Series,8.0,COMEDY,2010
Maid-Sama!,Series,8.0,COMEDY,2010
Transformers Prime,Series,7.9,COMEDY,2010
Durarara!!,Series,7.9,COMEDY,2010
My Girlfriend Is a Gumiho,Series,7.8,COMEDY,2010
Sungkyukwan Scandal,Series,7.8,COMEDY,2010
Angel Beats,Series,7.7,COMEDY,2010
Pasta,Series,7.7,COMEDY,2010
DreamWorks How to Train Your Dragon Legends,Series,7.7,COMEDY,2010
My Little Pony: Friendship Is Magic,Series,7.6,COMEDY,2010
Personal Taste,Series,7.5,COMEDY,2010
Banana,Series,7.5,COMEDY,2010
Vexed,Series,7.3,COMEDY,2010
Republic of Doyle,Series,7.3,COMEDY,2010
Baka and Test,Series,7.3,COMEDY,2010
Leyla and Mecnun,Series,9.1,COMEDY,2011
Steins;Gate,Series,8.8,COMEDY,2011
Shameless (U.S.),Series,8.6,COMEDY,2011
Suits,Series,8.5,COMEDY,2011
Rake,Series,8.5,COMEDY,2011
I Do Not Have Many Friends,Series,8.3,COMEDY,2011
Chihayafuru,Series,8.2,COMEDY,2011
The Amazing World of Gumball,Series,8.2,COMEDY,2011
Fairy Tail,Series,8.0,COMEDY,2011
Fresh Meat,Series,7.9,COMEDY,2011
Death in Paradise,Series,7.8,COMEDY,2011
Episodes,Series,7.8,COMEDY,2011
Portlandia,Series,7.8,COMEDY,2011
Billy on the Street,Series,7.7,COMEDY,2011
New Girl,Series,7.7,COMEDY,2011
Wild Kratts,Series,7.7,COMEDY,2011
Dream High 2,Series,7.6,COMEDY,2011
Dream High,Series,7.6,COMEDY,2011
Beelzebub,Series,7.6,COMEDY,2011
Pocoyo,Series,7.5,COMEDY,2011
The Legend of Korra,Series,8.4,COMEDY,2012
Kurokos Basketball,Series,8.3,COMEDY,2012
Misfits,Series,8.2,COMEDY,2012
Reply 1997,Series,8.1,COMEDY,2012
Comedians in Cars Getting Coffee,Series,8.1,COMEDY,2012
Kamisama Kiss,Series,8.1,COMEDY,2012
Dragons: Race to the Edge,Series,8.0,COMEDY,2012
Uncle,Series,7.9,COMEDY,2012
Daily Lives of High School Boys,Series,7.8,COMEDY,2012
Rooftop Prince,Series,7.8,COMEDY,2012
Magi: The Labyrinth of Magic,Series,7.8,COMEDY,2012
The Pet Girl of Sakurasou,Series,7.8,COMEDY,2012
Nisemonogatari,Series,7.7,COMEDY,2012
Doctor X Surgeon Michiko Daimon,Series,7.7,COMEDY,2012
Operation Ouch!,Series,7.6,COMEDY,2012
Sword Art Online,Series,7.6,COMEDY,2012
High School DxD,Series,7.6,COMEDY,2012
The Familiar of Zero,Series,7.6,COMEDY,2012
NEKOMONOGATARI -Black-,Series,7.5,COMEDY,2012
Spirit,Series,7.5,COMEDY,2012
Rick and Morty,Series,9.2,COMEDY,2013
Hajime No Ippo: Rising,Series,8.7,COMEDY,2013
Monogatari Series 2nd Season,Series,8.5,COMEDY,2013
Please like Me,Series,8.5,COMEDY,2013
Brooklyn Nine-Nine,Series,8.4,COMEDY,2013
Last Tango in Halifax,Series,8.3,COMEDY,2013
My Love from the Star,Series,8.2,COMEDY,2013
Steven Universe,Series,8.2,COMEDY,2013
The Masters Sun,Series,8.2,COMEDY,2013
I Hear Your Voice,Series,8.1,COMEDY,2013
Orange Is the New Black,Series,8.1,COMEDY,2013
Gu Family Book,Series,8.0,COMEDY,2013
Derek,Series,8.0,COMEDY,2013
Upper Middle Bogan,Series,8.0,COMEDY,2013
Ever After High,Series,8.0,COMEDY,2013
Reply 1994,Series,7.9,COMEDY,2013
Let’s Eat,Series,7.8,COMEDY,2013
Lets Eat 2,Series,7.8,COMEDY,2013
About Time,Series,7.8,COMEDY,2013
The Devil Is a Part-Timer!,Series,7.7,COMEDY,2013
Irmão do Jorel,Series,9.1,COMEDY,2014
BoJack Horseman,Series,8.7,COMEDY,2014
Detectorists,Series,8.6,COMEDY,2014
Der Tatortreiniger,Series,8.5,COMEDY,2014
People Just Do Nothing,Series,8.5,COMEDY,2014
"Its Okay, Thats Love",Series,8.3,COMEDY,2014
Rita,Series,8.1,COMEDY,2014
Kiko,Series,8.1,COMEDY,2014
Penn and Teller,Series,8.1,COMEDY,2014
Space Dandy,Series,8.1,COMEDY,2014
SHIROBAKO,Series,8.1,COMEDY,2014
Yona of the Dawn,Series,8.1,COMEDY,2014
Lilyhammer,Series,8.0,COMEDY,2014
Fated to Love You,Series,7.9,COMEDY,2014
Noragami,Series,7.9,COMEDY,2014
Top Gear: The Perfect Road Trip,Series,7.9,COMEDY,2014
Jane the Virgin,Series,7.8,COMEDY,2014
No Game No Life,Series,7.8,COMEDY,2014
W1A,Series,7.8,COMEDY,2014
Monthly Girls Nozaki Kun,Series,7.7,COMEDY,2014
Reply 1988,Series,9.1,COMEDY,2015
Still Game,Series,8.8,COMEDY,2015
One Punch Man,Series,8.8,COMEDY,2015
Doble Kara,Series,8.8,COMEDY,2015
Merlí,Series,8.6,COMEDY,2015
Molang,Series,8.5,COMEDY,2015
Hardy Bucks,Series,8.5,COMEDY,2015
Schitts Creek,Series,8.5,COMEDY,2015
Ash vs. Evil Dead,Series,8.4,COMEDY,2015
Master of None,Series,8.3,COMEDY,2015
Kill Me Heal Me,Series,8.3,COMEDY,2015
Grace and Frankie,Series,8.3,COMEDY,2015
Rimba Racer,Series,8.2,COMEDY,2015
Club de Cuervos,Series,8.2,COMEDY,2015
Little Lunch,Series,8.2,COMEDY,2015
Food Wars!: Shokugeki no Soma,Series,8.2,COMEDY,2015
Impractical Jokers,Series,8.2,COMEDY,2015
Oh My Ghost,Series,8.1,COMEDY,2015
Oh My Ghost,Series,8.1,COMEDY,2015
Lovesick,Series,8.1,COMEDY,2015
Hunter X Hunter (2011),Series,8.9,COMEDY,2016
Aunty Donnas Big Ol House of Fun,Series,8.8,COMEDY,2016
This Is Us,Series,8.7,COMEDY,2016
On the Real,Series,8.6,COMEDY,2016
Guardian: The Lonely and Great God,Series,8.6,COMEDY,2016
Atlanta,Series,8.6,COMEDY,2016
Trollhunters,Series,8.5,COMEDY,2016
Weightlifting Fairy Kim Bok Joo,Series,8.4,COMEDY,2016
Ask the StoryBots,Series,8.4,COMEDY,2016
March Comes in Like a Lion,Series,8.4,COMEDY,2016
Dear My Friends,Series,8.3,COMEDY,2016
Yuri on Ice,Series,8.3,COMEDY,2016
Offspring,Series,8.3,COMEDY,2016
Aggretsuko,Series,8.3,COMEDY,2016
Dirk Gentlys Holistic Detective Agency,Series,8.3,COMEDY,2016
Call My Agent!,Series,8.3,COMEDY,2016
Descendants of the Sun,Series,8.3,COMEDY,2016
The Sound of Your Heart,Series,8.3,COMEDY,2016
The Sound of Your Heart,Series,8.3,COMEDY,2016
The Disastrous Life of Saiki K.,Series,8.3,COMEDY,2016
Innocent,Series,8.9,COMEDY,2017
Beyblade Burst Evolution,Series,8.6,COMEDY,2017
Project S The Series,Series,8.5,COMEDY,2017
Prison Playbook,Series,8.4,COMEDY,2017
While You Were Sleeping,Series,8.4,COMEDY,2017
Julies Greenroom,Series,8.4,COMEDY,2017
Atypical,Series,8.3,COMEDY,2017
Strong Girl Bong-soon,Series,8.2,COMEDY,2017
Samurai Gourmet,Series,8.2,COMEDY,2017
Toast of London,Series,8.2,COMEDY,2017
One Day at a Time,Series,8.2,COMEDY,2017
American Vandal,Series,8.2,COMEDY,2017
Happy!,Series,8.2,COMEDY,2017
The Toys That Made Us,Series,8.1,COMEDY,2017
A Korean Odyssey,Series,8.1,COMEDY,2017
A Love So Beautiful,Series,8.1,COMEDY,2017
Fight for My Way,Series,8.1,COMEDY,2017
The End of the F***ing World,Series,8.1,COMEDY,2017
Black Clover,Series,8.1,COMEDY,2017
Because This Is My First Life,Series,8.1,COMEDY,2017
Norm Macdonald Has a Show,Series,8.7,COMEDY,2018
Cobra Kai,Series,8.6,COMEDY,2018
Hilda,Series,8.6,COMEDY,2018
Daniel Sloss: Live Shows,Series,8.6,COMEDY,2018
Haunted,Series,8.5,COMEDY,2018
My Hero Academia,Series,8.5,COMEDY,2018
Mob Psycho 100,Series,8.5,COMEDY,2018
Gevoel voor tumor,Series,8.5,COMEDY,2018
Ashes of Love,Series,8.5,COMEDY,2018
Mob Psycho 100,Series,8.5,COMEDY,2018
Live,Series,8.4,COMEDY,2018
Run with the Wind,Series,8.4,COMEDY,2018
James Acaster: Repertoire,Series,8.4,COMEDY,2018
Derry Girls,Series,8.4,COMEDY,2018
Patriot Act with Hasan Minhaj,Series,8.3,COMEDY,2018
Final Space,Series,8.3,COMEDY,2018
Welcome to Waikiki,Series,8.3,COMEDY,2018
A Place Further than the Universe,Series,8.2,COMEDY,2018
Girls Hostel,Series,8.2,COMEDY,2018
The Kominsky Method,Series,8.2,COMEDY,2018
The Untamed,Series,8.9,COMEDY,2019
College Romance,Series,8.9,COMEDY,2019
Crash Landing on You,Series,8.7,COMEDY,2019
Chappelles Show,Series,8.5,COMEDY,2019
"Love, Death and Robots",Series,8.5,COMEDY,2019
Rilakkuma and Kaoru,Series,8.4,COMEDY,2019
After Life,Series,8.4,COMEDY,2019
Fruits Basket,Series,8.4,COMEDY,2019
Kaguya-sama: Love Is War,Series,8.4,COMEDY,2019
Agent,Series,8.4,COMEDY,2019
Le Coup de Foudre,Series,8.3,COMEDY,2019
Sex Education,Series,8.3,COMEDY,2019
Green Eggs and Ham,Series,8.2,COMEDY,2019
Great Men Academy,Series,8.2,COMEDY,2019
The Rising of the Shield Hero,Series,8.1,COMEDY,2019
The Fiery Priest,Series,8.1,COMEDY,2019
Be Melodramatic,Series,8.1,COMEDY,2019
Dead to Me,Series,8.0,COMEDY,2019
When the Camellia Blooms,Series,8.0,COMEDY,2019
The Umbrella Academy,Series,8.0,COMEDY,2019
Hospital Playlist,Series,8.7,COMEDY,2020
Staged,Series,8.7,COMEDY,2020
Go Ahead,Series,8.6,COMEDY,2020
Julie and the Phantoms,Series,8.4,COMEDY,2020
The Midnight Gospel,Series,8.3,COMEDY,2020
The House Arrest of Us,Series,8.3,COMEDY,2020
Dorohedoro,Series,8.2,COMEDY,2020
18 Again,Series,8.2,COMEDY,2020
Assassination Classroom,Series,8.0,COMEDY,2020
Mystic Pop-up Bar,Series,8.0,COMEDY,2020
Great Pretender,Series,8.0,COMEDY,2020
"Hi Bye, Mama!",Series,8.0,COMEDY,2020
Glitch Techs,Series,7.9,COMEDY,2020
Never Have I Ever,Series,7.9,COMEDY,2020
Close Enough,Series,7.7,COMEDY,2020
Teenage Bounty Hunters,Series,7.7,COMEDY,2020
I Am Not Okay With This,Series,7.6,COMEDY,2020
Rhyme Time Town,Series,7.6,COMEDY,2020
Mystery Lab,Series,7.6,COMEDY,2020
Love 101,Series,7.5,COMEDY,2020
Kid Cosmic,Series,8.3,COMEDY,2021
Pretend It’s a City,Series,8.2,COMEDY,2021
Cells at Work! CODE BLACK,Series,7.7,COMEDY,2021
Daughter From Another Mother,Series,7.3,COMEDY,2021
Bungo Stray Dogs WAN!,Series,7.1,COMEDY,2021
Bottom-Tier Character Tomozaki,Series,7.1,COMEDY,2021
50M2,Series,7.0,COMEDY,2021
History of Swear Words,Series,6.5,COMEDY,2021
"Hello, Me!",Series,6.4,COMEDY,2021
Mighty Little Bheem: Kite Festival,Series,5.4,COMEDY,2021
Sherlock,Series,9.1,DRAMA,2010
Spartacus,Series,8.5,DRAMA,2010
The Tatami Galaxy,Series,8.5,DRAMA,2010
Luther,Series,8.5,DRAMA,2010
The Walking Dead,Series,8.2,DRAMA,2010
Weissensee,Series,8.2,DRAMA,2010
Scooby-Doo!: Mystery Incorporated,Series,8.0,DRAMA,2010
Bakuman.,Series,8.0,DRAMA,2010
Days We Stared at the Sun,Series,8.0,DRAMA,2010
Transformers Prime,Series,7.9,DRAMA,2010
Durarara!!,Series,7.9,DRAMA,2010
Unriddle,Series,7.8,DRAMA,2010
Sungkyukwan Scandal,Series,7.8,DRAMA,2010
Angel Beats,Series,7.7,DRAMA,2010
Pasta,Series,7.7,DRAMA,2010
My Little Pony: Friendship Is Magic,Series,7.6,DRAMA,2010
Personal Taste,Series,7.5,DRAMA,2010
Pretty Little Liars,Series,7.4,DRAMA,2010
Lip Service,Series,7.4,DRAMA,2010
Arn: The Knight Templar: The Complete Series,Series,7.4,DRAMA,2010
Leyla and Mecnun,Series,9.1,DRAMA,2011
Humsafar,Series,9.0,DRAMA,2011
Black Mirror,Series,8.8,DRAMA,2011
Steins;Gate,Series,8.8,DRAMA,2011
Shameless (U.S.),Series,8.6,DRAMA,2011
Borgen,Series,8.5,DRAMA,2011
Suits,Series,8.5,DRAMA,2011
Rake,Series,8.5,DRAMA,2011
Top Boy,Series,8.4,DRAMA,2011
Top Boy,Series,8.4,DRAMA,2011
Homeland,Series,8.3,DRAMA,2011
Fate/Zero,Series,8.3,DRAMA,2011
Madoka Magica,Series,8.3,DRAMA,2011
Tree With Deep Roots,Series,8.3,DRAMA,2011
I Do Not Have Many Friends,Series,8.3,DRAMA,2011
Anohana: The Flower We Saw That Day,Series,8.2,DRAMA,2011
Skins,Series,8.2,DRAMA,2011
Chihayafuru,Series,8.2,DRAMA,2011
American Horror Story,Series,8.0,DRAMA,2011
The Borgias,Series,7.9,DRAMA,2011
Line of Duty,Series,8.7,DRAMA,2012
"Pablo Escobar, el patron del mal",Series,8.5,DRAMA,2012
El Reemplazante,Series,8.5,DRAMA,2012
The Legend of Korra,Series,8.4,DRAMA,2012
Call the Midwife,Series,8.4,DRAMA,2012
JoJos Bizarre Adventure,Series,8.4,DRAMA,2012
Longmire,Series,8.3,DRAMA,2012
Braunschlag,Series,8.3,DRAMA,2012
Miss Fishers Murder Mysteries,Series,8.3,DRAMA,2012
Misfits,Series,8.2,DRAMA,2012
Subat,Series,8.1,DRAMA,2012
Reply 1997,Series,8.1,DRAMA,2012
The Moon Embracing the Sun,Series,8.0,DRAMA,2012
Solitary Gourmet,Series,7.9,DRAMA,2012
Rurouni Kenshin: Shin Kyoto-Hen,Series,7.8,DRAMA,2012
Daily Lives of High School Boys,Series,7.8,DRAMA,2012
The King 2 Hearts,Series,7.8,DRAMA,2012
The Pet Girl of Sakurasou,Series,7.8,DRAMA,2012
Scandal,Series,7.7,DRAMA,2012
Doctor X Surgeon Michiko Daimon,Series,7.7,DRAMA,2012
Attack on Titan,Series,8.9,DRAMA,2013
House of Cards,Series,8.7,DRAMA,2013
Wentworth,Series,8.6,DRAMA,2013
Please like Me,Series,8.5,DRAMA,2013
Vikings,Series,8.5,DRAMA,2013
Generation War,Series,8.5,DRAMA,2013
Hannibal,Series,8.5,DRAMA,2013
The Americans,Series,8.4,DRAMA,2013
Broadchurch,Series,8.4,DRAMA,2013
Orphan Black,Series,8.3,DRAMA,2013
Ray Donovan,Series,8.3,DRAMA,2013
Last Tango in Halifax,Series,8.3,DRAMA,2013
My Love from the Star,Series,8.2,DRAMA,2013
The Originals,Series,8.2,DRAMA,2013
The Fall,Series,8.2,DRAMA,2013
Bates Motel,Series,8.2,DRAMA,2013
Steven Universe,Series,8.2,DRAMA,2013
Orange Is the New Black,Series,8.1,DRAMA,2013
I Hear Your Voice,Series,8.1,DRAMA,2013
Good Doctor,Series,8.1,DRAMA,2013
Fargo,Series,8.9,DRAMA,2014
Peaky Blinders,Series,8.8,DRAMA,2014
BoJack Horseman,Series,8.7,DRAMA,2014
Ping Pong the Animation,Series,8.6,DRAMA,2014
Outlander,Series,8.4,DRAMA,2014
Halt and Catch Fire,Series,8.4,DRAMA,2014
"Its Okay, Thats Love",Series,8.3,DRAMA,2014
Penny Dreadful,Series,8.2,DRAMA,2014
Dharmakshetra,Series,8.2,DRAMA,2014
When Calls the Heart,Series,8.2,DRAMA,2014
Black Sails,Series,8.2,DRAMA,2014
Rita,Series,8.1,DRAMA,2014
Pinocchio,Series,8.1,DRAMA,2014
Yona of the Dawn,Series,8.1,DRAMA,2014
Turn,Series,8.1,DRAMA,2014
SHIROBAKO,Series,8.1,DRAMA,2014
Entangled,Series,8.1,DRAMA,2014
How to Get Away with Murder,Series,8.1,DRAMA,2014
Lilyhammer,Series,8.0,DRAMA,2014
Marco Polo,Series,8.0,DRAMA,2014
Reply 1988,Series,9.1,DRAMA,2015
Stories by Rabindranath Tagore,Series,8.8,DRAMA,2015
Narcos,Series,8.8,DRAMA,2015
Doble Kara,Series,8.8,DRAMA,2015
Better Call Saul,Series,8.7,DRAMA,2015
Merlí,Series,8.6,DRAMA,2015
Marvels Daredevil,Series,8.6,DRAMA,2015
A Touch of Green,Series,8.5,DRAMA,2015
The Last Kingdom,Series,8.4,DRAMA,2015
Sense8,Series,8.3,DRAMA,2015
Kill Me Heal Me,Series,8.3,DRAMA,2015
poldark,Series,8.3,DRAMA,2015
Master of None,Series,8.3,DRAMA,2015
Club de Cuervos,Series,8.2,DRAMA,2015
Fauda,Series,8.2,DRAMA,2015
Akagi,Series,8.2,DRAMA,2015
Food Wars!: Shokugeki no Soma,Series,8.2,DRAMA,2015
Oh My Ghost,Series,8.1,DRAMA,2015
Oh My Ghost,Series,8.1,DRAMA,2015
Spotlight,Series,8.1,DRAMA,2015
La Grande Chaumière Violette,Series,8.7,DRAMA,2016
This Is Us,Series,8.7,DRAMA,2016
Scarlet Heart: Ryeo,Series,8.7,DRAMA,2016
Stranger Things,Series,8.7,DRAMA,2016
Gomorra -  La serie,Series,8.7,DRAMA,2016
The Crown,Series,8.7,DRAMA,2016
Guardian: The Lonely and Great God,Series,8.6,DRAMA,2016
Signal,Series,8.6,DRAMA,2016
Atlanta,Series,8.6,DRAMA,2016
Trollhunters,Series,8.5,DRAMA,2016
Erased,Series,8.5,DRAMA,2016
The Assassination of Gianni Versace,Series,8.4,DRAMA,2016
Billions,Series,8.4,DRAMA,2016
Back to 1989,Series,8.4,DRAMA,2016
The People v. O.J. Simpson,Series,8.4,DRAMA,2016
Midnight Diner: Tokyo Stories,Series,8.4,DRAMA,2016
March Comes in Like a Lion,Series,8.4,DRAMA,2016
46,Series,8.4,DRAMA,2016
Call My Agent!,Series,8.3,DRAMA,2016
Offspring,Series,8.3,DRAMA,2016
Stranger,Series,9.0,DRAMA,2017
A Love to Last,Series,8.9,DRAMA,2017
Dark,Series,8.8,DRAMA,2017
Anne with an E,Series,8.7,DRAMA,2017
MINDHUNTER,Series,8.6,DRAMA,2017
Project S The Series,Series,8.5,DRAMA,2017
Twin Peaks,Series,8.5,DRAMA,2017
Marvels The Punisher,Series,8.5,DRAMA,2017
