Year,Original,Series or Movie,Writer,Title,First_Writer,Films,Writers,Rating,Genre
2016.0,0.0,Movie,Ivan Sen,Goldstone,Ivan Sen,1,1,6.5,THRILLER
2020.0,0.0,Series,"Erica Spates, Sam Littenberg-Weisberg",The Healing Powers of Dude,Erica Spates,1,1,6.5,COMEDY
2014.0,0.0,Movie,"Keith Bunin, Joe Hill",Horns,Keith Bunin,1,1,6.5,THRILLER
2013.0,0.0,Movie,"Aury Wallington, Neal Israel",Jinxed,Aury Wallington,1,1,6.5,FAMILY
2014.0,0.0,Movie,Thiru,Naan Sigappu Manithan,Thiru,1,1,6.5,DRAMA
2012.0,0.0,Movie,"Arnaldur Indriðason, Óskar Jónasson, Aaron Guzikowski",Contraband,Arnaldur Indriðason,1,1,6.5,DRAMA
2017.0,0.0,Movie,Mike White,Brads Status,Mike White,1,1,6.5,COMEDY
2012.0,0.0,Movie,"Ryan McGilloway, Steven Brandt, Nicholas James Wey",Hit and Run,Ryan McGilloway,1,1,6.5,SHORT
2013.0,0.0,Series,"Aury Wallington, Neal Israel",Jinxed,Aury Wallington,1,1,6.5,FAMILY
2018.0,0.0,Movie,"John Carpenter, Danny McBride, Jeff Fradley, Debra Hill, David Gordon Green",Halloween,John Carpenter,1,1,6.5,THRILLER
2020.0,0.0,Movie,"Jon Erwin, Jeremy Camp, Jon Gunn",I Still Believe,Jon Erwin,1,1,6.5,ROMANCE
2019.0,0.0,Movie,John Butler,Papi Chulo,John Butler,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Richard Price, Tom Rob Smith",Child 44,Richard Price,1,1,6.5,CRIME
2010.0,0.0,Movie,Aline Brosh McKenna,Morning Glory,Aline Brosh McKenna,1,1,6.5,DRAMA
2018.0,0.0,Movie,"Milos Urban, Petr Hudský, Ondrej Havelka",Hastrman,Milos Urban,1,1,6.5,THRILLER
2015.0,0.0,Movie,"Josh A. Cagan, Kody Keplinger",The DUFF,Josh A. Cagan,1,1,6.5,COMEDY
2015.0,0.0,Movie,"Guillermo del Toro, Matthew Robbins",Crimson Peak,Guillermo del Toro,1,1,6.5,THRILLER
2014.0,0.0,Movie,"Evan Goldberg, Dan Sterling, Seth Rogen",The Interview,Evan Goldberg,1,1,6.5,ACTION
2020.0,0.0,Movie,"Mark Banker, Matt Smith",Captain Underpants Epic Choice-o-Rama,Mark Banker,1,1,6.5,FAMILY
2016.0,0.0,Movie,"Seok-hoon Lee, Jieun-min Suo, JK Youn, Dae-gyu Kang, Jong-suk Lee, Su-jin Park",The Himalayas,Seok-hoon Lee,1,1,6.5,ADVENTURE
2016.0,0.0,Movie,"David Paterson, Katherine Paterson",The Great Gilly Hopkins,David Paterson,1,1,6.5,FAMILY
2019.0,1.0,Series,Leah Rachel,Chambers,Leah Rachel,1,1,6.5,MYSTERY
2013.0,0.0,Movie,"Creighton Rothenberger, Katrin Benedikt",Olympus Has Fallen,Creighton Rothenberger,1,1,6.5,ACTION
2013.0,0.0,Movie,Noah Haidle,Stand Up Guys,Noah Haidle,1,1,6.5,THRILLER
2012.0,0.0,Movie,"Arnaldur Indriðason, Óskar Jónasson, Aaron Guzikowski",Contraband,Arnaldur Indriðason,1,1,6.5,ACTION
2018.0,1.0,Movie,Katie Silberman,Set It Up,Katie Silberman,1,1,6.5,COMEDY
2010.0,0.0,Movie,"Dave Callaham, Sylvester Stallone",The Expendables,Dave Callaham,1,1,6.5,THRILLER
2015.0,0.0,Series,Eoghan O'Donnell,The Messengers,Eoghan O'Donnell,1,1,6.5,THRILLER
2010.0,0.0,Movie,"Yûichi Shinbo, Fujio F. Fujiko",Doraemon the Movie: Nobita’s Mermaid Legend,Yûichi Shinbo,1,1,6.5,ANIMATION
2020.0,1.0,Movie,David E. Talbert,Jingle Jangle: A Christmas Journey,David E. Talbert,1,1,6.5,FAMILY
2016.0,0.0,Movie,"Boaz Yakin, Peter Chiarelli, Edward Ricourt, Ed Solomon",Now You See Me 2,Boaz Yakin,1,1,6.5,THRILLER
2015.0,0.0,Movie,"Siddharth Singh, Anthony Tambakis, Ekta Pathak Malhotra, Cliff Dorfman, Gavin O'Connor, Garima Wahal, Siddharth-Garima",Brothers,Siddharth Singh,1,1,6.5,DRAMA
2017.0,0.0,Movie,"Yogi Singha, Sourabh Ratnu, Shanker Raman, Vipin Bhati",Gurgaon,Yogi Singha,1,1,6.5,THRILLER
2014.0,0.0,Movie,Patryk Vega,Secret Wars,Patryk Vega,1,1,6.5,THRILLER
2017.0,0.0,Movie,"Zack Kahn, Chris Peckover",Better Watch Out,Zack Kahn,1,1,6.5,HORROR
2018.0,0.0,Movie,Rayen Panday,Rayen Panday - Niet Verder Vertellen,Rayen Panday,1,1,6.5,COMEDY
2010.0,0.0,Movie,"Luc Besson, Adi Hasak",From Paris with Love,Luc Besson,1,1,6.5,ACTION
2014.0,0.0,Movie,"Clare Sera, Ivan Menchell",Blended,Clare Sera,1,1,6.5,ROMANCE
2010.0,0.0,Movie,"Dave Callaham, Sylvester Stallone",The Expendables,Dave Callaham,1,1,6.5,ACTION
2014.0,0.0,Movie,"Peter Thorwarth, Stefan Holtz, Ralf Husmann",Not My Day,Peter Thorwarth,1,1,6.5,ACTION
2016.0,0.0,Movie,"Jeanne Ryan, Jessica Sharzer",Nerve,Jeanne Ryan,1,1,6.5,MYSTERY
2019.0,0.0,Movie,"Daisuke Igarashi, Hanasaki Kino",Children of the Sea,Daisuke Igarashi,1,1,6.5,ADVENTURE
2019.0,0.0,Series,Anna McRoberts,Pup Academy,Anna McRoberts,1,1,6.5,FAMILY
2016.0,0.0,Movie,"Seok-hoon Lee, Jieun-min Suo, JK Youn, Dae-gyu Kang, Jong-suk Lee, Su-jin Park",The Himalayas,Seok-hoon Lee,1,1,6.5,DRAMA
2018.0,0.0,Movie,"David Aaron Cohen, Elissa Matsueda",The Miracle Season,David Aaron Cohen,1,1,6.5,DRAMA
2019.0,0.0,Movie,Amanda Sthers,Holy Lands,Amanda Sthers,1,1,6.5,COMEDY
2010.0,0.0,Movie,Kyoung-eui Lee,Finding Mr. Destiny,Kyoung-eui Lee,1,1,6.5,COMEDY
2016.0,0.0,Movie,"Erica Rivinoja, Jonathan Aibel, Thomas Dam, Glenn Berger",Trolls,Erica Rivinoja,1,1,6.5,FAMILY
2016.0,0.0,Movie,"Jasdeep Singh, Waryam Singh Sandhyu, Gurvinder Singh",Chauthi Koot,Jasdeep Singh,1,1,6.5,DRAMA
2012.0,0.0,Movie,"Nicholas Sparks, Will Fetters",The Lucky One,Nicholas Sparks,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Guillermo del Toro, Matthew Robbins",Crimson Peak,Guillermo del Toro,1,1,6.5,DRAMA
2017.0,0.0,Movie,"Fujio F. Fujiko, Atsushi Takahashi",Doraemon the Movie: Great Adventure in the Antarctic Kachi Kochi,Fujio F. Fujiko,1,1,6.5,FAMILY
2019.0,1.0,Series,Leah Rachel,Chambers,Leah Rachel,1,1,6.5,THRILLER
2016.0,0.0,Movie,Chi-long To,Rise of the Legend,Chi-long To,1,1,6.5,BIOGRAPHY
2018.0,0.0,Movie,"Ken Iizuka, Minami Mizuno, Rika Nezu",Rainbow Days,Ken Iizuka,1,1,6.5,COMEDY
2017.0,1.0,Movie,Brian Knappenberger,Nobody Speak: Trials of the Free Press,Brian Knappenberger,1,1,6.5,DOCUMENTARY
2013.0,0.0,Movie,"Creighton Rothenberger, Katrin Benedikt",Olympus Has Fallen,Creighton Rothenberger,1,1,6.5,THRILLER
2014.0,0.0,Movie,"Guy Holmes, Martha Holmes",Mindscape,Guy Holmes,1,1,6.5,THRILLER
2016.0,0.0,Movie,"Svani Parekh, Amitabha Singh",Shortcut Safari,Svani Parekh,1,1,6.5,ADVENTURE
2018.0,0.0,Movie,Thierry Donard,Magnetic,Thierry Donard,1,1,6.5,DOCUMENTARY
2018.0,0.0,Movie,Brandon Boyce,Bad Samaritan,Brandon Boyce,1,1,6.5,THRILLER
2019.0,0.0,Movie,Kevin Hart,Kevin Hart: Irresponsible,Kevin Hart,1,1,6.5,COMEDY
2014.0,0.0,Movie,"Scott Frank, Lawrence Block",A Walk Among the Tombstones,Scott Frank,1,1,6.5,ACTION
2016.0,0.0,Movie,Chi-long To,Rise of the Legend,Chi-long To,1,1,6.5,ACTION
2018.0,0.0,Movie,Hans Teeuwen,Hans Teeuwen - Echte Rancune,Hans Teeuwen,1,1,6.5,DOCUMENTARY
2020.0,1.0,Movie,David Lynch,WHAT DID JACK DO?,David Lynch,1,1,6.5,MUSIC
2016.0,0.0,Movie,"Jerónimo Rodríguez, Alejandro Fernández Almendras",Much Ado About Nothing,Jerónimo Rodríguez,1,1,6.5,DRAMA
2013.0,0.0,Movie,"Stéphane Millière, Luc Marescot, Johanne Bernard, Thierry Ragobert, Louis-Paul Desanges, Luiz Bolognesi",Amazonia,Stéphane Millière,1,1,6.5,COMEDY
2013.0,0.0,Movie,J.H. Wyman,Dead Man Down,J.H. Wyman,1,1,6.5,THRILLER
2012.0,0.0,Movie,"Yûichirô Hirakawa, Mizuki Tsujimura",Until the Break of Dawn,Yûichirô Hirakawa,1,1,6.5,DRAMA
2010.0,0.0,Movie,"Todd Phillips, Alan Freedland, Adam Sztykiel, Alan R. Cohen",Due Date,Todd Phillips,1,1,6.5,COMEDY
2014.0,0.0,Movie,Frank Miller,Sin City: A Dame to Kill For,Frank Miller,1,1,6.5,ACTION
2018.0,0.0,Movie,Thierry Donard,Magnetic,Thierry Donard,1,1,6.5,SPORT
2013.0,0.0,Movie,Janusz Glowacki,Walesa: Man of Hope,Janusz Glowacki,1,1,6.5,BIOGRAPHY
2020.0,0.0,Movie,"Jon Erwin, Jeremy Camp, Jon Gunn",I Still Believe,Jon Erwin,1,1,6.5,DRAMA
2013.0,0.0,Movie,"Izuru Narushima, Katsuhiko Manabe, Urio Shudô",The Brain Man,Izuru Narushima,1,1,6.5,MYSTERY
2017.0,1.0,Movie,Jim Strouse,The Incredible Jessica James,Jim Strouse,1,1,6.5,COMEDY
2012.0,0.0,Movie,"Susanne Bier, Anders Thomas Jensen",Love Is All You Need,Susanne Bier,1,1,6.5,COMEDY
2017.0,0.0,Movie,Ryôta Kosawa,Mixed Doubles,Ryôta Kosawa,1,1,6.5,COMEDY
2012.0,0.0,Movie,Shinobu Kaitani,Liar Game: Reborn,Shinobu Kaitani,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Fujio F. Fujiko, Higashi Shimizu",Doraemon the Movie: Nobita and the Space Heroes,Fujio F. Fujiko,1,1,6.5,COMEDY
2013.0,0.0,Movie,"Masahide Ichii, Takahiro Tamura",Blindly in Love,Masahide Ichii,1,1,6.5,DRAMA
2012.0,0.0,Movie,"Arnaldur Indriðason, Óskar Jónasson, Aaron Guzikowski",Contraband,Arnaldur Indriðason,1,1,6.5,CRIME
2020.0,1.0,Movie,David Lynch,WHAT DID JACK DO?,David Lynch,1,1,6.5,CRIME
2019.0,0.0,Movie,"Gilles de Maistre, Prune de Maistre, Jean-Paul Husson, William Davies",Mia and the White Lion,Gilles de Maistre,1,1,6.5,DRAMA
2016.0,0.0,Movie,"Boaz Yakin, Peter Chiarelli, Edward Ricourt, Ed Solomon",Now You See Me 2,Boaz Yakin,1,1,6.5,COMEDY
2018.0,0.0,Movie,"Penelope Fitzgerald, Isabel Coixet",The Bookshop,Penelope Fitzgerald,1,1,6.5,DRAMA
2013.0,0.0,Series,Jesse Richardson,White Lines,Jesse Richardson,1,1,6.5,DRAMA
2018.0,0.0,Movie,Han-Jin Jung,The Accidental Detective 2: In Action,Han-Jin Jung,1,1,6.5,COMEDY
2019.0,0.0,Movie,"Jesse V. Johnson, Stu Small",Avengement,Jesse V. Johnson,1,1,6.5,CRIME
2013.0,0.0,Movie,"Sam Raimi, Rodo Sayagues, Fede Alvarez",Evil Dead,Sam Raimi,1,1,6.5,ADVENTURE
2016.0,0.0,Movie,Bhavin Wadia,Project Marathwada,Bhavin Wadia,1,1,6.5,DRAMA
2013.0,0.0,Movie,"Hiroyuki Yoshino, Kazuma Kamachi",A Certain Magical Index: The Movie －The Miracle of Endymion,Hiroyuki Yoshino,1,1,6.5,FANTASY
2012.0,0.0,Movie,"Chi-long To, Roy Hin Yeung Chow",Nightfall,Chi-long To,1,1,6.5,CRIME
2019.0,0.0,Movie,"Daisuke Igarashi, Hanasaki Kino",Children of the Sea,Daisuke Igarashi,1,1,6.5,FAMILY
2018.0,0.0,Movie,Chad St. John,Peppermint,Chad St. John,1,1,6.5,ACTION
2015.0,0.0,Movie,"Richard Price, Tom Rob Smith",Child 44,Richard Price,1,1,6.5,MYSTERY
2020.0,0.0,Movie,"Hirokazu Koreeda, Ken Liu",The Truth,Hirokazu Koreeda,1,1,6.5,DRAMA
2020.0,0.0,Movie,"Gabe Pulliam, Vicki Wong, Michael Murphy",Octonauts & the Great Barrier Reef,Gabe Pulliam,1,1,6.5,FAMILY
2017.0,0.0,Movie,"Jeff Feuerzeig, Michael Cristofer, Jerry Stahl, Liev Schreiber",The Bleeder,Jeff Feuerzeig,1,1,6.5,DRAMA
2016.0,0.0,Movie,"Suman Ghosh, Arindam Ghosh",Peace Haven,Suman Ghosh,1,1,6.5,DRAMA
2016.0,0.0,Movie,"Emma Thompson, Dan Mazer, Helen Fielding",Bridget Joness Baby,Emma Thompson,1,1,6.5,DRAMA
2020.0,1.0,Movie,David Lynch,WHAT DID JACK DO?,David Lynch,1,1,6.5,MYSTERY
2019.0,0.0,Movie,David Robert Mitchell,Under the Silver Lake,David Robert Mitchell,1,1,6.5,MYSTERY
2019.0,1.0,Series,Leah Rachel,Chambers,Leah Rachel,1,1,6.5,HORROR
2017.0,0.0,Movie,"Maria Maggenti, Lauren Oliver",Before I Fall,Maria Maggenti,1,1,6.5,FANTASY
2019.0,0.0,Movie,"Tim Sheridan, Joseph Barbera, William Hanna",Scooby-Doo! and the Curse of the 13th Ghost,Tim Sheridan,1,1,6.5,FAMILY
2017.0,0.0,Movie,"Mark Duplass, Patrick Brice",Creep 2,Mark Duplass,1,1,6.5,HORROR
2017.0,0.0,Movie,Gary Dauberman,Annabelle: Creation,Gary Dauberman,1,1,6.5,HORROR
2015.0,0.0,Movie,"Guillermo del Toro, Matthew Robbins",Crimson Peak,Guillermo del Toro,1,1,6.5,MYSTERY
2010.0,0.0,Movie,"Floria Sigismondi, Cherie Currie",The Runaways,Floria Sigismondi,1,1,6.5,BIOGRAPHY
2015.0,0.0,Movie,"Guillermo del Toro, Matthew Robbins",Crimson Peak,Guillermo del Toro,1,1,6.5,HORROR
2016.0,0.0,Movie,Dae-min Park,Seondal: The Man Who Sells the River,Dae-min Park,1,1,6.5,COMEDY
2012.0,0.0,Movie,"Jason Fuchs, Michael Berg, Lori Forte",Ice Age: Continental Drift,Jason Fuchs,1,1,6.5,FANTASY
2018.0,0.0,Movie,Ron White,"Ron White: If You Quit Listening, Ill Shut Up",Ron White,1,1,6.5,COMEDY
2019.0,0.0,Movie,Shola Amoo,The Last Tree,Shola Amoo,1,1,6.5,DRAMA
2010.0,0.0,Movie,"Dave Callaham, Sylvester Stallone",The Expendables,Dave Callaham,1,1,6.5,ADVENTURE
2017.0,0.0,Movie,"Anurag Basu, Debatma Mandal, Samrat Chakraborty, Amitabh Bhattacharya",Jagga Jasoos,Anurag Basu,1,1,6.5,MUSICAL
2018.0,0.0,Movie,"Robert Geisler, Tomás Hodan",The Magic Quill,Robert Geisler,1,1,6.5,FANTASY
2019.0,0.0,Movie,"Jesse V. Johnson, Stu Small",Avengement,Jesse V. Johnson,1,1,6.5,ACTION
2018.0,1.0,Series,Lauren Gussis,Insatiable,Lauren Gussis,1,1,6.5,DRAMA
2016.0,0.0,Movie,Yun-su Jeon,"Love, Lies",Yun-su Jeon,1,1,6.5,DRAMA
2011.0,0.0,Movie,"Jing Wang, Jingjing Bao",Love is Not Blind,Jing Wang,1,1,6.5,COMEDY
2018.0,0.0,Movie,Hwan Lee,Park Hwa-Young,Hwan Lee,1,1,6.5,DRAMA
2014.0,0.0,Movie,"Peter Thorwarth, Stefan Holtz, Ralf Husmann",Not My Day,Peter Thorwarth,1,1,6.5,CRIME
2017.0,0.0,Movie,Hyeon Na,The Prison,Hyeon Na,1,1,6.5,ACTION
2016.0,0.0,Movie,"Jeanne Ryan, Jessica Sharzer",Nerve,Jeanne Ryan,1,1,6.5,CRIME
2017.0,0.0,Movie,"Alex Lipschultz, Joshua Z Weinstein, Musa Syeed",Menashe,Alex Lipschultz,1,1,6.5,DRAMA
2014.0,0.0,Movie,"Shotaro Ishinomori, Shôji Yonemura",Heisei Rider vs. Showa Rider: Kamen Rider Taisen feat. Super Sentai,Shotaro Ishinomori,1,1,6.5,ACTION
2010.0,0.0,Movie,"Ian Deitchman, Kristin Rusk Robinson",Life as We Know It,Ian Deitchman,1,1,6.5,COMEDY
2019.0,0.0,Movie,Michael Mitnick,The Current War,Michael Mitnick,1,1,6.5,HISTORY
2017.0,0.0,Series,Scott Buck,Marvels Iron Fist,Scott Buck,1,1,6.5,CRIME
2015.0,0.0,Movie,"Vijay Sethupathi, Biju Viswanath",Orange Mittai,Vijay Sethupathi,1,1,6.5,DRAMA
2013.0,0.0,Movie,Moira Buffini,Byzantium,Moira Buffini,1,1,6.5,DRAMA
2017.0,0.0,Movie,Yue Dong,The Looming Storm,Yue Dong,1,1,6.5,CRIME
2010.0,0.0,Movie,Brendan Muldowney,Savage,Brendan Muldowney,1,1,6.5,CRIME
2018.0,1.0,Movie,"Ruchika Oberoi, Radhika Apte, Anurag Kashyap, Dibakar Banerjee, Sumit Saxena",Lust Stories,Ruchika Oberoi,1,1,6.5,DRAMA
2015.0,0.0,Series,"Siddharth Singh, Anthony Tambakis, Ekta Pathak Malhotra, Cliff Dorfman, Gavin O'Connor, Garima Wahal, Siddharth-Garima",Brothers,Siddharth Singh,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Richard Price, Tom Rob Smith",Child 44,Richard Price,1,1,6.5,DRAMA
2013.0,0.0,Movie,"Peter Reichard, Bernd Eichinger, Natascha Kampusch, Ruth Toma",3096 Tage,Peter Reichard,1,1,6.5,BIOGRAPHY
2015.0,0.0,Movie,"Peter Sullivan, Jennifer Notas Shapiro, Lynn Grant Beck",12 Gifts of Christmas,Peter Sullivan,1,1,6.5,COMEDY
2020.0,1.0,Movie,"Jennifer Niven, Liz Hannah",All The Bright Places,Jennifer Niven,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Kriz G. Gazmen, Antoinette Jadaone",The Breakup Playlist,Kriz G. Gazmen,1,1,6.5,DRAMA
2018.0,1.0,Series,Lauren Gussis,Insatiable,Lauren Gussis,1,1,6.5,THRILLER
2011.0,0.0,Movie,"Jing Wang, Jingjing Bao",Love is Not Blind,Jing Wang,1,1,6.5,DRAMA
2020.0,0.0,Series,Imtiaz Ali,She,Imtiaz Ali,1,1,6.5,CRIME
2016.0,0.0,Series,"Niall O'Driscoll, Jack Burgess",Body Fixers,Niall O'Driscoll,1,1,6.5,REALITY-TV
2017.0,0.0,Movie,Alejandro Hernández,Los Últimos de Filipinas,Alejandro Hernández,1,1,6.5,HISTORY
2017.0,0.0,Movie,Dan Gilroy,"Roman Israel, Esq.",Dan Gilroy,1,1,6.5,THRILLER
2014.0,0.0,Movie,"Boris Vian, Luc Bossi, Michel Gondry",Mood Indigo,Boris Vian,1,1,6.5,COMEDY
2020.0,0.0,Movie,"Mohit Suri, Aseem Arrora, Aniruddha Guha",Malang,Mohit Suri,1,1,6.5,THRILLER
2018.0,0.0,Movie,Sang-soo Hong,Claires Camera,Sang-soo Hong,1,1,6.5,DRAMA
2017.0,0.0,Movie,"Anurag Basu, Debatma Mandal, Samrat Chakraborty, Amitabh Bhattacharya",Jagga Jasoos,Anurag Basu,1,1,6.5,MUSIC
2018.0,0.0,Movie,Justin Benson,The Endless,Justin Benson,1,1,6.5,THRILLER
2013.0,0.0,Movie,Noah Haidle,Stand Up Guys,Noah Haidle,1,1,6.5,CRIME
2020.0,0.0,Movie,Woody Allen,A Rainy Day in New York,Woody Allen,1,1,6.5,ROMANCE
2014.0,0.0,Movie,Frank Miller,Sin City: A Dame to Kill For,Frank Miller,1,1,6.5,THRILLER
2013.0,0.0,Movie,"Stéphane Millière, Luc Marescot, Johanne Bernard, Thierry Ragobert, Louis-Paul Desanges, Luiz Bolognesi",Amazonia,Stéphane Millière,1,1,6.5,FAMILY
2013.0,0.0,Movie,"Johnny Knoxville, Adam Small, Spike Jonze, Jeff Tremaine, Fax Bahr",Jackass Presents: Bad Grandpa,Johnny Knoxville,1,1,6.5,COMEDY
2020.0,0.0,Movie,"Josh Miller, Pat Casey",Sonic the Hedgehog,Josh Miller,1,1,6.5,COMEDY
2017.0,0.0,Movie,Tadashi Shimizu,Alley Cat,Tadashi Shimizu,1,1,6.5,COMEDY
2019.0,0.0,Movie,"Hanno Olderdissen, Brian Cordray, Clemente Fernandez-Gil",Rock My Heart,Hanno Olderdissen,1,1,6.5,DRAMA
2019.0,1.0,Movie,Everardo González,A 3 Minute Hug,Everardo González,1,1,6.5,DOCUMENTARY
2010.0,0.0,Movie,Aline Brosh McKenna,Morning Glory,Aline Brosh McKenna,1,1,6.5,COMEDY
2010.0,0.0,Movie,Michelle Morgan,Middle of Nowhere,Michelle Morgan,1,1,6.5,ROMANCE
2018.0,0.0,Movie,"Ken Iizuka, Minami Mizuno, Rika Nezu",Rainbow Days,Ken Iizuka,1,1,6.5,ROMANCE
2020.0,1.0,Movie,"Spike Lee, Paul De Meo, Kevin Willmott, Danny Bilson",Da 5 Bloods,Spike Lee,1,1,6.5,DRAMA
2016.0,0.0,Movie,Dae-min Park,Seondal: The Man Who Sells the River,Dae-min Park,1,1,6.5,HISTORY
2015.0,0.0,Movie,Simon Block,The Eichmann Show,Simon Block,1,1,6.5,HISTORY
2015.0,0.0,Movie,"Richard Price, Tom Rob Smith",Child 44,Richard Price,1,1,6.5,HISTORY
2013.0,0.0,Movie,Janusz Glowacki,Walesa: Man of Hope,Janusz Glowacki,1,1,6.5,HISTORY
2011.0,0.0,Movie,"Miroslaw Piepka, Michal Pruski",Black Thursday,Miroslaw Piepka,1,1,6.5,HISTORY
2010.0,0.0,Movie,"François-Olivier Rousseau, Jean Cosmos, Bertrand Tavernier, Madame de La Fayette",The Princess of Montpensier,François-Olivier Rousseau,1,1,6.5,HISTORY
2018.0,0.0,Movie,"Rob McKittrick, Russell Adams, Mark Steilen",Tag,Rob McKittrick,1,1,6.5,COMEDY
2014.0,0.0,Movie,"Clare Sera, Ivan Menchell",Blended,Clare Sera,1,1,6.5,COMEDY
2013.0,0.0,Movie,Noah Haidle,Stand Up Guys,Noah Haidle,1,1,6.5,COMEDY
2015.0,0.0,Movie,Simon Block,The Eichmann Show,Simon Block,1,1,6.5,DRAMA
2017.0,0.0,Movie,"Ramiz Ilham Khan, Maitrey Bajpai",Carbon,Ramiz Ilham Khan,1,1,6.5,SCI-FI
2018.0,0.0,Movie,"Edmond Wong, Tai-lee Chan",Master Z: The Ip Man Legacy,Edmond Wong,1,1,6.5,ACTION
2019.0,0.0,Movie,"Tsukasa Hôjô, Yoichi Kato",City Hunter: Shinjuku Private Eyes,Tsukasa Hôjô,1,1,6.5,COMEDY
2018.0,0.0,Movie,"Pitt Hanif, Namron, Amri Rohayat, Ayam Fared, Muhammad Syafiq",Crossroads: One Two Jaga,Pitt Hanif,1,1,6.5,CRIME
2017.0,0.0,Movie,"Yogi Singha, Sourabh Ratnu, Shanker Raman, Vipin Bhati",Gurgaon,Yogi Singha,1,1,6.5,CRIME
2018.0,1.0,Series,Lauren Gussis,Insatiable,Lauren Gussis,1,1,6.5,COMEDY
2017.0,0.0,Movie,Bill Dubuque,A Family Man,Bill Dubuque,1,1,6.5,DRAMA
2010.0,0.0,Movie,"Oliver Ziegenbalg, Tom Zickler",Friendship!,Oliver Ziegenbalg,1,1,6.5,COMEDY
2013.0,0.0,Movie,"Nai-Hoi Yau, Ryker Chan, Ka-Fai Wai, Xi Yu",Blind Detective,Nai-Hoi Yau,1,1,6.5,COMEDY
2016.0,0.0,Movie,"Ken'ichi Suzuki, Michifumi Isoda, Yoshihiro Nakamura",The Magnificent Nine,Ken'ichi Suzuki,1,1,6.5,HISTORY
2013.0,0.0,Movie,"Stéphane Millière, Luc Marescot, Johanne Bernard, Thierry Ragobert, Louis-Paul Desanges, Luiz Bolognesi",Amazonia,Stéphane Millière,1,1,6.5,ADVENTURE
2016.0,0.0,Movie,"Jasdeep Singh, Waryam Singh Sandhyu, Gurvinder Singh",Chauthi Koot,Jasdeep Singh,1,1,6.5,HISTORY
2019.0,0.0,Movie,"Tim Sheridan, Joseph Barbera, William Hanna",Scooby-Doo! and the Curse of the 13th Ghost,Tim Sheridan,1,1,6.5,ACTION
2014.0,0.0,Movie,"Boris Vian, Luc Bossi, Michel Gondry",Mood Indigo,Boris Vian,1,1,6.5,FANTASY
2019.0,1.0,Movie,"Rahul Awate, Sachin Yardi",Chopsticks,Rahul Awate,1,1,6.5,COMEDY
2019.0,0.0,Movie,"Dennis Foon, Sirvan Marogy, Adolf El Assal",Sawah,Dennis Foon,1,1,6.5,DRAMA
2017.0,0.0,Movie,Gary Dauberman,Annabelle: Creation,Gary Dauberman,1,1,6.5,THRILLER
2012.0,0.0,Movie,"Susanne Bier, Anders Thomas Jensen",Love Is All You Need,Susanne Bier,1,1,6.5,ROMANCE
2012.0,0.0,Movie,"Nicholas Sparks, Will Fetters",The Lucky One,Nicholas Sparks,1,1,6.5,ROMANCE
2019.0,0.0,Movie,John Butler,Papi Chulo,John Butler,1,1,6.5,COMEDY
2010.0,0.0,Movie,"François-Olivier Rousseau, Jean Cosmos, Bertrand Tavernier, Madame de La Fayette",The Princess of Montpensier,François-Olivier Rousseau,1,1,6.5,ACTION
2014.0,0.0,Series,"Timothy McKeon, Adam Peltzman",Odd Squad,Timothy McKeon,1,1,6.5,COMEDY
2020.0,0.0,Movie,"Gabe Pulliam, Vicki Wong, Michael Murphy",Octonauts & the Great Barrier Reef,Gabe Pulliam,1,1,6.5,ANIMATION
2017.0,0.0,Movie,Shibin Francis,CIA: Comrade in America,Shibin Francis,1,1,6.5,DRAMA
2016.0,0.0,Movie,Yesim Ustaoglu,Clair Obscur,Yesim Ustaoglu,1,1,6.5,DRAMA
2015.0,0.0,Movie,"Jan Pachl, Jaroslav Kmenta",Gangster Ka,Jan Pachl,1,1,6.5,THRILLER
2012.0,0.0,Movie,Marek Epstein,Oldies But Goldies,Marek Epstein,1,1,6.5,DRAMA
2019.0,0.0,Movie,Brian Lynch,The Secret Life of Pets 2,Brian Lynch,1,1,6.5,COMEDY
2017.0,0.0,Movie,"Luc Besson, Pierre Christin, Jean-Claude Mézières",Valerian and the City of a Thousand Planets,Luc Besson,1,1,6.5,ACTION
2015.0,0.0,Movie,"Santa Inoue, Sion Sono",Tokyo Tribe,Santa Inoue,1,1,6.5,MUSICAL
2011.0,0.0,Series,"Brian Hohlfeld, Nicole Dubuc, Jeff Kline",Transformers: Rescue Bots,Brian Hohlfeld,1,1,6.5,ANIMATION
2016.0,0.0,Movie,"Erica Rivinoja, Jonathan Aibel, Thomas Dam, Glenn Berger",Trolls,Erica Rivinoja,1,1,6.5,ADVENTURE
2020.0,1.0,Movie,"Spike Lee, Paul De Meo, Kevin Willmott, Danny Bilson",Da 5 Bloods,Spike Lee,1,1,6.5,ADVENTURE
2017.0,0.0,Movie,"Fujio F. Fujiko, Atsushi Takahashi",Doraemon the Movie: Great Adventure in the Antarctic Kachi Kochi,Fujio F. Fujiko,1,1,6.5,COMEDY
2012.0,0.0,Movie,Kurt Johnstad,Act of Valour,Kurt Johnstad,1,1,6.5,THRILLER
