Year,Original,Series or Movie,Films,Rating,Genre
2019.0,0.0,Movie,35,6.708571428571429,MUSIC
2019.0,0.0,Series,11,7.4,MUSIC
2019.0,1.0,Movie,9,6.644444444444444,MUSIC
2019.0,1.0,Series,2,6.85,MUSIC
2020.0,0.0,Movie,26,6.4423076923076925,MUSIC
2020.0,0.0,Series,14,7.057142857142857,MUSIC
2020.0,1.0,Movie,7,6.785714285714286,MUSIC
2021.0,0.0,Movie,2,5.9,MUSIC
2021.0,0.0,Series,1,8.2,MUSIC
2010.0,0.0,Movie,6,6.7,MUSICAL
2010.0,0.0,Series,2,7.05,MUSICAL
2011.0,0.0,Movie,3,6.633333333333333,MUSICAL
2012.0,0.0,Movie,6,6.1499999999999995,MUSICAL
2012.0,0.0,Series,3,6.733333333333333,MUSICAL
2013.0,0.0,Movie,6,6.583333333333333,MUSICAL
2013.0,0.0,Series,2,6.1499999999999995,MUSICAL
2014.0,0.0,Movie,7,6.528571428571429,MUSICAL
2014.0,0.0,Series,1,7.1,MUSICAL
2015.0,0.0,Movie,8,5.8625,MUSICAL
2015.0,0.0,Series,1,7.8,MUSICAL
2016.0,0.0,Movie,11,5.345454545454545,MUSICAL
2016.0,0.0,Series,5,7.1,MUSICAL
2016.0,1.0,Series,3,8.333333333333334,MUSICAL
2017.0,0.0,Movie,14,6.085714285714286,MUSICAL
2017.0,0.0,Series,2,7.65,MUSICAL
2018.0,0.0,Movie,15,5.953333333333333,MUSICAL
2018.0,0.0,Series,3,7.3999999999999995,MUSICAL
2018.0,1.0,Movie,2,6.4,MUSICAL
2018.0,1.0,Series,3,6.566666666666666,MUSICAL
2019.0,0.0,Movie,8,5.55,MUSICAL
2019.0,0.0,Series,3,6.866666666666667,MUSICAL
2019.0,1.0,Movie,1,6.4,MUSICAL
2019.0,1.0,Series,1,7.0,MUSICAL
2020.0,0.0,Movie,4,6.05,MUSICAL
2020.0,0.0,Series,3,8.0,MUSICAL
2020.0,1.0,Movie,1,6.5,MUSICAL
2021.0,0.0,Movie,1,5.6,MUSICAL
2010.0,0.0,Movie,20,6.705,MYSTERY
2010.0,0.0,Series,9,7.788888888888888,MYSTERY
2011.0,0.0,Movie,37,6.58918918918919,MYSTERY
2011.0,0.0,Series,9,7.866666666666666,MYSTERY
2012.0,0.0,Movie,37,6.324324324324325,MYSTERY
2012.0,0.0,Series,12,7.5249999999999995,MYSTERY
2013.0,0.0,Movie,25,6.664,MYSTERY
2013.0,0.0,Series,13,7.8076923076923075,MYSTERY
2013.0,1.0,Series,1,7.1,MYSTERY
2014.0,0.0,Movie,41,6.236585365853658,MYSTERY
2014.0,0.0,Series,16,7.2375,MYSTERY
2015.0,0.0,Movie,46,6.178260869565217,MYSTERY
2015.0,0.0,Series,26,7.1461538461538465,MYSTERY
2015.0,1.0,Movie,1,8.2,MYSTERY
2015.0,1.0,Series,1,8.3,MYSTERY
2016.0,0.0,Movie,58,6.274137931034482,MYSTERY
2016.0,0.0,Series,26,7.550000000000001,MYSTERY
2016.0,1.0,Movie,3,4.8,MYSTERY
2016.0,1.0,Series,5,7.74,MYSTERY
2017.0,0.0,Movie,84,6.144047619047619,MYSTERY
2017.0,0.0,Series,28,7.153571428571429,MYSTERY
2017.0,1.0,Movie,2,6.3,MYSTERY
2017.0,1.0,Series,7,7.828571428571428,MYSTERY
2018.0,0.0,Movie,77,5.961038961038961,MYSTERY
2018.0,0.0,Series,34,7.094117647058823,MYSTERY
2018.0,1.0,Movie,7,6.1000000000000005,MYSTERY
2018.0,1.0,Series,7,6.942857142857143,MYSTERY
2019.0,0.0,Movie,78,6.008974358974359,MYSTERY
2019.0,0.0,Series,30,7.296666666666667,MYSTERY
2019.0,1.0,Movie,9,6.022222222222222,MYSTERY
2019.0,1.0,Series,9,6.422222222222222,MYSTERY
2020.0,0.0,Movie,26,5.661538461538461,MYSTERY
2020.0,0.0,Series,40,7.1,MYSTERY
2020.0,1.0,Movie,12,5.633333333333333,MYSTERY
2021.0,0.0,Movie,2,5.9,MYSTERY
2021.0,0.0,Series,3,6.8999999999999995,MYSTERY
2013.0,0.0,Movie,3,7.133333333333333,NEWS
2014.0,0.0,Movie,2,7.4,NEWS
2014.0,0.0,Series,1,7.0,NEWS
2014.0,1.0,Movie,1,6.9,NEWS
2015.0,0.0,Movie,2,7.75,NEWS
2016.0,1.0,Movie,1,8.3,NEWS
2018.0,1.0,Movie,1,6.4,NEWS
2018.0,1.0,Series,1,8.3,NEWS
2019.0,0.0,Movie,1,7.8,NEWS
2010.0,0.0,Series,8,7.9375,REALITY-TV
2011.0,0.0,Series,5,6.16,REALITY-TV
2011.0,1.0,Series,1,4.2,REALITY-TV
2012.0,0.0,Series,7,7.228571428571429,REALITY-TV
2013.0,0.0,Series,2,6.35,REALITY-TV
2014.0,0.0,Series,6,6.766666666666667,REALITY-TV
2015.0,0.0,Movie,1,5.7,REALITY-TV
2015.0,0.0,Series,2,7.550000000000001,REALITY-TV
2016.0,0.0,Movie,1,7.1,REALITY-TV
2016.0,0.0,Series,14,6.635714285714286,REALITY-TV
2016.0,1.0,Series,2,5.300000000000001,REALITY-TV
2017.0,0.0,Movie,1,7.9,REALITY-TV
2017.0,0.0,Series,16,7.09375,REALITY-TV
2017.0,1.0,Series,1,7.3,REALITY-TV
2018.0,0.0,Movie,3,6.466666666666666,REALITY-TV
2018.0,0.0,Series,10,6.1,REALITY-TV
2018.0,1.0,Series,12,6.758333333333333,REALITY-TV
2019.0,0.0,Movie,1,5.9,REALITY-TV
2019.0,0.0,Series,18,6.538888888888889,REALITY-TV
2019.0,1.0,Series,5,6.6,REALITY-TV
2020.0,0.0,Movie,3,6.066666666666666,REALITY-TV
2020.0,0.0,Series,35,6.025714285714286,REALITY-TV
2021.0,0.0,Series,2,6.5,REALITY-TV
2010.0,0.0,Movie,73,6.406849315068493,ROMANCE
2010.0,0.0,Series,19,7.457894736842104,ROMANCE
2011.0,0.0,Movie,69,6.5,ROMANCE
2011.0,0.0,Series,16,7.65625,ROMANCE
2012.0,0.0,Movie,69,6.328985507246377,ROMANCE
2012.0,0.0,Series,22,7.545454545454546,ROMANCE
2013.0,0.0,Movie,81,6.246913580246914,ROMANCE
2013.0,0.0,Series,28,7.614285714285714,ROMANCE
2013.0,1.0,Series,1,8.0,ROMANCE
2014.0,0.0,Movie,114,6.2973684210526315,ROMANCE
2014.0,0.0,Series,26,7.326923076923077,ROMANCE
2014.0,1.0,Series,2,7.1,ROMANCE
2015.0,0.0,Movie,123,6.2821138211382115,ROMANCE
2015.0,0.0,Series,34,7.258823529411765,ROMANCE
2015.0,1.0,Movie,1,6.1,ROMANCE
2015.0,1.0,Series,1,6.5,ROMANCE
2016.0,0.0,Movie,131,6.243511450381679,ROMANCE
2016.0,0.0,Series,48,7.53125,ROMANCE
2016.0,1.0,Movie,2,6.75,ROMANCE
2016.0,1.0,Series,2,6.85,ROMANCE
2017.0,0.0,Movie,145,6.110344827586207,ROMANCE
2017.0,0.0,Series,52,7.332692307692308,ROMANCE
2017.0,1.0,Movie,7,5.914285714285714,ROMANCE
2017.0,1.0,Series,3,7.166666666666667,ROMANCE
2018.0,0.0,Movie,141,6.260992907801418,ROMANCE
2018.0,0.0,Series,54,7.3962962962962955,ROMANCE
2018.0,1.0,Movie,14,6.235714285714286,ROMANCE
2018.0,1.0,Series,2,5.5,ROMANCE
2019.0,0.0,Movie,99,6.27979797979798,ROMANCE
2019.0,0.0,Series,61,7.585245901639344,ROMANCE
2019.0,1.0,Movie,16,6.0875,ROMANCE
2019.0,1.0,Series,7,6.885714285714286,ROMANCE
2020.0,0.0,Movie,67,5.959701492537314,ROMANCE
2020.0,0.0,Series,42,7.235714285714285,ROMANCE
2020.0,1.0,Movie,19,5.7,ROMANCE
2020.0,1.0,Series,1,7.9,ROMANCE
2021.0,0.0,Movie,5,6.4,ROMANCE
2021.0,0.0,Series,3,6.166666666666667,ROMANCE
2010.0,0.0,Movie,18,6.511111111111111,SCI-FI
2010.0,0.0,Series,7,7.642857142857143,SCI-FI
2011.0,0.0,Movie,28,6.442857142857143,SCI-FI
2011.0,0.0,Series,6,7.683333333333334,SCI-FI
2012.0,0.0,Movie,28,6.478571428571429,SCI-FI
2012.0,0.0,Series,12,7.3999999999999995,SCI-FI
2013.0,0.0,Movie,41,6.602439024390244,SCI-FI
2013.0,0.0,Series,17,7.1000000000000005,SCI-FI
2013.0,1.0,Series,1,6.6,SCI-FI
2014.0,0.0,Movie,40,6.4125,SCI-FI
2014.0,0.0,Series,15,7.239999999999999,SCI-FI
2015.0,0.0,Movie,41,6.143902439024391,SCI-FI
2015.0,0.0,Series,29,6.8999999999999995,SCI-FI
2015.0,1.0,Series,1,8.3,SCI-FI
2016.0,0.0,Movie,53,6.098113207547169,SCI-FI
2016.0,0.0,Series,23,7.21304347826087,SCI-FI
2016.0,1.0,Movie,2,6.35,SCI-FI
2016.0,1.0,Series,6,6.666666666666667,SCI-FI
2017.0,0.0,Movie,70,5.998571428571428,SCI-FI
2017.0,0.0,Series,30,6.77,SCI-FI
2017.0,1.0,Movie,3,6.533333333333334,SCI-FI
2017.0,1.0,Series,4,7.275,SCI-FI
2018.0,0.0,Movie,83,5.839759036144578,SCI-FI
2018.0,0.0,Series,27,7.066666666666667,SCI-FI
2018.0,1.0,Movie,6,5.766666666666667,SCI-FI
2018.0,1.0,Series,13,6.961538461538462,SCI-FI
2019.0,0.0,Movie,47,6.055319148936171,SCI-FI
2019.0,0.0,Series,29,7.2379310344827585,SCI-FI
2019.0,1.0,Movie,5,5.04,SCI-FI
2019.0,1.0,Series,8,5.95,SCI-FI
2020.0,0.0,Movie,29,5.8,SCI-FI
2020.0,0.0,Series,29,7.044827586206897,SCI-FI
2020.0,1.0,Movie,5,5.56,SCI-FI
2021.0,0.0,Movie,3,6.1000000000000005,SCI-FI
2021.0,0.0,Series,5,6.859999999999999,SCI-FI
2010.0,0.0,Movie,6,7.883333333333333,SHORT
2010.0,0.0,Series,2,8.05,SHORT
2011.0,0.0,Movie,5,6.42,SHORT
2011.0,0.0,Series,1,6.5,SHORT
2011.0,1.0,Movie,1,6.3,SHORT
2012.0,0.0,Movie,4,6.175,SHORT
2012.0,0.0,Series,3,6.833333333333333,SHORT
2013.0,0.0,Movie,6,6.816666666666666,SHORT
2013.0,0.0,Series,5,6.36,SHORT
2014.0,0.0,Movie,6,6.933333333333334,SHORT
2014.0,0.0,Series,3,7.466666666666666,SHORT
2014.0,1.0,Series,1,4.5,SHORT
2015.0,0.0,Movie,10,6.57,SHORT
2015.0,0.0,Series,6,6.300000000000001,SHORT
2015.0,1.0,Series,2,6.5,SHORT
2016.0,0.0,Movie,11,6.372727272727272,SHORT
2016.0,0.0,Series,5,6.12,SHORT
2016.0,1.0,Movie,2,7.4,SHORT
2016.0,1.0,Series,1,6.6,SHORT
2017.0,0.0,Movie,19,6.747368421052631,SHORT
2017.0,0.0,Series,5,7.12,SHORT
2017.0,1.0,Movie,2,6.9,SHORT
2017.0,1.0,Series,5,7.0200000000000005,SHORT
2018.0,0.0,Movie,7,6.642857142857143,SHORT
2018.0,0.0,Series,4,6.475,SHORT
2018.0,1.0,Movie,6,6.666666666666667,SHORT
2018.0,1.0,Series,5,7.220000000000001,SHORT
2019.0,0.0,Movie,9,6.766666666666667,SHORT
2019.0,0.0,Series,4,7.375,SHORT
2019.0,1.0,Movie,13,6.376923076923077,SHORT
2020.0,0.0,Movie,14,6.05,SHORT
2020.0,0.0,Series,3,5.633333333333333,SHORT
2020.0,1.0,Movie,6,6.8500000000000005,SHORT
2021.0,0.0,Movie,2,7.25,SHORT
2010.0,0.0,Movie,2,7.0,SPORT
2011.0,0.0,Movie,11,7.045454545454546,SPORT
2012.0,0.0,Movie,12,6.591666666666666,SPORT
2012.0,0.0,Series,2,7.8500000000000005,SPORT
2013.0,0.0,Movie,9,6.7555555555555555,SPORT
2013.0,0.0,Series,5,7.3,SPORT
2013.0,1.0,Movie,1,7.4,SPORT
2013.0,1.0,Series,1,6.6,SPORT
2014.0,0.0,Movie,11,6.8090909090909095,SPORT
2014.0,0.0,Series,2,7.85,SPORT
2014.0,1.0,Movie,1,8.0,SPORT
2015.0,0.0,Movie,24,6.729166666666667,SPORT
2015.0,0.0,Series,3,5.8999999999999995,SPORT
2016.0,0.0,Movie,23,6.521739130434782,SPORT
2016.0,0.0,Series,2,7.550000000000001,SPORT
2016.0,1.0,Movie,1,7.3,SPORT
2016.0,1.0,Series,1,8.5,SPORT
2017.0,0.0,Movie,17,6.423529411764706,SPORT
2017.0,0.0,Series,5,7.279999999999999,SPORT
2017.0,1.0,Movie,3,7.433333333333334,SPORT
2017.0,1.0,Series,1,8.0,SPORT
2018.0,0.0,Movie,26,6.68076923076923,SPORT
2018.0,0.0,Series,8,7.5875,SPORT
2018.0,1.0,Movie,4,6.675000000000001,SPORT
2018.0,1.0,Series,4,6.95,SPORT
2019.0,0.0,Movie,27,6.185185185185185,SPORT
2019.0,0.0,Series,9,7.344444444444444,SPORT
2019.0,1.0,Movie,3,6.633333333333333,SPORT
2019.0,1.0,Series,2,7.949999999999999,SPORT
2020.0,0.0,Movie,9,6.622222222222223,SPORT
2020.0,0.0,Series,7,7.171428571428572,SPORT
2020.0,1.0,Movie,6,6.7,SPORT
2021.0,0.0,Movie,2,7.4,SPORT
2021.0,0.0,Series,2,7.45,SPORT
2011.0,0.0,Movie,1,7.3,TALK-SHOW
2011.0,0.0,Series,1,7.8,TALK-SHOW
2012.0,0.0,Series,1,8.1,TALK-SHOW
2014.0,0.0,Movie,1,7.5,TALK-SHOW
2014.0,0.0,Series,2,7.9,TALK-SHOW
2017.0,0.0,Series,1,4.9,TALK-SHOW
2017.0,1.0,Series,3,6.366666666666667,TALK-SHOW
2018.0,1.0,Series,8,7.05,TALK-SHOW
2019.0,0.0,Series,1,7.7,TALK-SHOW
2020.0,0.0,Series,2,4.15,TALK-SHOW
2010.0,0.0,Movie,71,6.474647887323943,THRILLER
2010.0,0.0,Series,12,7.208333333333333,THRILLER
2010.0,1.0,Series,1,6.0,THRILLER
2011.0,0.0,Movie,77,6.374025974025974,THRILLER
2011.0,0.0,Series,15,7.58,THRILLER
2012.0,0.0,Movie,83,6.331325301204819,THRILLER
2012.0,0.0,Series,14,7.421428571428571,THRILLER
2013.0,0.0,Movie,108,6.307407407407408,THRILLER
2013.0,0.0,Series,13,7.584615384615384,THRILLER
2013.0,1.0,Movie,1,6.7,THRILLER
2013.0,1.0,Series,2,6.1,THRILLER
2014.0,0.0,Movie,117,6.114529914529914,THRILLER
2014.0,0.0,Series,11,7.081818181818182,THRILLER
2015.0,0.0,Movie,137,6.046715328467153,THRILLER
2015.0,0.0,Series,27,7.114814814814815,THRILLER
2015.0,1.0,Movie,3,5.599999999999999,THRILLER
2015.0,1.0,Series,3,8.366666666666667,THRILLER
2016.0,0.0,Movie,161,6.090062111801243,THRILLER
2016.0,0.0,Series,36,7.486111111111111,THRILLER
2016.0,1.0,Movie,7,4.814285714285715,THRILLER
2016.0,1.0,Series,2,7.85,THRILLER
2017.0,0.0,Movie,203,5.955172413793104,THRILLER
2017.0,0.0,Series,41,7.024390243902439,THRILLER
2017.0,1.0,Movie,9,5.777777777777778,THRILLER
2017.0,1.0,Series,7,7.914285714285714,THRILLER
2018.0,0.0,Movie,218,5.759174311926605,THRILLER
2018.0,0.0,Series,46,6.904347826086957,THRILLER
2018.0,1.0,Movie,16,6.14375,THRILLER
2018.0,1.0,Series,14,7.114285714285715,THRILLER
2019.0,0.0,Movie,195,5.768717948717949,THRILLER
2019.0,0.0,Series,39,6.915384615384615,THRILLER
2019.0,1.0,Movie,23,5.834782608695652,THRILLER
2019.0,1.0,Series,9,6.4,THRILLER
2020.0,0.0,Movie,85,5.629411764705883,THRILLER
2020.0,0.0,Series,49,6.814285714285714,THRILLER
2020.0,1.0,Movie,35,5.6971428571428575,THRILLER
2021.0,0.0,Movie,6,5.916666666666667,THRILLER
2021.0,0.0,Series,4,6.975,THRILLER
2010.0,0.0,Movie,10,6.859999999999999,WAR
2010.0,0.0,Series,4,6.800000000000001,WAR
2011.0,0.0,Movie,7,6.757142857142857,WAR
2012.0,0.0,Movie,9,7.144444444444444,WAR
2012.0,0.0,Series,1,7.5,WAR
2013.0,0.0,Movie,6,6.233333333333333,WAR
2013.0,0.0,Series,3,8.200000000000001,WAR
2014.0,0.0,Movie,13,7.015384615384615,WAR
2014.0,0.0,Series,3,7.433333333333334,WAR
2014.0,1.0,Movie,1,8.2,WAR
2015.0,0.0,Movie,15,6.013333333333334,WAR
2015.0,0.0,Series,2,7.9,WAR
2015.0,1.0,Movie,1,7.7,WAR
2016.0,0.0,Movie,21,6.466666666666667,WAR
2016.0,0.0,Series,4,7.55,WAR
2016.0,1.0,Movie,2,7.35,WAR
2017.0,0.0,Movie,26,6.711538461538462,WAR
2017.0,0.0,Series,4,7.025,WAR
2017.0,1.0,Movie,4,6.625,WAR
2018.0,0.0,Movie,20,6.445,WAR
2018.0,0.0,Series,4,8.05,WAR
2018.0,1.0,Movie,3,7.133333333333333,WAR
2018.0,1.0,Series,1,8.4,WAR
2019.0,0.0,Movie,19,6.4789473684210535,WAR
2019.0,0.0,Series,3,7.466666666666666,WAR
2019.0,1.0,Movie,1,7.2,WAR
2019.0,1.0,Series,1,6.6,WAR
2020.0,0.0,Movie,11,5.7727272727272725,WAR
2020.0,0.0,Series,4,6.925,WAR
2020.0,1.0,Movie,3,6.3999999999999995,WAR
2010.0,0.0,Movie,4,6.75,WESTERN
2011.0,0.0,Movie,3,6.366666666666667,WESTERN
2012.0,0.0,Movie,3,5.933333333333334,WESTERN
2012.0,0.0,Series,1,8.3,WESTERN
2013.0,0.0,Movie,2,6.1,WESTERN
2014.0,0.0,Movie,3,6.233333333333333,WESTERN
2015.0,0.0,Movie,3,7.133333333333333,WESTERN
2015.0,0.0,Series,2,7.1,WESTERN
2015.0,1.0,Movie,1,4.8,WESTERN
2015.0,1.0,Series,1,6.7,WESTERN
2016.0,0.0,Movie,12,7.058333333333334,WESTERN
2016.0,0.0,Series,1,7.4,WESTERN
2016.0,1.0,Series,1,7.5,WESTERN
2017.0,0.0,Movie,7,5.885714285714286,WESTERN
2017.0,1.0,Movie,1,5.7,WESTERN
2017.0,1.0,Series,2,7.45,WESTERN
2018.0,0.0,Movie,7,6.642857142857143,WESTERN
2018.0,1.0,Movie,1,7.3,WESTERN
2019.0,0.0,Movie,4,5.325,WESTERN
2019.0,1.0,Movie,1,5.2,WESTERN
2020.0,0.0,Movie,3,6.266666666666667,WESTERN
